D1|D2
16680|16768
13262|5548
12741|16023
9379|145
26706|3826
5972|20773
6928|6962
8313|23081
12124|1702
25467|8360
15074|19002
4800|19756
5275|13099
8392|16526
4241|628
25869|7770
6592|2108
25432|11278
3784|5785
19813|18852
22751|4376
78|18483
13221|8945
27506|2983
11653|8018
19552|7802
11244|9226
13598|10456
7201|17111
26704|3959
9152|19018
10056|9521
10750|17458
13188|11724
7223|15279
11249|8804
23070|10715
17921|12106
8489|8506
15025|23097
19838|16817
8928|4862
14907|100
8010|15519
2432|19732
20264|14220
27065|6784
6000|18503
6576|3464
21611|781
19566|6673
23842|12215
22362|3980
284|1425
25141|2711
12771|13599
19808|19358
14284|19095
19456|15795
6194|2417
16874|731
27444|8178
10810|12529
20304|10941
22801|297
26741|1002
5359|6208
600|7990
20010|2569
6594|2020
11950|16231
15527|14256
9578|16498
10832|10717
18402|5014
19942|8269
2591|6580
27518|1996
15943|12495
1406|6642
1278|17270
22596|17352
6510|8989
23032|13927
5284|12460
17423|20713
17827|19947
10138|2796
26351|570
18333|10727
3810|3723
4191|4871
21757|21438
20013|2349
19212|3293
970|10075
18022|3772
15095|17338
19777|21935
13612|9356
20019|1904
9186|16297
4090|13272
4456|15671
6012|17582
27104|3691
11893|21004
19772|22403
13303|2281
27457|7164
13474|20856
26593|13344
420|22984
7384|2037
11508|20190
16656|18866
9337|3773
9242|11658
12717|18135
3018|3963
13326|355
12885|4190
15168|11306
490|17189
13619|8847
19632|1295
9962|17450
5197|19735
5650|14895
17985|6921
2425|20430
5735|7841
14300|17839
8117|6764
9980|15974
13103|18888
1325|13441
25957|569
11324|2726
9378|406
20297|11609
585|9329
11719|2729
5172|21831
19073|14957
1041|4264
3820|2986
23867|10262
21047|14941
13199|10975
3586|22410
12443|8189
18728|10815
6875|11579
17941|10582
24227|13138
9181|16782
2993|6106
27079|5847
20187|20771
17114|13695
4916|10338
18057|959
9640|11480
15437|21856
14852|4875
27072|6373
15987|8981
15117|15657
7683|10062
17049|19136
26895|21075
22605|16731
14672|19823
14285|19149
26885|21909
849|20238
6374|20428
18390|6123
3185|22958
13122|17378
24708|5995
5964|21692
18739|9927
16211|23130
17107|14311
10734|18987
4138|9408
7301|9014
7783|1777
21451|14253
1753|10759
2187|7511
19110|11948
5243|16003
11250|8946
17178|8464
22537|22407
11343|1222
18790|5719
17217|5204
278|2129
12918|1571
25157|1592
22243|14035
6169|4709
19561|7257
12090|4767
2227|4213
18825|2812
8762|18880
12746|15894
24982|16069
17989|6706
2399|22720
7731|6139
26615|11604
17118|13473
11231|10550
19922|10111
22190|18473
3402|5016
12050|8108
23877|9520
4242|831
18051|1544
3739|9810
16846|3256
214|7479
2927|11681
8797|15984
20557|22928
13284|4003
23539|4793
2792|22884
14472|3740
22994|17322
19201|4457
16631|21152
12490|4406
13129|16906
14513|339
19926|9819
1262|18811
3421|3452
24722|4986
7664|11755
7157|21068
27112|3228
4794|20584
16805|6695
14095|2251
854|19924
23754|19753
10076|8158
23475|10139
22409|310
6193|2772
2043|19554
11271|7304
12922|1355
12453|7516
13197|11303
8857|11075
22312|8405
10370|16567
11706|3983
6369|20973
13319|1155
16366|10393
5950|22967
20771|5224
7618|15601
24992|15325
421|23137
26284|6394
22219|16172
3591|22174
7922|23150
7739|5575
18820|3357
5646|15472
22724|7011
4504|11945
22588|18295
16398|7780
27132|1638
21852|13843
21958|5040
12679|21547
13851|22573
2863|17087
24940|19678
9943|19288
9688|7688
1710|14487
26211|12489
19126|10780
17163|9858
24675|8910
4971|5969
6023|16957
15865|19301
7964|19693
21558|5519
12544|31
3291|14347
17895|14644
14703|17412
8476|9989
26149|17651
20750|7046
22270|11952
15950|12218
21399|18710
18364|8462
20164|22901
16022|6254
27081|5845
2914|12885
21740|23167
26313|4120
16461|2624
6753|21946
17445|19264
7717|7458
11612|11858
19405|20412
17821|20822
21866|12762
22297|9752
8738|21047
6508|9525
7294|9823
15926|14245
1748|11387
26480|23048
13916|17233
21570|4545
13203|10887
4169|7068
2408|22158
20665|14180
22996|17309
9704|6420
14903|903
22760|4128
23018|15477
4437|17597
22592|18065
523|14783
8015|15528
17142|11672
4450|16516
14001|10207
22289|10444
22597|17645
23416|15202
10044|10979
22237|14747
23572|2245
13097|19750
19101|12953
27434|9454
21214|1401
21044|15510
19988|4859
24250|11558
19648|309
16457|3025
3587|22642
15575|10672
23919|6258
10334|19716
3714|12107
1348|11881
23045|13257
1846|3319
2023|21402
23122|6862
23507|7675
19065|15917
20021|2156
10824|11829
22011|830
2199|6796
188|9873
1766|9973
13694|3008
12122|2415
14497|1898
10128|4051
1328|13570
16462|2621
12292|21049
20666|14145
24686|8140
5240|16555
10796|14165
19431|18346
24119|22452
5747|7241
16848|3358
24292|8085
4580|5819
12428|9806
26153|17527
9737|3774
2244|3098
23371|19048
91|17961
274|2771
13235|8373
7573|19545
18646|18005
13913|17634
2099|15140
11100|21709
21891|10811
7211|16842
2027|21123
14847|5622
22783|2307
8880|9385
12489|4731
6775|20264
54|21048
7598|17482
10111|5508
19227|2535
496|17135
3343|10206
7676|11031
25078|8418
10082|7942
20176|22116
8836|13052
26269|7880
15140|14126
12357|15745
27347|16708
539|13585
22321|7915
6007|18501
6951|5687
21855|13827
220|7297
25924|3753
20168|22773
5317|10226
3292|14473
21088|11942
183|10379
5209|19199
17209|6222
3379|7262
8493|8792
19432|18375
8397|16758
27140|1209
17883|15856
11577|14955
2483|16102
12421|10461
2257|2093
13476|21203
9936|20083
10036|11810
9714|5767
4541|9134
26582|14767
1462|2550
19482|14209
25465|9180
5711|10324
5595|19955
2829|20169
15903|16349
5583|20955
23929|5605
18442|2269
2498|14882
24572|17713
19214|3731
27472|6391
25158|1845
3010|5150
15450|21231
25113|5582
4913|11051
681|1856
8349|20766
17492|15581
26144|18322
14324|16362
2626|4269
11712|3801
20566|22561
8124|6686
866|19283
11325|3151
9995|15238
24552|19397
15884|17960
3981|22896
11984|14018
16734|12988
26175|15834
11680|6474
14860|4695
636|5625
26280|7125
6984|3041
13542|15765
14424|8096
20819|1605
25842|10724
6457|14006
23359|20152
7172|20202
26622|11464
19997|4344
24213|14861
9919|21599
6393|19335
10479|7883
16754|11370
25407|14016
5973|21451
21857|13787
27374|14601
20341|8538
1755|11095
14642|22802
7710|8355
5822|1221
25418|13115
4400|20941
22285|11025
12046|8902
22643|14074
10834|11196
5738|8203
8947|4000
19135|10386
5416|2153
19018|20084
561|11911
10012|13905
12820|10240
498|17144
5174|22250
17586|7878
669|2950
23386|17988
22208|17456
5256|15454
23205|235
8988|609
858|20044
17043|20160
17098|15596
8517|6957
23002|17137
2179|8713
23723|22827
23345|21432
2935|11501
22680|11085
17622|4924
23355|20593
18220|20805
12677|22114
27090|5469
22004|1652
4823|18655
19611|3660
1485|801
33|23010
19780|22404
4179|6582
18623|20117
17653|2376
13106|19326
13584|12418
563|11805
3440|2386
16434|5245
21806|18126
20232|17696
2104|14982
7735|6375
20230|17850
13594|11572
22351|5650
10574|113
15552|12900
1098|190
6499|10651
25169|1178
8995|88
8990|504
25577|85
6988|2835
18817|4103
21505|10374
17090|16365
6080|12686
20212|19396
26920|19630
1747|11875
18615|20860
20720|9988
2560|9933
7178|19846
3221|20609
2114|14179
8177|2469
22354|5437
19217|3657
13652|6789
14090|3204
12804|11641
23352|20900
620|7124
24262|10904
24188|17044
23579|2052
23596|641
27062|7863
24327|5503
23189|1650
26666|8037
19850|16699
3599|22026
3408|5106
4209|4161
21165|5862
25099|7032
21188|3941
22260|13275
24586|16846
8522|6632
20569|22555
22586|18981
5005|3648
4889|13276
24730|4900
20638|16816
4592|5157
6451|14706
17234|4432
7302|9611
10058|10228
10754|17996
6933|7485
14127|213
24123|22521
984|9726
7607|17081
10541|2928
3260|17436
17265|1913
1774|9699
7196|18437
16655|19752
14347|14711
6437|15902
552|12829
4894|12889
76|19576
24555|19405
27019|11500
3845|1660
6209|2071
6168|5476
27050|9002
23560|3748
19223|3275
10140|3479
12523|2314
13974|12952
14273|20902
15900|16939
26126|20165
3316|12814
4570|7035
17530|12698
16343|12915
1021|6699
2601|6637
19034|18943
17554|10700
10397|14928
21787|19814
16101|241
21803|18480
4917|11021
19619|3148
4100|13296
9767|1679
17268|1717
17073|17902
2155|10900
9719|5686
21500|10913
25498|6715
23555|4191
3441|2474
7386|2707
18842|2151
6419|17437
20199|20594
22748|5629
9729|4849
2081|17056
6159|6270
19245|1460
270|3529
11150|18003
9610|14753
13994|11309
57|21215
6162|6011
17619|5351
19192|5852
23810|15773
16436|5232
15862|20106
20803|3212
9510|23041
17884|16161
12843|8583
26909|20767
20724|9816
22254|13898
4932|9821
9651|11381
10473|8693
12831|9558
21213|1993
19435|18495
9271|10145
19589|5701
86|18841
17813|22046
12803|11892
6896|10664
12748|16459
27137|1866
27494|5003
2143|11958
20674|14004
22010|1426
18195|23157
11190|14728
9920|21830
294|1591
2809|22228
10071|9322
13329|1027
6944|6718
12782|13662
2480|16772
9739|4101
20179|22297
11555|17208
20592|20844
6825|16610
20203|20367
23421|15413
26155|17876
4629|2259
15480|19153
5597|20224
298|1304
21949|6499
15475|19556
17948|10908
22369|4402
20006|3920
590|9841
605|8599
12078|6596
11534|18985
10936|3081
10049|11169
7355|5397
11629|11098
6235|75
26596|14011
4125|11354
22971|20020
10013|14176
25383|16393
9387|592
25962|1103
24785|495
26739|2158
17251|3243
25948|2276
11101|22194
15508|16849
13267|6243
21937|7525
21160|6480
13159|15211
10898|6268
18742|10615
13198|12007
23095|9771
4022|19939
23502|8753
1768|10415
15268|4039
12001|13061
16317|15287
14094|3183
9628|13395
2624|4905
9150|20296
21184|4533
24973|17754
13567|14135
4522|11223
16866|2463
23759|20176
16028|6478
10346|19357
26281|7501
13307|2951
22738|6614
3652|17896
14747|14500
21907|10051
11235|11103
18236|19825
16262|19832
14738|15257
17562|10237
4936|9634
19841|17734
26624|11751
17424|21732
1065|3261
12279|22786
24679|9348
13656|6801
2456|18887
18708|13468
19464|16242
8583|1879
6565|5531
6940|7173
3267|17116
25499|6835
3332|11727
2451|19324
5631|17534
14018|9548
14101|2659
17255|3022
13501|19694
6518|9453
6548|6950
23850|12693
4840|17650
19155|9166
12389|13668
9761|2444
2643|3400
5981|21271
18868|198
14886|3032
7198|18552
26197|14539
14055|6475
15087|19117
4061|16789
23017|16278
26557|17373
15139|14846
23435|14413
579|10895
15692|1721
573|11394
26626|11651
19054|17580
4480|14795
7271|12512
11288|6807
6546|7174
7690|10524
8399|17218
22614|16999
20215|19512
22389|2908
10425|12895
25100|7252
18637|19403
17814|22189
17052|19897
9197|16512
26544|18474
12372|15121
9747|3625
7240|15104
10035|12488
16739|13107
1475|2084
13191|12683
14481|3914
3339|11220
14254|22792
25121|5584
3788|6723
1498|186
21042|16457
7663|12784
9948|19736
25723|21159
14131|245
12875|6163
10434|12183
8867|11174
3997|22159
15674|3219
27319|19779
8037|14526
639|5964
21881|12333
15696|1402
16883|1184
18006|6280
24291|8904
14430|8216
20810|2971
24223|14604
13478|21705
24576|18028
11622|11887
27078|6971
2637|3989
13565|14460
11987|14361
23870|11125
16839|4865
5610|19391
21237|288
19891|13703
4849|17007
23384|18688
15534|14885
17927|12872
18311|13761
15288|2573
12547|698
20761|7070
5180|22332
18041|3461
10970|506
16272|19215
13135|17440
14810|9489
23458|12587
1624|22571
2409|22955
15130|15670
17571|9672
26555|17720
14393|11310
12089|5939
2981|8251
13591|12382
4443|17991
13168|14724
14505|2055
7630|15621
26761|573
16232|22553
10182|409
12278|23067
19384|23086
24539|21164
2180|9219
9703|7390
23478|10957
22390|2955
11286|7101
21952|6542
6047|15955
21411|18675
23407|16845
11155|17966
9766|2175
12034|10538
5568|22953
9149|20647
10925|4311
9954|19363
18435|3591
21149|7693
25453|10931
14471|4918
15895|17800
2633|4420
13242|8624
14904|1752
10477|8716
12951|8
4396|21928
13577|13560
8440|13971
18300|14775
15241|6524
23187|2371
26121|21035
22591|19065
26268|8839
8820|15191
13618|10168
5417|2749
13231|9556
23747|21478
13639|8460
6470|13659
3684|15523
3025|4691
12847|8647
17629|4958
16345|13223
3340|11312
21940|7600
8527|6772
1395|8919
1438|5348
13936|16574
3828|3594
9694|8243
26913|20878
27352|17215
21459|14796
21851|15027
4082|15295
26581|15682
1336|13834
20421|2635
19170|8167
18843|2541
21515|10137
6891|11535
23906|8292
10773|17000
20259|16078
8742|21756
1480|1902
1430|6058
1807|7533
9223|14594
18384|7908
7392|2722
25410|14538
20247|17108
8749|21193
1886|989
4604|4765
19403|21619
11909|21038
19195|6117
21923|9066
26935|19049
17528|13410
2992|7500
15477|19847
21365|22671
17591|8226
22598|18627
8036|14838
11528|19918
16713|15571
13252|7921
21868|13678
3666|17120
25185|543
10705|22714
4187|6645
21420|18085
2470|18080
23119|8143
5390|5096
9182|18043
1293|17480
6152|7389
603|9215
27293|22199
3597|22853
26633|11443
20642|17173
16239|22168
21537|8427
5612|19466
13283|5375
16879|1827
12784|14027
18995|22797
2604|6982
23192|2121
19587|6422
1812|7193
9668|10505
17546|11985
1631|22220
19176|7758
7235|15838
941|13958
2115|14820
21097|12209
12401|13072
1469|2912
27138|2342
17435|21247
12384|14492
20353|8420
23914|7763
12554|357
18754|10054
514|16653
4215|4385
42|23064
558|13006
5242|17457
1428|6333
23145|6042
7015|1358
6020|18430
26244|10968
15679|3178
230|7475
24215|15587
5805|3501
2584|8705
10559|2135
17520|14219
21046|16458
26288|7329
27501|4954
16307|16568
16686|17893
27327|19406
17969|9707
1369|11263
16105|575
25515|5967
26310|5585
13113|19581
2818|22077
19542|10258
20760|7466
6368|22344
14917|927
16877|2082
7230|16353
2910|14469
3347|10960
19088|15159
18073|1149
17598|7805
12121|3640
5813|2910
17164|11053
15101|18455
24242|13409
15265|4844
2519|14177
5182|22522
22684|11634
24598|16600
22310|9910
16833|5754
11139|19611
26632|11621
22280|12395
27075|7691
27085|6860
19885|14630
11546|18618
18711|13758
4112|13054
3716|13150
17535|13071
15604|9503
15938|14550
25439|12419
20706|12015
20035|2160
9389|1064
10953|2320
14337|16340
27134|2813
25900|6929
8552|4988
17173|10336
26903|21992
8119|8181
24651|12246
21967|5695
27528|2829
3758|9689
7984|19380
10062|10748
27473|7400
2998|7244
10440|12142
4269|53
6816|18023
2255|3383
27382|14960
1011|8334
14780|12372
14667|21749
23447|13907
8096|10098
4979|6676
27290|22603
645|5953
14486|4049
11744|2255
16301|17246
19136|11324
1433|6087
26562|17564
1057|4532
14008|10959
25512|6414
17574|9889
22618|17229
24347|4792
8582|2546
25483|8825
12303|21407
16676|18898
3648|18863
534|15184
24256|12331
6475|13600
13933|17170
4663|168
18303|14904
14723|17141
8055|13536
5705|11998
13537|17313
24154|20849
6004|19951
13710|2952
14783|12196
5989|21199
16778|10454
3414|5535
27159|753
10924|4806
24191|17770
5015|3737
26298|6690
14795|11213
2677|1180
19066|17150
9785|1056
1414|7721
444|22694
17060|19812
14651|23145
3802|6130
21521|9982
21035|17557
14036|8657
19798|21923
12937|1572
4116|12844
27083|7159
6942|7667
8565|4030
16016|8195
17047|20938
5774|6296
4106|13677
21159|7313
18719|13227
24641|13250
7366|5262
25759|18766
15135|15774
25878|8831
1074|3218
6605|2905
9743|4590
1764|11487
7764|4997
20609|20223
20317|11691
5732|9818
9174|19040
12323|19816
17041|21442
13131|18290
18700|14824
24308|8111
16666|19809
12695|21719
13304|3940
23399|18015
1751|12585
21809|18913
22178|21112
25951|2870
12727|19104
12855|8483
16045|5853
16481|2442
27170|3
25096|8309
9708|7517
7011|1999
10762|18339
18443|3416
2033|21968
2160|11425
23139|6869
19257|1396
889|18625
21879|13133
23464|12652
1296|17614
20640|17728
5326|10807
11176|16784
18670|17390
14908|1961
20745|8992
8593|1815
15063|21842
9529|22436
16254|21300
18441|3608
25372|18156
12892|5470
18775|8708
6116|10813
26634|11781
9352|4373
2221|6412
1837|5515
3606|22533
9191|17739
12333|19102
6945|7547
584|11214
5206|20802
27157|1145
17966|10313
20783|5889
18230|21182
4630|3072
2165|11068
21104|12002
26647|10714
20637|18000
850|21911
27093|6463
20744|9117
1019|7891
12725|19314
11512|21715
21493|12475
24605|16367
978|11302
18601|23127
20385|6129
27082|7388
18001|7403
3013|6236
23451|13792
1290|18182
4122|12506
7220|17517
15049|23085
27419|12128
18217|22290
4994|5668
27332|19362
2088|17499
10932|4356
2949|11576
3873|420
527|15993
3454|2426
21602|3457
5728|10296
20181|23095
11715|4888
4929|11078
24995|16808
22589|19894
254|5900
17541|12883
19948|9722
26105|22987
26316|5479
4390|23070
17594|8496
6469|14362
7166|22048
19904|13354
25762|18706
19637|2739
860|21160
8600|1323
1843|5104
22244|15734
21367|22989
15996|10040
13323|2561
20614|20011
15695|2295
634|7166
20797|4810
9701|8264
14919|1179
11644|10832
24345|5240
1014|8395
23460|13157
26718|4855
25501|7565
22590|19824
5029|2836
23522|8003
9275|10865
18292|16108
26289|7707
25516|6397
22608|18384
5366|7652
25406|15530
23011|17698
9786|1239
12781|14822
24567|19641
23106|9804
3327|13065
935|14991
26717|5034
10737|20634
7770|4748
11662|9394
22020|1625
11899|22475
1357|12744
20286|14477
3775|8652
12457|8969
12780|14934
25711|22957
22194|19999
8071|12541
4502|13867
8209|1092
11992|14806
22958|22122
11260|9998
5299|13249
12059|9247
19980|7154
2899|15852
9228|14841
467|21099
25061|11382
21862|14776
14330|17336
3073|1419
1491|1649
14791|11851
23942|5970
5768|7104
6192|4698
632|7417
4006|22294
8958|4500
18856|2181
6536|8918
18387|8342
20768|7326
24573|19203
27437|10872
11181|16587
6889|12380
26119|21964
10074|10194
18012|6674
11620|12944
10738|20611
4072|16839
22406|2420
22218|18025
23570|4110
6632|978
15468|21268
4188|7218
12917|3623
23800|17844
19905|13450
25850|11481
9800|174
22017|1989
10098|8204
1817|7411
4998|5527
3384|8419
11675|8415
3757|10239
4926|11517
6422|18426
1377|11167
20335|10509
19875|15926
4792|22636
932|15338
14334|17074
20758|8161
26736|3498
10005|15944
4968|8036
27488|6623
15850|22318
7328|8758
21807|19458
5777|6442
3730|12504
2248|4433
9637|13731
10910|6376
11722|4546
14329|17511
27027|12201
4966|8227
8793|18273
2300|136
25735|21141
13678|6018
913|16950
18734|12345
17044|21553
9002|921
11743|2792
7006|2748
19971|7983
3299|15520
8569|4091
4041|19484
24216|16149
11635|11777
12083|7376
1461|4251
21523|10287
20974|23074
22207|19041
24589|17915
841|22950
20613|20260
4605|5460
195|11044
12010|13459
901|17990
25857|11061
26612|13936
24146|21984
11500|23036
15849|22489
10070|10650
17875|18168
2034|22278
117|17549
9631|14315
2960|10955
9140|22295
16505|855
19150|10709
16847|5250
14373|13979
8120|8670
13964|15161
9927|22527
25367|18941
18326|13544
23133|7782
1023|7914
8603|1365
10374|18207
18769|9590
27340|19103
20012|4725
20399|5372
25792|16515
19668|501
3001|7603
25906|7064
7295|11643
1421|7670
18218|22554
24007|809
1443|5849
20643|17878
25551|3768
2501|16350
22037|467
6795|20391
26178|17271
25359|19653
24406|508
17825|22435
7417|1557
5604|20962
19809|21611
4140|11390
11357|2208
19092|15575
1332|15092
6208|3592
18050|3763
12783|14919
14417|10366
17963|10964
16693|18069
9180|19078
21510|11476
14097|4173
21935|9024
8743|22600
13485|22234
24011|557
25921|5875
12862|8411
10955|2839
9264|12118
24281|10906
23836|15073
22961|22161
26311|6281
3700|15196
4954|9415
6873|13986
26959|18047
15969|12667
26702|6610
23901|9658
21858|15447
863|21301
5362|8335
8218|673
23414|17368
13149|17394
10833|12997
20620|19885
15635|7664
8454|13845
13208|12503
5437|2114
17578|10235
3241|20554
26275|9241
16830|6761
2511|15605
27356|17831
1368|12177
22031|1067
19140|11642
21027|18861
18337|12806
13621|11012
12150|2033
17616|7106
8865|12537
2459|19948
24961|20088
330|47
23784|19451
16794|9803
26251|11325
13253|8771
27086|7561
23361|21786
8123|8600
1877|2728
11552|18907
2628|5926
23616|620
25325|22657
23979|3255
2468|19217
11582|16413
2073|19230
9997|16890
21873|14267
12130|3726
10809|15056
23798|18329
17102|17045
26254|11042
11171|17774
16415|8528
25936|4668
19061|18278
4399|22799
11194|15861
23066|13539
5832|2178
26539|20164
20061|807
4613|5056
19236|3733
19177|8633
13085|22757
18064|2716
15119|17816
22261|14863
13328|2627
12894|5884
18694|16012
12809|12940
21645|447
10318|23068
8998|1579
13499|21185
7169|22316
26173|17872
1713|16404
13220|11582
13309|4194
1338|14764
8515|8895
1691|18241
16841|5991
12745|18286
24285|10732
25893|8305
8211|1372
24332|6827
3824|5061
3093|194
9618|15683
3853|2662
11561|18249
4509|13746
23226|307
12055|10044
3344|12152
9926|22909
12165|918
21110|12157
12722|20228
9629|14782
234|8144
23380|20343
6634|1223
25562|3103
8766|20873
3228|21783
21805|19992
16380|11507
17120|15622
3413|6440
15162|14292
16491|2288
7332|8849
11904|22568
15706|1910
1820|7591
12072|8630
11210|14645
2240|5502
14675|21956
19882|15752
8890|10623
25779|17823
22733|8548
4884|15443
568|13222
22283|13121
13988|13492
13918|19302
17830|22281
7254|15331
24563|20455
21590|5099
4793|23005
7681|12678
12540|2576
2111|16235
24648|13405
19490|15559
18470|1916
17881|18024
7171|22245
16445|6150
22694|11760
4799|22518
18367|10514
25891|8623
22571|22022
12712|21128
11655|10525
1008|9507
4028|20995
15115|18261
16259|21612
10048|12863
4240|3396
3877|754
19045|19761
19105|14780
2100|17177
156|14694
12043|11097
14423|10166
11772|835
17943|12921
19626|4298
1780|10978
5405|5011
7381|4839
2051|21256
2950|12175
18877|983
12873|7786
12393|14860
5804|4669
23217|1204
10350|20571
17930|14047
26296|7749
18016|6905
24553|21350
19638|3337
6810|19504
13494|21765
2427|22832
15894|19167
22752|7019
10542|4653
21968|6551
7722|9338
11228|13245
18612|23007
27325|20731
24404|1026
12752|17859
2956|11716
10753|19928
21860|15566
12912|4584
4095|15476
3772|9532
15502|18998
17604|8369
1264|21092
16773|11782
11761|1818
2672|2536
5271|16191
11901|22946
11906|22532
4401|22877
24365|4240
19269|1220
19123|13340
16836|6557
6831|17805
23531|7978
5400|5499
9151|21853
985|11498
2171|11364
12487|7127
14443|8620
9158|21293
6376|22821
15691|3313
21823|18653
9159|21205
11652|10894
18644|20357
4123|13210
23437|15757
13102|21640
6421|19099
21463|15816
871|20991
7342|8194
2537|13782
3809|6511
19265|1630
16821|7889
19079|17071
7960|22425
4599|6487
19011|22718
21121|11426
26732|4490
10818|14613
7378|5226
17215|7939
13282|6694
16424|8055
21057|16723
2623|6683
12942|2188
24721|7524
10822|14296
3392|8387
21142|9711
21874|14491
12098|6712
20458|952
7985|20407
18713|14704
26659|10521
2177|10948
20364|8736
6818|18959
23006|18885
6919|10596
19940|11216
25088|9922
2101|17267
24326|7628
18400|7965
6918|10684
1757|13056
3705|15206
2039|22417
11977|16781
24969|19808
22600|19807
8561|5380
8363|21839
19556|10308
24766|3901
20839|2120
17662|3655
26229|13548
23184|4087
21133|10476
22574|21947
18369|10512
12735|19393
11146|20213
25895|8507
5418|4123
15898|19047
6980|5570
11143|20487
24158|21601
8188|3609
264|5935
19119|13844
16255|22192
1407|9372
12933|3004
16056|5943
11915|21966
22981|20978
8620|513
21186|6118
13219|12008
14496|4323
15158|14912
25526|6323
168|13920
12560|1177
22166|23076
15889|19787
3864|2070
14358|15784
8916|8731
19207|6528
9699|9272
16088|3267
8062|14098
16519|305
7206|19610
24001|1900
20778|7266
16451|5945
27001|15057
14871|6022
17459|20598
1740|14543
5707|12969
12455|9919
19802|22716
4869|16981
21223|3082
23602|2227
24297|10078
23085|12367
13096|22262
11221|14053
23940|6936
17304|675
13922|19277
24343|6314
18310|15531
10745|20816
13586|14399
3353|11752
16800|9791
21454|16716
2598|8892
19564|9743
26306|7177
1326|16163
2103|17219
11315|6290
3631|21463
17109|16897
307|2451
7379|5315
8394|19372
17685|1894
2108|16820
981|12057
2216|7855
15200|11539
13305|4990
3869|1733
20451|1682
473|21462
9963|20236
22658|15113
1509|1016
20205|22105
4174|9191
10326|22871
16097|2619
8492|11245
18482|1265
10047|13255
12776|16119
20705|13362
17585|10229
14798|12168
4810|21960
574|13102
22334|9282
4671|724
8437|15833
1092|2881
4469|17498
9677|11212
26657|10880
22726|9499
25879|9916
18698|16141
18760|10998
2969|10935
7615|18534
16124|410
14725|18220
12338|19734
15643|7567
5675|15717
2970|10860
8959|5285
9546|22128
14081|6177
8918|8718
6106|12737
5841|1964
20287|15366
5715|12409
15211|10701
27084|8295
18419|6570
14061|7846
4930|12035
16692|18846
3711|14910
3865|2128
14356|16104
20211|21664
14321|19006
2986|9562
6927|10147
23893|10971
12520|4656
21138|10253
6149|9172
25384|18340
21139|10174
19271|1379
12965|497
24235|15400
11379|1085
5666|16510
22670|14221
17525|15278
14452|8196
7385|4909
7329|9580
5651|17781
25732|22185
17450|21477
22820|1754
24161|21522
705|2316
19049|19886
15912|18109
23087|12415
3698|16043
21798|21097
15964|13801
20413|4970
22345|8451
21984|5645
7822|1458
5723|11835
12061|10047
27038|12189
16871|4031
25884|9668
22824|1459
13890|22085
19137|12558
21040|18450
25914|7182
15551|15299
18071|2744
23855|14183
10967|2556
24289|10988
17886|18140
23984|3531
17097|18086
2285|2293
25195|1273
23926|8340
23510|10099
16392|11073
3438|4895
18859|2906
16817|8547
11713|6217
9357|5154
14294|21349
10384|18217
27004|14978
11219|14446
8038|16320
7972|21798
11205|15607
26928|21290
5668|16424
25534|5923
12709|21840
25199|1029
6950|8346
14349|16827
10761|19715
19911|13946
27071|9498
10344|21554
12019|13616
14331|18333
17066|20699
18380|9940
18286|17727
19965|9445
8403|18832
4489|16008
16522|292
26607|15256
22646|16298
26274|10127
14877|5765
21198|5401
5061|1310
19606|6469
24671|12054
15646|7518
11234|13254
14495|4745
19506|14825
23050|15580
24774|3513
17506|16982
6170|7577
23461|14227
10424|14967
9375|3728
7217|19001
6067|16146
8181|4529
18741|12766
16499|2233
6019|20133
25079|10977
22421|2237
16513|1073
25396|17435
21161|8503
15676|5019
11927|21272
17903|16783
8423|17202
15730|532
25429|14771
17094|18435
19917|13512
2047|22137
24666|12570
26783|700
16385|11757
16408|9847
18352|12326
15108|19440
7802|3245
13946|17558
14726|18353
7222|18622
26535|21299
22786|4742
23532|8357
5634|19354
25063|12405
12515|5266
14693|21098
12444|11161
15272|5809
22802|3404
17175|11702
7743|8139
21255|737
10496|9009
16312|17838
2225|7392
5216|21286
8185|4238
8144|7641
24369|4472
9183|19709
6517|11616
22812|2628
20223|20901
25153|4890
7809|2674
12499|6647
14421|10958
2857|20491
10117|7744
17112|16953
1399|10438
25200|1004
9614|16712
12182|207
4468|17867
3277|18414
5002|6309
4897|15024
14015|11912
1119|926
7300|12184
14700|20597
6160|8501
15572|13757
25375|19333
20409|5487
25809|16080
4855|18527
22177|22582
3780|9448
6087|14587
12427|12632
8861|13711
271|5790
11764|2136
24587|19212
15335|645
26931|21269
17100|17989
24170|20996
3848|3812
9793|1914
13903|21242
13523|20014
24263|13334
12767|17226
21051|17788
23404|19094
19216|6244
5424|4094
12170|1246
13572|15953
22806|3186
2505|16992
22233|17976
23365|22323
23403|19166
11630|13301
25128|7036
1009|10100
13655|9042
10944|4699
1120|888
2547|13513
138|16860
16828|7835
23843|15407
1043|7280
1854|5504
13633|10876
10472|11100
5053|2143
22982|21386
26224|14454
23548|7169
14474|6658
8942|7031
19225|5532
23802|18851
18438|5305
16284|20244
17620|7658
23534|8320
22795|4117
8514|9807
21560|8316
26589|16893
13613|12603
6034|19063
24244|14976
12038|12263
13358|1008
13679|7134
26767|2124
22640|17032
9971|19967
23505|10768
16033|8361
5266|17282
8045|16002
13114|21237
3275|18701
27484|8166
26286|9302
13142|18925
18231|22567
18460|3563
7767|6319
11339|4756
108|19436
13557|17266
