Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
621||h.a. kautz, m.j. kearns, b. selman.|||||||reasoning with characteristic models.|proceedings of aaai,||1993.|
622|murray hill, nj.|kautz, henry; kearns, michael; and selman,||at&t bell laboratories,|||||bart 1993. reasoning with characteristic models.|technical report,|||
623|dc (1993) 34-39.|h. kautz, m. kearns, and b. selman,|||||||reasoning with characteristic models,|proceedings aaai-93 , washington,|||
624||h. kautz, m. kearns, and b. selman.|||||pages 34-39,||reasoning with characteristic models.|in proceedings of the national conference on artificial intelligence,||1993.|
625|washington, dc, july 1993.|h. a. kautz, m. j. kearns, and b. selman.|||||pages 34-39,|aaai press.|reasoning with characteristic models.|in proceedings of the 11th national conference on artificial intelligence,|||
626||kautz, h. a., kearns, m. j., & selman.|||||129-145.||b (1995) horn approximations of empirical data.|artificial intelligence,|vol. 74,||
627||kautz, h., kearns, m., & selman, b.|||||129-145.||horn approximations of empirical data.|artificial intelligence,|74,|(1995).|
628||kautz, h., kearns, m., and selman, b.|||||129-145.||horn approximations of empirical data.|artificial intelligence,|vol. 74,|1995,|
629||kautz, h., kearns, m., and selman, b.|||||129-145.||horn approximations of empirical data.|artificial intelligence 74,||1995.|
630||kautz, h., m. kearns, and b. selman.|||||||horn approximations of empirical data.|artificial intelligence. forthcoming.||1994.|
631||kautz, h., m. kearns, and b. selman.|||||129-145.||horn approximations of empirical data.|artificial intelligence,|74|1995.|
632||kautz, h.; kearns, m.; and selman, b.|||||||horn approximations of empirical data.|artificial intelligence. forthcoming.||1994.|
633||h.a. kautz, m.j. kearns, b. selman.|||||||horn approximations of empirical data.|artificial intelligence,||1994.|
634||henry a. kautz, michael j. kearns, and bart selman.|||||129-145,||horn approximations of empirical data.|artificial intelligence,|74|1994.|
635||kautz, henry a.; kearns, michael j.; and selman, bart ppear.|||||||horn approximations of empirical data.|artificial intelligence.|||
636||henry a. kautz, michael j. kearns and bart selman,||||(to appear).|||horn approximations of empirical data,|artif. intell.|||
637||h. kautz, m. kearns, and b. selman.|||forthcoming.||||horn approximations of empirical data.|artificial intelligence,||1994.|
638||h. kautz, m. kearns and b. selman.|||||||horn approximations of empirical data,|artificial intelligence,|74 (1995), 129 - 145.||
639||h. kautz, m. kearns, and b. selman.|||||129-145,||horn approximations of empirical data.|artificial intelligence,|74|1995.|
640||h. kautz, m. kearns, and b. selman.|||||129-145,||horn approximations of empirical data.|artificial intelligence,|74|1995.|
641||henry kautz, michael kearns, and bart selman.|||||129-145,||horn approximations of empirical data.|artificial intelligence,|74|1995.|
642|new york, new york,|m. kearns, m. li, l. pitt, and l. g. valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
643|new york, new york,|m. kearns, m. li, l. pitt, and l. valiant.|||may||pages 285-295,||on the learnability of boolean formu lae.|in proceedings of the nineteenth annual acm symposium on the theory of computing,||1987.|
644|new york, new york,|m. kearns, m. li, l. pitt, and l. valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on the theory of computing,||1987.|
645||kearns, m. j., li, m., pitt, l., and valiant, l.|||||pages 285-295.||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing (stoc-87),||1987a.|
646||kearns, m., li, m., pitt, l., & valiant, l.|||||285-295).||on the learnability of boolean formulae.|proceedings of the nineteenth annual acm symposium on theory of computing (pp.||(1987).|
647|new york, ny:|kearns, m., li, m., pitt, l., & valiant, l.g.|||||(pp. 285-295).|acm press.|on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||(1987).|
648|new york city: ny:|kearns, m., li, m., pitt, l., and valiant, l.|||||285-295).|acm press.|on the learnability of boolean formula.|in proceedings of the nineteenth annual acm symposium on the theory of computing (pp.||1987.|
649|new york (1987),|m. kearns, m. li, l. pitt, and l.|||||285-295.||valiant [1987]. 'on the learnability of boolean formul,'|proceedings of the 19th annual acm symposium on theory of computing,|||
650||m. kearns, m. li, l. pitt, and l.g. valiant,|||||285-295.||on the learnability of boolean formulae.|proceedings of the 19th annual symposium on the theory of computation,||1987,|
651|new york,|michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the 19th symposium on the theory of computations,||1987.|
652||m. kearns, m. li, l. pitt, and l. valiant,|||||||on the learnability of boolean formulae.|proc. 19th acm symposium on theory of computing (1987) 285-295.|||
653||m. kearns, m. li, l. pitt, and l. valiant.|||||pages 285-295.|acm,|on the learn-ability of boolean formulae.|in proc. 19th stoc,||1987.|
654||michael kearns, ming li, lenny pitt and leslie g. valiant.|||||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the 19th annual acm symposium on theory of computing,||1987.|
655||michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
656||m. kearns, m. li, l. pitt, l.g. valiant.|||||pp. 285-295.||on the learnability of boolean formulae.|proceedings of the 19th a.c.m. symposium on the theory of computing,||1987,|
657|new york, new york,|m. kearns, m. li, l. pitt, and l. g. valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
658|new york, ny:|kearns, m., li, m., pitt, l. & valiant, l. g.|||||285-295).|acm press.|on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing (pp.||(1987).|
659||kearns, m., li, m., pitt, l., and valiant, l.,|||||pp. 285-295.||'on the learnability of boolean formulae,'|proc. of the 19th acm symp. theory of computing,||1987,|
660||m. kearns, m. li, l. pitt, and l. g. valiant.|||||||on the learnability of boolean formulae.|in proc. of the 19 th annual acm stoc,||1987.|
661||michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
662||m. j. kearns, m. li, l. pitt, and l. valiant,|||||pp. 285-295.||on the learnability of boolean formula,|in 'proceedings, 19th acm symposium on theory of computing,||1987,'|
663||m. kearns, m. li, l. pitt, and l. valiant.|||||pages 285-295.|acm press,|on the learnability of boolean formulae.|in proc. 19th acm symposium on theory of computing,||1987.|
664||m. kearns, m. li, l. pitt, and l.g. valiant.|||||pages 285295,||on the learn-ability of boolean formulae.|proceedings of the 19th annual symposium on the theory of computation,||1987.|
665||m. kearns, m. li, l. pitt, l.g. valiant.|||||pp. 285-295.||on the learnability of boolean formulae.|proceedings of the 19th a.c.m. symposium on the theory of computing,||1987,|
666|new york, new york,|michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
667|new york, ny,|m. kearns, m. li, l. pitt, and l. valiant.|||||pages 285-294.|acm press,|on the learnability of boolean formulae.|in proc. 19th annu. acm sympos. theory comput.,||1987.|
668|new york, new york,|michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
669||m. kearns, m. li, l. pitt, and l. valiant,|||||pages 285-295.|acm,|on the learnability of boolean formulae,|in proc. 19 th acm symposium on theory of computing,||1987.|
670|new york, ny,|kearns, m., m. li, l. pitt, l. valiant,|||||pp. 285-295.||'on the learnability of boolean formulae',|19th acm symposium on the theory of computing,||1987,|
671||m. kearns, m. li, l. pitt, and l. g. valiant.|||||pages 285-295,||on the learnability of boolean formulae.|in stoc-87,||1987.|
672|new york, ny,|m. kearns, m. li, l. pitt, and l. valiant.|||||pages 285-294.|acm press,|on the learnability of boolean formulae.|in proc. 19th annu. acm sympos. theory comput.,||1987.|
673||m. kearns, m. li, l. pitt, and l. valiant.|||||pp. 285-295.|acm press,|on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987,|
674||m. kearns, m. li, l. pitt, and l. valiant.|||||285-295,||on the learnability of boolean formulae.|in stoc-87, p.||1987.|
675|new york, new york,|michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the nineteenth annual acm symposium on theory of computing,||1987.|
676|new york,|michael kearns, ming li, leonard pitt, and leslie valiant.|||may||pages 285-295,||on the learnability of boolean formulae.|in proceedings of the 19th symposium on the theory of computations,||1987.|
677||m. kearns, m. li, l. pitt, l.g. valiant.|||||pp. 285-295.||on the learnability of boolean formulae.|proceedings of the 19th a.c.m. symposium on the theory of computing,||1987,|
678||kearns, m., m. li, l. pitt and l. valiant,|||||pp. 285-95,||on the learnability of boolean formula,|proceedings of the 19th annual acm symposium on theory of computing,||1987.|
679||kearns, m. j., li, m., pitt, l., and valiant, l.|||||pages 337-352.||recent results on boolean concept learning.|in proceedings of the fourth international conference on machine learning (ml-87),||1987b.|
680|irvine, ca:|kearns, m., li, m., pitt, l., & valiant, l. g.|||||337-352).|morgan kauf-mann.|recent results on boolean concept learning.|proceedings of the fourth international workshop on machine learning (pp.||(1987).|
681|irvine, ca:|kearns, m., li, m., pitt, l., & valiant, l. g.|||||337-352).|morgan kaufmann.|recent results on boolean concept learning.|proceedings of the fourth international workshop on machine learning (pp.||(1987).|
682|los altos california).|m. kearns, m. li, l. pitt, and l. valiant.|in p. langley, editor,||||pages 337-352,|(published by morgan kaufmann,|recent results on boolean concept learning.|proceedings of the fourth international workshop on machine learning,|||
683||michael kearns, ming li, leonard pitt, and leslie valiant.||university of california, irvine,|june||pages 337-352,||recent results on boolean concept learning.|in proceedings of the fourth international workshop on machine learning,||1987.|
684||m. kearns, m. li, l. pitt, l.g. valiant.|||||pp. 337-352.|morgan kaufmann publishers,|recent results on boolean concept learning.|proceedings of the 4th international workshop on machine learning,||1987,|
685||kearns, m. j. and li, m.|||||||learning in the presence of malicious errors.|in proceedings stoc-88.||(1988).|
686||kearns, m. j. and li, m.|||||pages 267-280.||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing (stoc-88),||1988.|
687|illinois,|kearns, m. and li, m.|||may||pp. 267-280.||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing (chicago,||1988),|
688||m. kearns and m.|||li||267-280.||'learning in the presence of malicious errors,'|proceedings of the 20th annual acm symposium on theory of computing, chicago (1988),||[1988].|
689||m. kearns and m. li,|||||pages 267-279.||learning in the presence of malicious errors.|proceedings of the 20th acm symposium on the theory of computation,||(1988).|
690|new york, ny,|m. kearns and m. li.|||||pages 267-280.|acm press,|learning in the presence of malicious errors.|in proc. 20th annu. acm sympos. theory comput.,||1988.|
691||m. kearns, m. li,||||stoc 1988|||learning in the presence of malicious errors,||||
692||m. kearns, m. li.|||||pp. 267-280.||learning in the presence of malicious errors.|proceedings of the 20th a.c.m. symposium on the theory of computing,||1988,|
693|chicago, illinois (1988) 267-279.|m. kearns, and m. li,|||||||learning in the presence of malicious errors,|in: proceedings of the 20th annual acm symposium on the theory of computation,|||
694|chicago, illinois,|michael kearns and ming li.|||may||||learning in the presence of malicious errors.|in proceedings of the 20 th annual acm symposium on theory of computing,||1988.|
695||michael kearns and ming li.|||may||pages 267-280,||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
696|chicago, illinois,|michael kearns and ming li.|||may||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
697||michael kearns and ming li.|||may|to appear, siam journal on computing.|pages 267-280,||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
698|chicago, illinois,|michael kearns and ming li.|||may||pages 267-280,||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
699||michael kearns and ming li.|||168||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
700||michael kearns and ming li.|||33||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
701||michael kearns and ming li.|||||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
702|chicago, illinois,|michael kearns and ming li.|||may||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
703|chicago, il,|kearns, m., m. li,|||||pp. 267-280.||'learning in the presence of malicious errors',|20th acm symposium on the theory of computing,||1988,|
704|new york, ny,|m. kearns and m. li.|||||pages 267-280.|acm press,|learning in the presence of malicious errors.|in proc. 20th annu. acm sympos. theory comput.,||1988.|
705||m. kearns and m. li.|||15||pages 267-279,||learning in the presence of malicious errors.|proceedings of the 20th acm symposium on the theory of computation,||1988.|
706|chicago, illinois,|michael kearns and ming li.|||may||||learning in the presence of malicious errors.|in proceedings of the 20 th annual acm symposium on theory of computing,||1988.|
707|chicago, illinois,|michael kearns and ming li.|||may||||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
708|chicago, illinois,|michael kearns and ming li.|||may||pages 267-280,||learning in the presence of malicious errors.|in proceedings of the twentieth annual acm symposium on theory of computing,||1988.|
709||michael kearns.|||december||||thoughts on hypothesis boosting.|(unpublished),||1988.|
710||kearns, m., l.g. valiant,||aiken computation laboratory, harvard university,|||||'learning boolean formulae or finite automata is as hard as factoring',|technical report tr-14-88,||1988.|
711|cambridge, ma,|m. kearns and l.g. valiant.||harvard university aiken computation laboratory,|||||learning boolean formulae or finite automata is as hard as factoring.|technical report tr-14-88,||1988.|
712||michael kearns and leslie g. valiant.||harvard university aiken computation laboratory,|||||learning boolean formulae or finite au tomata is as hard as factoring.|technical report tr 14-88,||1988.|
713|cambridge, ma,|m. kearns and l.g. valiant.||harvard university aiken computation laboratory,|||||learning boolean formulae or finite automata is as hard as factoring.|technical report tr-14-88,||1988.|
714|new york,|m. kearns and l. g. valiant.|||||pages 433444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21 st annual acm symposium on theory of computing,||1989.|
715||m. kearns and l. valiant.||||||stoc-89.|(1989) cryptographic limitations on learning boolean formulae and finite automata.||||
716||kearns, m. & valiant, l.||||||acm press.|cryptographic limitations on learning boolean for mulae and finite automata.|in proceedings of the 21st annual acm symposium on theory of computing.||(1989).|
717||kearns, m. j. and valiant, l. g.|||||pages 433-444.||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing (stoc-89),||1989.|
718||kearns, m. and valiant, l. g.,||||||assoc. com-put. mach.,|cryptographic limitations on learning boolean formulae and finite automata,|in proceedings of 21 st annual acm symposium on theory of computing,||1989.|
719|seattle, wa:|kearns, m., & valiant, l.|||||(pp. 433-444).|acm press.|cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty-first annual acm symposium on theory of computing,||(1989).|
720|new york.|kearns, m., & valiant, l. g.|||(may||||cryptographic limitations on learning boolean formulae and finite automata.|pages 433-444 of: proceedings of the 21 st annual acm symposium on theory of computing. acm,||1989).|
721|new york:|kearns, m., and valiant, l. g.|||||433-444.|acm.|cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21 st annual acm symposium on theory of computing,||1989.|
722||m. kearns and l. valiant.||||||stoc-89.|(1989) cryptographic limitations on learning boolean formulae and finite automata.||||
723||m. kearns and l. valiant.|||||||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21 st annual acm symposium on theory of computing,||1989.|
724||kearns, m., and valiant, l.,|||||||'cryptographic limitations on learning boolean formulae and finite automata',|in: proc. 21st ann. acm symp. on theory of computing (1989) 433-444.|||
725||m. kearns and l. valiant,|||||||cryptographic limitations on learning boolean formulae and finite automata.|proc. 21st acm symposium on theory of computing (1989) 433-444.|||
726||m. kearns, l. valiant,||||stoc 1989.|||cryptographic limitations on learning boolean formulae and finite automata,||||
727||michael kearns and leslie valiant.|||may|to appear in jacm.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
728||m. kearns and l. valiant.|||||pages 433-444.|acm.|cryptographic limitations on learning boolean formulae and finite automata.|in proc. 21st stoc,||1989.|
729||michael kearns and leslie g. valiant.|||may||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
730||michael kearns and leslie g. valiant.|||may|to appear, journal of the association for computing machinery.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
731|seattle, wa:|kearns, m. & valiant, l. g.|||||433-444).|acm press.|cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing (pp.||(1989).|
732||michael kearns and leslie g. valiant.|||may||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
733||michael kearns and leslie g. valiant.|||may|to appear, journal of the association for computing machinery.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
734||m. kearns and l. valiant.|||||pages 433444.|acm,|cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21st acm symposium on theory of computing,||1989.|
735||m. kearns and l. valiant.|||||pages 433-444.|acm press,|cryptographic limitations on learning boolean formulae and finite automata.|in proc. 21st acm symposium on theory of computing,||1989.|
736||michael kearns and leslie g. valiant.|||may|to appear, journal of the association for computing machinery.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
737||michael kearns and leslie valiant.|||may||pages 433-444,||cryptographic limitations on learning boolean for-mulae and finite automata.|in proceedings of the twenty-first annual acm symposium on theory of computing,||1989.|
738||michael kearns and leslie valiant.|||may|to appear in jacm.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
739|new york, 1989.|m. kearns and l. g. valiant.|||||pages 433-444,|acm.|cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21 st annual acm symposium on theory of computing,|||
740||m. j. kearns and l. g. valiant.||association for computing machinery,|||pages 433-444.||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
741||michael kearns and leslie g. valiant.|||may|to appear, journal of the association for computing machinery.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty first annual acm symposium on theory of computing,||1989.|
742||kearns, m., and l. valiant,|||||433-444,||'cryptographic limitations on learning boolean formulae and finite automata'.|proc. 21st stpc,||(1989).|
743||kearns, m., valiant, l.g.,|||||pp. 433-444.||cryptographic limitations on learning boolean for--mulae and finite automata,|proc. 21 st acm stoc (1989),|||
744||m. kearns and l. valiant,|||||pages 433-444.|acm,|cryptographic limitations on learning boolean formulae and finite automata,|in proc 21 st acm symposium on theory of computing,||1989.|
745||m. j. kearns and l. g. valiant.|||||pages 433-444,||cryptographic limitations on learning boolean formulae and fi nite automata.|in proceedings stoc-89,||1989.|
746||m. j. kearns and l. g. valiant.|||||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings stoc-89,||1989.|
747||m. kearns and l. g. valiant.|||||pages 433-444,||criptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21th acm symposium on theory and computing,||1989.|
748|new york,|m. kearns and l. g. valiant.|||may|acm. to appear in journal of the acm.|pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21st annual acm symposium on theory of computing,||1989.|
749||m. kearns and l. g. valiant.|||||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in acm symposium on the theory of computing,||1989.|
750||m. kearns and l. g. valiant.|||||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the 21 st annual acm symposium on theory of computing,||1989.|
751||m. kearns, l.g. valiant.|||||pp. 433-444.||cryptographic limitations on learning boolean formulae and finite automata.|34 proceedings of the 21st a.c.m. symposium on the theory of computing,||1989,|
752|seat-tle,washington,|michael kearns and leslie valient.|||may||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in proceedings of the twenty-first annual acm symposium on theory of computing,||1989.|
753|seattle, wa,|m. kearns and l. valiant.|||||pages 433-444,||cryptographic limitations on learning boolean formulae and finite automata.|in 21st acm symposium on theory of computing,||1989.|
754|santa cruz, california,|m. kearns and l. pitt.|||july||pages 57-71,||a polynomial-time algorithm for learning k-variable pattern languages from examples.|in proceedings of the second annual workshop on computational learning theory,||1989.|
755||m. kearns, l. pitt.|||||pp. 57-71. 33|morgan kaufmann publishers,|a polynomial-time algorithm for learning k-variable pattern languages from examples.|proceedings of the 1989 workshop on computational learning theory,||1989,|
756||m. kearns, l. pitt.|||||pp. 57-71.|morgan kaufmann publishers,|a polynomial-time algorithm for learning k-variable pattern languages from examples.|proceedings of the 1989 workshop on computational learning theory,||1989,|
757|cam bridge, massachusetts,|michael j. kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
758|cam-bridge, massachusetts,|michael j. kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
759||m. kearns.||||||mit press.|the computational complexity of machine learning.|||(1990).|
760|cambridge, mas-sachusetts, usa.|kearns, m. j.||||||mit press,|the computational complexity of machine learning,|||(1990).|
761|boston, ma,|michael j. kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
762||kearns, m.||||||the mit press.|the computational complexity of machine learning.|||(1990).|
763||michael kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
764||michael kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
765||michael kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
766||michael kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
767||m. kearns.||harvard university,||to be published by mit press in the acm distinguished dissertation series.|||the computational complexity of machine learning.|phd thesis,||1989.|
768||kearns, m.||||||the mit press.|the computational complexity of machine learning.|||(1990).|
769|cambridge, massachusetts,|michael j. kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
770|cambridge, ma:|kearns, m.||||||mit press.|the computational complexity of machine learning.|||(1990.)|
771|cambridge, ma,|michael j. kearns.||||||mit press,|the computational complexity of machine learning.|||1990.|
772|cambridge, ma.,|m. j. kearns.||||||the mit press,|the computational complexity of machine learning.|acm distinguished dissertation series.||1989.|
773||kearns, m.||||||the mit press.|the computational complexity of machine learning.|||(1990).|
774|cambridge, ma (1990).|m.j. kearns.||||||mit press,|the computational complexity of machine learning.||||
775||m. kearns.||harvard university,||to be published by mit press.|||the computational complexity of machine learning.|doctoral dissertation,||1989.|
776||michael kearns.||harvard university center for research in computing technology,|may||||the computational complexity of machine learning.|phd thesis,||1989.|
777|boston, ma,|michael j. kearns,||||||mit press,|the computational complexity of machine learning,|||1990.|
778||kearns m. j.:||||||mit press,|the computational complexity of machine learning,|||1989|
779||j. p. kearns and j. e. payne.|||||pages 441-445,||performance evaluation of protocols for distributed systems: an alternative to message counting.|in proceedings of the winter simulation conference,||1990.|
780||m. kearns and r. schapire.||||to appear in jcss.|382-391).||(1990) efficient distribution-free learning of probabilistic concepts.|proceedings of the 31st annual symposium on foundations of computer science (pp.|||
781||kearns, m. & schapire, r.|||||382-391).|ieee computer society press.|efficient distribution-free learning of probabilistic concepts.|proceedings of the 31st annual symposium on the foundations of computer science (pp.||(1990).|
782||kearns, m. j. & schapire, r. e.||||to appear, journal of computer and system sciences.|382-391).||efficient distribution-free learning of probabilistic concepts.|31st annual symposium on foundations of computer science (pp.||(1990).|
783||kearns, m. j. and r. e. schapire.|||||pages 382-391.|ieee.|efficient distribution-free learning of probabilistic concepts.|in proceedings of the thirty-first annual symposium on foundations of computer science,|volume i,|1990.|
784||kearns, m. j. and schapire, r. e.|||||||efficient distribution-free learning of probabilistic concepts.|in proceedings focs-90.||(1990).|
785|ca,|m. j. kearns and r. e. schapire.|||||pages 382-391.|ieee computer society press, los alamitos,|efficient distribution-free learning of probabilistic concepts.|in proc. of the 31st symposium on the foundations of comp. sci.,||1990.|
786||m. j. kearns and r. e. schapire.|||||pages 382-391,||efficient distribution-free learning of probabilistic concepts.|in 31st annual symposium on foundations of computer science,||1990.|
787|ca,|m. j. kearns and r. e. schapire.|||||pages 382-391.|ieee computer society press, los alamitos,|efficient distribution-free learning of probabilistic concepts.|in proc. of the 31st symposium on the foundations of comp. sci.,||1990.|
788||m. j. kearns and r. e. schapire,|||||382-391.||'efficient distribution-free learning of probabilistic concepts,'|proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),|||
789||michael j. kearns and robert e. schapire.|||october|to appear, journal of computer and system sciences.|pages 382-391,||efficient distribution-free learning of probabilistic concepts.|in 31st annual symposium on foundations of computer science,||1990.|
790|ca,|m. j. kearns and r. e. schapire.|||||pages 382-391.|ieee computer society press, los alamitos,|efficient distribution-free learning of probabilistic concepts.|in proc. of the 31st symposium on the foundations of comp. sci.,||1990.|
791||michael j. kearns and robert e. schapire.|||||pages 382-391,||efficient distribution-free learning of probabilistic concepts.|in 31st annual symposium on foundations of computer science,||1990.|
792||michael j. kearns and robert e. schapire.|||||pages 382-391.|ieee,|efficient distribution-free learning of probablistic concepts.|in proceedings of the thirty-first annual symposium on foundations of computer science,|volume i,|1990.|
793||m. j. kearns and r. e. schapire.|||october|to appear, journal of computer and system sciences.|pages 382-391,||efficient distribution-free learning of probabilistic concepts.|in 31st annual symposium on foundations of computer science,||1990.|
794|ca,|m. j. kearns and r. e. schapire.|||||pages 382-391.|ieee computer society press, los alamitos,|efficient distribution-free learning of probabilistic concepts.|in proc. of the 31st symposium on the foundations of comp. sci.,||1990.|
795||m. j. kearns and r. e. shapire.|||||||efficient distribution-free learning of probabilistic concepts.|in focs-90,||1990.|
796||m. kearns and r. schapire.|||||||efficient distribution-free learning of probabilistic concepts.|in ieee symposium on the foundations of computer science,||1990.|
797||m. kearns and r. shapire.|||||||efficient distribution-free learning of probabilistic concepts.|in focs-90,||1990.|
798||michael j. kearns and robert e. schapire.|||||pages 382-391.|ieee,|efficient distribution-free learning of probabilistic concepts.|in proceedings of the thirty-first annual symposium on founda--tions of computer science,||1990.|
799||michael kearns and robert e. shapire.|||october||||efficient distribution-free learning of probabilistic concepts.|in proceedings of the 31st symposium on foundation of computer science,||1990.|
800||michael kearns and robert schapire.|||october,||||efficient distribution-free learning of probabilistic concepts.|proceedings of ieee symposium on foundations of computer science,||1990.|
801||m. j. kearns and r. e. schapire,|||||382-391.||'efficient distribution-free learning of probabilistic concepts,'|proceedings of 31st annual ieee symposium on foundations of computer science (october 1990),|||
802||m. j. kearns and r. e. schapire,|||||382-391.||'efficient distribution-free learning of probabilistic concepts,'|proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),|||
803||michael j. kearns and robert e. schapire.|||||pages 382-391,||efficient distribution-free learning of probabilistic concepts.|in 31st annual symposium on foundations of computer science,||1990.|
804||kearns, m.|||||pp. 215-222.||oblivious pac learning of concepts hierarchies.|in proc. of the national conference on artificial intelligence (1992),||1992.|
805||kearns, m.|||||215-222.||oblivious pac learning of concepts hierarchies.|in proceedings of the national conference on artificial intelligence,||1992.|
806||kearns, m.|||||pages 215-222.||oblivious pac learning of concepts hierarchies.|in proceedings of the national conference on artificial intelligence,||1992.|
807|new york, ny.|kearns, m. j., r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic learning.|in proc. 5th annu. workshop on comput. learning theory,||1992.|
808|pittsburgh, pa.|kearns, m. j., schapire, r. e., & sellie, l. m.|||||(pp. 341-352),|acm press.|toward efficient agnostic learning.|in proceedings of the fifth acm workshop on computational learning theory,||(1992).|
