id,label,author,year,title,type,institution,journal,volume,pages,address,date,booktitle,publisher
401,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,,, pages 107-148. ,,,,
402,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,,, pages 107-148. ,,,,
403,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,,, pages 107-148. ,,,,
404,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,,, pages 107-148. ,,,,
405,utgoff1986mlii," P. Utgoff, ", 1986. ," ""Shift of Bias for Inductive Learning,"", ",,,," Vol. II, "," pp. 107-148, "," Los Altos, CA, ",,,
406,utgoff1986mlii," P. Utgoff, ", 1986. ," ""Shift of Bias for Inductive Learning,"", ",,,,"Vol. II, "," pp. 107-148, "," Los Altos, CA, ",,,
407,utgoff1986mlii," Utgoff, P. ", (1985). ," ""Shift of Bias For Inductive Concept Learning"", ",,,, Vol. II. ,pp.107-148. ," Los Altos, CA: ",,,
408,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,," Vol. II, ", pp. 107-148. ,,,,
409,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,," Vol. II, ", pp. 107-148. ,,,,
410,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,," volume 2, ", pages 163-190. ," Los Altos, CA. ",,,
411,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,," volume 2, ", pages 163-190. ," Los Altos, CA. ",,,
412,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,," volume 2, ", pages 163-190. ," Los Altos, CA. ",,,
413,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning.,,,, volume 2. ,," Los Altos, CA. ",,,
414,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning.,,,, volume 2. ,," Los Altos, CA. ",,,
415,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,, volume 2. ,," Los Altos, CA. ",,,
416,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning.,,,, volume 2. ,," Los Altos, CA. ",,,
417,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning.,,,, volume 2. ,," Los Altos, CA. ",,,
418,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning.,,,,volume 2. ,," Los Altos, CA: ",,,
419,utgoff1986mlii," Utgoff, P. ", 1986. , Shift of bias for inductive concept learning. ,,,,, 107-148. ," Los Altos, CA. ",,,
420,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of Bias for Inductive Concept Learning. ,,,,,,,,,
421,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,,,,," San Mateo, CA: ",,,
422,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,,,,," San Mateo, CA: ",,,
423,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,," Machine Learning, "," Vol. 2, chap. 5, ", pp. 107-148. ," San Mateo, CA: ",,,
424,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,," Machine Learning, "," Vol.2, chap. 5, ", pp. 107-148. ," San Mateo, CA: ",,,
425,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,,," Vol. II, ", pp. 107-148. ," Los Altos, CA. ",,,
426,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,,," Vol. II, ", pp. 107-148. ," Los Altos, CA. ",,,
427,utgoff1986mlii," Utgoff, P. E. ", (1986). , Shift of bias for inductive concept learning. ,,,," Vol. II, ", pp. 107-148. ," Los Altos, CA. ",,,
428,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of Bias for Inductive Concept Learning. ,,,,,,,,,
429,utgoff1986mlii," Utgoff, P. E., ", 1986. , Shift of Bias for Inductive Concept Learning. ,,,,"Volume II,",,,,,
430,utgoff1986mlii," Utgoff, P. E., ", 1986. , Shift of Bias for Inductive Concept Learning. ,,,," Volume II,",,,,,
431,utgoff1986mlii," Utgoff, P., ",," Shift of Bias for Inductive Concept Learning, ",,,," Vol. II, ",,,,,
432,utgoff1986mlii," Utgoff, P.E. ", (1986). , Shift of bias for inductive concept learning. ,,,,,,,,,
433,utgoff1986mlii," Utgoff, P.E., ", 1986. ," Shift of Bias for Inductive Learning, ",,,,"Vol. II, ",," Los Altos, CA, ",,,
434,utgoff1986mlii," Utgoff, Paul E. ", (1986). , Shift of Bias for Inductive Concept Learning. ,,,,,,,,,
435,utgoff1986mlii, P.E. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,,Volume II. ,,,,,
436,utgoff1986mlii, P.E. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,, Volume II. ,,,,,
437,utgoff1986mlii, P.E. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,,Volume II. ,,,,,
438,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of bias of induc tive concept learning. ,,,,Vol II. , 107-148. ,,,,
439,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of bias of inductive concept learning. ,,,,Vol II. , 107-148. ,,,,
440,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of bias of inductive concept learning. ,,,, Vol II. , 107-148. ,,,,
441,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of bias of inductive concept learning. ,,,, Vol II. , 107-148. ,,,,
442,utgoff1986mlii," Utgoff, P. E. ", 1986. , Shift of bias of inductive concept learning. ,,,, Vol II. , 107-148. ,,,,
443,utgoff1986mlii, P. E. Utgoff. , 1986. , Shift of bias for Inductive Concept Learning.,,,, II. ,,,,,
444,utgoff1986mlii," P. Utgoff, ", 1986) ," Shift of bias for inductive concept learning, ",,,,, 107-149. ," Palo Alto (CA), ",,,
445,utgoff1986mlii," P. Utgoff, ", 1986) ," Shift of bias for inductive concept learning,. ",,,,, 107-149. ," Palo Alto (CA), ",,,
446,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,, volume III. ,," San Mateo, CA, USA, ",,,
447,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,,Vol II ,(pp.  <pages> 107-148 , Los Altos: ,,,
448,utgoff1986mlii, P. E. Utgoff. ,, Shift of bias for inductive concept learning. ,,,, 10 ," pages 107-148, "," Los Altos, CA, ",,,
449,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,,volume 2. ,," Los Altos, CA, ",,,
450,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,," Machine Learning, "," volume 2, ", pages 163-190. ," Los Altos, CA, ",,,
451,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,," Machine Learning, "," volume 2, ", pages 163-190. ," Los Altos, CA, ",,,
452,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,," Machine Learning, "," volume 2, ", pages 163-190. ," Los Altos, CA, ",,,
453,utgoff1986mlii, P. Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,," Machine Learning, "," volume 2, ", pages 163-190. ," Los Altos, CA, ",,,
454,utgoff1986mlii," Utgoff, P. ", (1986). , Shift of bias for inductive concept learning. ,,,, Vol II, (pp.  107-148 , Los Altos: ,,,
455,utgoff1986mlii, P E Utgoff. , 1986. , Shift of bias for inductive concept learning. ,,,,,,,,,
456,utgoff1986mlii," Utgoff, Paul E. ",, Shift of bias for inductive concept learning. ,,,,"Volume II, ", pages 107-148. ," Los Altos, CA, ",,,
457,utgoff1986mlii," Utgoff, Paul E. ", 1986. , Shift of bias for inductive concept learning. ,,,," Volume II, ", pages 107-148. ," Los Altos, CA, ",,,
458,utgoff1986mlii," Utgoff, Paul E. ", 1986. , Shift of bias for inductive concept learning. ,,,,"Volume II, ", pages 107-148. ," Los Altos, CA, ",,,
459,utgoff1986mlii, P. E. ,"1986, "," Utgoff ""Shift of Bias for Inductive Concept Learning"" ",,,,,,,,,
460,utgoff1986mlii, P. E. ," 1986, "," Utgoff ""Shift of Bias for Inductive Concept Learning"" ",,,,,,,,,
461,utgoff1986mlii," Utgoff, P. E. "," 1986, ", Shift of Bias for Inductive Concept Learning. ,,,," Volume II, ", pp. 107-148. ," Los Altos, CA, ",,,
462,utgoff1986mlii, P. Utgoff. , 1986. , Shift Of Bias For Inductive Concept Learning. ,,," Machine Learning, ",, page 107. ," Los Altos, Ca, ",,,
463,utgoff1986mlii, P. Utgoff. , 1986. , Shift Of Bias For Inductive Concept Learning. ,,," Machine Learning, ",, page 107. ," Los Altos, Ca, ",,,
464,utgoff1986mlii, P. Utgoff. , 1986. , Shift Of Bias For Inductive Concept Learning. ,,," Machine Learning, ",, page 107. ," Los Altos, Ca, ",,,
465,utgoff1987," Utgoff, P. E., & Saxena, S. ", (1987). , Learning a preference predicate. ,,,,, (pp. 115-121). ," Irvine, CA: ",,,
466,utgoff1987," Utgoff, P., and Saxena, S. ", 1987. , Learning a preference predicate. ,,,,, 115-121. ,,,,
467,utgoff1987," P. Utgoff and S. Saxena, ", 1987. ," ""Learning a Preference Predicate,"" ",,,,," pp. 115-121, ",,,,
468,utgoff1987," Utgoff, P. and Saxena, S. ", (1987). , Learning a preference predicate. ,,,,, pages 115-121. ,,,,
469,utgoff1988aaai," Utgoff, P.E., and P.S. Heitman. ", 1988. , Learning and Generalizing Move Selection Preferences. ,,,,, 36-40. ," Stanford, California. ",,,
470,utgoff1988iid, Utgoff P.E. , (1988): ," ""ID5: An Incremental ID3"", ",,,,,," Ann Harbour, ",,,
471,utgoff1988iid, Utgoff P.E. , (1988): ," ""ID5: An Incremental ID3"", ",,,,,," Ann Harbour, ",,,
472,utgoff1988iid," Utgoff, P. ", (1988). , ID5R: An incremental ID3. ,,,, 27 ,  (pp. 107 - 120).," Ann Arbor, Michigan: ",,,
473,utgoff1988iid," Utgoff, P. ", (1988). , ID5R: An incremental ID3. ,,,, 28 ,,"Ann Arbor, Michigan: ",,,
474,utgoff1988iid," Utgoff, P. ", 1988. , ID5: An Incremental ID3. ,,,,, 107-120. ,,,,
475,utgoff1988iid," Utgoff, P. ", 1988. , ID5: An Incremental ID3. ,,,,, 107-120. ,,,,
476,utgoff1988iid," Utgoff, P. ", 1988. , ID5: An Incremental ID3. ,,,,, 107-120. ,,,,
477,utgoff1988iid," Utgoff, P. ", 1988. , ID5: An Incremental ID3. ,,,,, 107-120. ,,,,
478,utgoff1988iid," Utgoff, P. E. ", (1988). , An incremental ID3. ,,,,,,,,,
479,utgoff1988iid," Utgoff, P. E. ", (1988a). , ID5: An incremental ID3. ,,,,, (pp. 107-120). ," Ann Arbor, MI: ",,,
480,utgoff1988iid," Utgoff, P. E. ", (1988a). , ID5: An incremental ID3. ,,,,, (pp. 107-120). ," Ann Arbor, MI: ",,,
481,utgoff1988iid, P. Utgoff. ID5: , 1988. , An Incremental ID3. ,,,,," pages 107-120, ",,,,
482,utgoff1988iid, P. Utgoff. ID5: , 1988. , An incremental ID3. ,,,,, pages 107-120. ,,,,
483,utgoff1988iid, P. Utgoff. ID5: , 1988. , An incremental ID3. ,,,,, pages 107-120. ,,,,
484,utgoff1988iid, P. Utgoff. ID5: , 1988. , An incremental ID3. ,,,,, pages 107-120. ,,,,
485,utgoff1988iid," Utgoff, P. E. ", (1988). , Id5: an incremental id3. ,,,,, pp. 107-120. ,,,,
486,utgoff1988iid, P. E. Utgoff. Id5: , 1988. , an incremental id3. ,,,,," pages 107-120, "," Ca, ",,,
487,utgoff1988iid, Paul E. Utgoff. ID5: ,, An incremental ID3. ,,,,," pages 107-120, "," San Mateo, CA, ",June 1988. ,,
488,utgoff1988iid, P. E. Utgoff. , 1988. , An incremental ID3. ,,,,,,,,,
489,utgoff1988iid," Utgoff, P.E.; ID5: "," 1988, ", An Incremental ID3. ,," University of Michigan, ",,, pp 107-120. ,,,,
490,utgoff1988iid," P.E. Utgoff, ID5: ",, an incremental ID3. ,,,,, 107-120. ," San Mateo, CA: ",,,
491,utgoff1988pt," Utgoff, P. ", (1988). , Perceptron trees: A case study in hybrid concept representations. ,,,,, (pp. 601-606). ," Boston, MA: ",,,
492,utgoff1988pt," Utgoff, P. ", (1988). , Perceptron trees: A case study in hybrid concept representations. ,,,,, (pp. 601-606). ," Boston, MA: ",,,
493,utgoff1988pt," Utgoff, P. E. ", (1988). , Perceptron trees: A case study in hybrid concept representations. ,,,,,  (pp. 601-606). ," St. Paul, MN: ",,,
494,utgoff1988pt," Utgoff, P. E. ", (1988). , Perceptron trees: A case study in hybrid concept representations. ,,,,, (pp. 601-606). ," St. Paul, MN: ",,,
495,utgoff1988pt," Utgoff, P. E. ", (1988). , Perceptron trees: A case study in hybrid concept representations. ,,,,, pages 601-606. ,,,,
496,utgoff1988pt," Utgoff, P. E. ", (1988b). , Perceptron trees: A case study in hybrid concept representations. ,,,,, (pp. 601-606). ," St. Paul, MN: ",,,
497,utgoff1988pt," Utgoff, P. E. ", (1988b). , Perceptron trees: A case study in hybrid concept representations. ,,,,,  (pp. 601-606). ," St. Paul, MN: ",,,
498,utgoff1988pt," Utgoff, P. E. ", 1988. , Perceptron Trees: A Case Study in Hybrid Concept Representation. ,,,,, 601-6. ," San Mateo, CA: ",,,
499,utgoff1988pt," Utgoff, P. E. ", 1988. , Perceptron trees: a case study in hybrid concept representation. ,,,,, 601-606. ,,,,
500,utgoff1988pt, Paul. E. Utgoff. , 1990. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1(4), ",,,,,
501,utgoff1988pt," Utgoff, P. E. ", 1988. , Perceptron Trees: A Case Study in Hybrid Concept Representation. ,,,,, 601-6. ," San Mateo, CA: ",,,
502,utgoff1988pt, Paul E. Utgoff. , 1988. , Perceptron trees: a case study in hybrid concept representation. ,,,,, pages 601-606. ,,,,
503,utgoff1988pt, Paul E. Utgoff. , 1988. , Perceptron trees: a case study in hybrid concept representation. ,,,,, pages 601-606. ,,,,
504,utgoff1989, P.E. Utgoff. ,1989., Incremental induction of decision trees. ,,," Machine Learning, ", (4),":161-186, ",,,,
505,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4,":161 - 186, ",,,,
506,utgoff1989, P. Utgoff , (1989),. Incremental induction of decision trees. ,,, Machine Learning. ," Vol.4, ", 161-186. ,,,,
507,utgoff1989, Utgoff P. E. , (1989).," Incremental Induction of Decision Trees, ",,," Machine Learning, ", 4 , 161-186. ,,,,
508,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, ", 4(2) , 161-186. ,,,,
509,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
510,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
511,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
512,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
513,utgoff1989," Utgoff, P. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
514,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4 , ",161-186. ,,,,
515,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4 ,", 161-186. ,,,,
516,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4 ,", 161-186. ,,,,
517,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
518,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
519,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
520,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
521,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
522,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
523,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
524,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees.,,," Machine Learning,"," 4,", 161-186. ,,,,
525,utgoff1989," Utgoff, P. E. ", (1989). , Incremental induction of decision trees.,,," Machine Learning,"," 4,", 161-186. ,,,,
526,utgoff1989," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representa tions. ,,," Connection Science, "," 1, ", 377-391. ,,,,
527,utgoff1989," Utgoff, P. E. ", (1989a). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
528,utgoff1989," Utgoff, P. E. ", (1989a). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
529,utgoff1989," Utgoff, P. E. ", (1989b). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
530,utgoff1989," Utgoff, P. E. ", (1989b). , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
531,utgoff1989," Utgoff, P. E. ", 1989. , Incremental induction of decision trees. ,,,, 4 , 161-186. ,,,,
532,utgoff1989," Utgoff, P. E. ", 1989. , Incremental induction of decision trees. ,,,, 4 , 161-186. ,,,,
533,utgoff1989," Utgoff, P. E. ", 1989. , Incremental induction of decision trees. ,,,,4(2) , 161-186. ,,,,
534,utgoff1989," Utgoff, P., ", 1989. , Incremental Induction of Decision Trees. ,,,,, 161-186. ,,,,
535,utgoff1989," Utgoff, P.E. ",, (1989) Incremental induction of decision trees. ,,,,"4(2), ", pp. 161-186. ,,,,
536,utgoff1989," Utgoff, P.E. ", (1989), Incremental induction of decision trees. ,,, Machine Learning, 4: , 161-186. ,,,,
537,utgoff1989," Utgoff, P.E. ", (1989). ," Incremental Decision Tress. Machine Learning, "," vol.4, ", pp.161-186. ,,,,,,,
538,utgoff1989," Utgoff, P.E. ", 1989. , Incremental induction of decision trees. ,,, Machine Learning ,4(2) , 161-186. ,,,,
539,utgoff1989, P. E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1 ," 377-391, ",,,,
540,utgoff1989, P. E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1 ," 377-391, ",,,,
541,utgoff1989, P. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4(2) ," 161-186, ",,,,
542,utgoff1989, P. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4(2) ," 161-186, ",,,,
543,utgoff1989, P.E. Utgoff. ,, Incremental induction of decision trees. ,,," Machine Learning, ",(4):,"161-186, ",,1989. ,,
544,utgoff1989, P.E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4(2) ," 161-186, ",,,,
545,utgoff1989," Utgoff, P. ", 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
546,utgoff1989," Utgoff, P. ", 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
547,utgoff1989," Utgoff, P. ", 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
548,utgoff1989, P. E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, "," 4, ",,,,,
549,utgoff1989, P.E. Utgoff. ,, Incremental induction of decision trees. ,,," Machine Learning, ", (4):,161-186,, 1989. ,,
550,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
551,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
552,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
553,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
554,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
555,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
556,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
557,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
558,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
559,utgoff1989, Paul E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
560,utgoff1989, P. E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
561,utgoff1989, P. E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
562,utgoff1989, P.E. Utgoff. , 1989. , Incremental induction of decision trees. ,,," Machine Learning, ", 4 ," 161-186, ",,,,
563,utgoff1989, Utgoff P.E.: , 1989 ," Incremental Learning of Decision trees., ",,, Machine Learning ,4 ," 161-186, ",,,,
564,utgoff1989," P.E. Utgoff, ",, Incremental induction of decision trees. ,,," Machine Learning, "," 4, ", 161-186. ,,,,
565,utgoff1989mlw, P. E. Utgoff. , 1989. , Improved training via incremental learning. ,,,,," pages 362-365, ",,,,
566,utgoff1989mlw, P. E. Utgoff. , 1989. , Improved training via incremental learning. ,,,,," pages 362-365, ",,,,
567,utgoff1989mlw," P. E. Utgoff, ", 1989 ," Improved Training via Incremental Learning, ",,,,, pgs. 62 - 65. ,,,,
568,utgoff1989mlw," Utgoff, P. E. ", (1989a). , Improved training via incremental learning. ,,,,,(pp.  362-365," Ithaca, NY: ",,,
569,utgoff1989mlw," Utgoff, P. E. ", (1989a). , Improved training via incremental learning. ,,,,,(pp.  362-365," Ithaca, NY: ",,,
570,utgoff1989mlw," Utgoff, P. E. ", (1989a). , Improved training via incremental learning. ,,,,,," Ithaca, NY: ",,,
571,utgoff1989mlw," Utgoff, P. E. ", (1989a). , Improved training via incremental learning. ,,,,,," Ithaca, NY: ",,,
572,utgoff1989mlw," Utgoff, Paul E. ", (1989). ," Improved Training via Incremental Learning, ",,,,, 62-65. ,,,,
573,utgoff1989mlw," Utgoff, Paul E. ", (1989). ," Improved Training via Incremental Learning, ",,,,, 62-65. ,,,,
574,utgoff1989mlw, Paul E. Utgoff. , 1989. , Improved training via incremental learning. ,,,,," pages 362-365, ",,,,
575,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representa-tions. ,,," Connection Science, "," 1, ", 377-391. ,,,,
576,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
577,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
578,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
579,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
580,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
581,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
582,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1 (4), ", 377-391. ,,,,
583,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1, ", 377-391. ,,,,
584,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1, ", 377-391. ,,,,
585,utgoff1989pt," Utgoff, P. E. ", (1989). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1, ", 377-391. ,,,,
586,utgoff1989pt," Utgoff, P. E. ", (1989b). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1, ", 377-391. ,,,,
587,utgoff1989pt," Utgoff, P. E. ", (1989b). , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, "," 1, ", 377-391. ,,,,
588,utgoff1989pt," Utgoff, P.E. "," (1989), "," Perceptron Trees: A case study in hybrid concept representations, ",,," Connection Science, "," 1, ", pp. 337-391. ,,,,
589,utgoff1989pt," Utgoff, P.E. "," (1989), "," Perceptron Trees: A case study in hybrid concept representations, ",,," Connection Science, "," 1, ", pp. 337-391. ,,,,
590,utgoff1989pt," Utgoff, P., E., ", (1989), Perceptron Trees: A case study in Hybrid Concept Representations. ,,," Connection Science, ", Volume 1. ,,,,,
591,utgoff1989pt," Utgoff, P., E., ", (1989), Perceptron Trees: A case study in Hybrid Concept Representations. ,,," Connection Science, ", Volume 1. ,,,,,
592,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
593,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
594,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
595,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
596,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
597,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
598,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
599,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
600,utgoff1989pt, Paul E. Utgoff. , 1989. , Perceptron trees: A case study in hybrid concept representations. ,,," Connection Science, ", 1(4) ," 377-391, ",,,,
