id|http://www.okkam.org/ontology_restaurant2.owl#name|http://www.okkam.org/ontology_restaurant2.owl#phone_number|http://www.okkam.org/ontology_restaurant2.owl#street
1080|american||
1081|||3110 main st.
1082|restaurant horikawa|213/680-9355|
1083|italian||
1084|la grotta|404-231-1368|
1085|californian||
1086|sfuzzi|212/873-3700|
1087|||837 second ave.
1088|||1397 n. highland ave.
1089|stick to your ribs|718-937-3030|
1090|and 212/614-9345 asian||
1091|caribbean||
1092|||322 e. 14 st.  between 1st and 2nd aves.
1093|9 jones street|212/989-1220|
1094|steakhouses||
1095|campton place|415-955-5555|
1096|||80 montague st.
1097|||7 claude ln.
1098|zarela|212-644-6740|
1099|||228 8th ave.  between 21st and 22nd sts.
1100|la grotta at ravinia dunwoody rd.|770/395-9925|
1101|american||
1102|barbetta|212/246-9171|
1103|american (new)||
1104|||1521 hyde st.
1105|coffee shops/diners||
1106|l'osteria del forno|415/982-1124|
1107|indian||
1108|nicky blair's|702-792-9900|
1109|||3209 maple dr.
1110|sa tsu ki|404/325-5285|
1111|||4427 roswell rd.
1112|cafe bianco|212/988-2655|
1113|indian||
1114|||470 green st.
1115|mexican||
1116|||522 columbus ave.  between 85th and 86th sts.
1117|french roast cafe|212/799-1533|
1118|binion's coffee shop|702/382-1600|
1119|||3330 piedmont rd.
1120|cafe flore|415-621-8579|
1121|french||
1122|pizza||
1123|||15 fulton st.
1124|french||
1125|home|212/243-9579|
1126|american||
1127|||522 jones st.
1128|la mediterranee|415-431-7210|
1129|||492 broome st.  near w. broadway
1130|french||
1131|judson grill|212/582-5252|
1132|||4017 s. sepulveda blvd.
1133|italian||
1134|la serenata de garibaldi|213-265-2887|
1135|ti couz|415-252-7373|
1136|le madri|212/727-8022|
1137|||22nd street grill 25 22nd
1138|italian||
1139|southwestern||
1140|original pantry bakery|213-627-6879|
1141|||24 e. 81st st.
1142|popover cafe|212/595-8555|
1143|rubicon|415/434-4100|
1144|french (new)||
1145|||923 e. third st.
1146|pacific new wave||
1147|delectables|404-681-2909|
1148|sweet lady jane|213-653-7145|
1149|||37a union sq. w  between 16th and 17th sts.
1150|sant ambroeus|212/570-2211|
1151|nuova cucina italian||
1152|american||
1153|||1930 north hillhurst ave.
1154|veni vidi vici|404-875-8424|
1155|||58 w. 65th st.
1156|tang pavillion|212/956-6888|
1157|||5-16 51st ave.
1158|||293-b peachtree rd.
1159|veselka|212-228-9682|
1160|italian||
1161|||106 w. houston st.  off thompson st.
1162|anche vivolo|212/308-0112|
1163|californian||
1164|||1001 n. alameda st.
1165|||3127 fillmore st.
1166|veniero's pasticceria|212/674-7264|
1167|masa's|415-989-7154|
1168|||953 second ave.
1169|mexican||
1170|mayflower cuisinier|702-870-8432|
1171|||holiday inn/crowne plaza at ravinia  dunwoody
1172|tex-mex||
1173|southern||
1174|palisades|404/350-6755|
1175|brothers bar-b-q|212/727-2775|
1176|||25 w. 40th st.  between 5th and 6th aves.
1177|french||
1178|||519 columbus ave.
1179|ca'del sol|818/985-4669|
1180|||3925 paradise rd.
1181|chinese||
1182|alon's at the terrace|404-724-0444|
1183|||3043 buford hwy.
1184|antonio's|702/252-7737|
1185|american||
1186|steak houses||
1187|||2340 broadway at 85th st.
1188|deacon burton's soulfood restaurant|404-523-1929|
1189|||128 fremont st.
1190|center stage plaza hotel|702/386-2512|
1191|||2298 market st.
1192|emerald garden restaurant|415-673-1155|
1193|american||
1194|||20 cornelia st.  between bleecker and w. 4th st.
1195|italian||
1196|citrus|213-857-0034|
1197|ipanema|212/730-5848|
1198|art's deli|818-762-1221|
1199|the bacchanal|702/731-7525|
1200|||288 noe st.
1201|sally's cafe & bakery|415-626-6006|
1202|seafood||
1203|||152 w. 52nd st.
1204|italian||
1205|layla|212/431-0700|
1206|||1842 e. first
1207|||3108 16th st.
1208|caffe reggio|212/475-9557|
1209|palio d'asti|415/395-9800|
1210|||168 w. 18th st.
1211|french||
1212|mad fish|212/787-0202|
1213|||875 s. figueroa st. downtown
1214|mediterranean||
1215|ruby's (la)|818-796-7829|
1216|||551 amsterdam ave.  between 86th and 87th sts.
1217|||558 sacramento st.
1218|stoyanof's cafe|415/664-3664|
1219|seafood||
1220|||8360 melrose ave.
1221|american||
1222|||1000 madison ave.  between 77th and 78th sts.
1223|spring street natural restaurant & bar|212/966-0290|
1224|yaya cuisine|415/566-6966|
1225|french (classic)||
1226|barbecue||
1227|californian||
1228|||8284 melrose ave.
1229|||5937 geary blvd.
1230|||65 w. 55th st.
1231|american||
1232|tribeca grill|212/941-3900|
1233|fringale|415-543-0573|
1234|||144 second ave.
1235|cafe lalo|212-496-6031|
1236|continental||
1237|||23 e. 22nd st.
1238|health food||
1239|||34 e. 61st st.
1240|zen palate|212/614-9291|
1241|||342 e. 11th st.  near 1st ave.
1242|asian||
1243|beaurivage|310/456-5733|
1244|||4th st.
1245|||4750 w. sahara ave.
1246|greek||
1247|steakhouse  the|702-382-1600|
1248|||1829 peachtree rd.
1249|la caravelle|212-586-4252|
1250|american||
1251|||160 e. 64th st.
1252|||659 peachtree st.
1253|||2628 wilshire blvd.
1254|dining room|310/275-5200|
1255|pizza||
1256|canoe|770-432-2663|
1257|||3700 w. flamingo
1258|bugsy's diner|702/733-3111|
1259|asian||
1260|darbar|212-432-7227|
1261|italian||
1262|||1029 edgewood ave. se
1263|indian||
1264|indian delights|100-813-8212|
1265|||1 main st.
1266|margarita's mexican cantina|702/794-8200|
1267|||1550 california st.
1268|american||
1269|american||
1270|||13 w. 46th st.
1271|french||
1272|||3570 las vegas blvd. s
1273|bistro roti|415/495-6500|
1274|||300 de haro st.
1275|cafe centro|212/818-1222|
1276|vicolo pizzeria|415-863-2382|
1277|asian||
1278|||211 w. broadway at franklin st.
1279|asian||
1280|le select|212/875-1993|
1281|||119 macdougal st.  between 3rd and bleecker sts.
1282|thai||
1283|chez jacqueline|212/505-0727|
1284|||640 sacramento st.
1285|asian||
1286|scala's bistro|415/395-8555|
1287|||2182 broadway  between 77th and 78th sts.
1288|american||
1289|||45 s. fair oaks ave.
1290|californian||
1291|||23725 w. malibu rd.
1292|vegetarian||
1293|||1240 9th ave.
1294|vivande porta via|415/346-4430|
1295|chinese||
1296|italian||
1297|chinese||
1298|||62 spring st. at lafayette st.
1299|american||
1300|||1220 9th ave.
1301|valentino|310-829-4313|
1302|american (new)||
1303|belvedere  the|310-788-2306|
1304|american||
1305|||8795 sunset blvd.
1306|||375 greenwich st.  near franklin st.
1307|asian||
1308|vince & eddie's|212/721-0068|
1309|||532 columbus ave.
1310|four seasons|212-754-9494|
1311|mexican||
1312|hamburgers||
1313|||243 e. 58th st.
1314|||128 e. fremont st.
1315|||34 union sq. e at 16th st.
1316|asian||
1317|||656 n. virgil ave.
1318|bertolini's|404/233-2333|
1319|canter's|213/651-2030.|
1320|ukrainian||
1321|mesa grill|212-807-7400|
1322|american||
1323|||405 e. 58th st.
1324|benny's burritos|212-254-2054|
1325|||4199 paces ferry rd.
1326|italian||
1327|||8600 beverly blvd.
1328|horseradish grill|404/255-7277|
1329|gilliland's|310/392-3901|
1330|seafood||
1331|frijoleros|404-892-8226|
1332|||3555 las vegas blvd. s
1333|french||
1334|||44 w. 56th st.
1335|joe's shanghai|718-539-3838|
1336|||11 e. 53rd st.
1337|morton's|310/276-5205|
1338|||3675 satellite blvd.
1339|chinese||
1340|||3120 las vegas blvd. s
1341|yolie's|702/794-0700|
1342|american||
1343|asian||
1344|seafood||
1345|||155 steuart st.
1346|caribbean||
1347|||201 ivy st.
1348|carta|415/863-3516|
1349|||200 park ave.  between 45th st. and vanderbilt ave.
1350|coffeehouses||
1351|caffe bondi ristorante|212/691-8136|
1352|asian||
1353|||507 columbus ave.  between 84th and 85th sts.
1354|italian||
1355|southern||
1356|||72 macdougal st.  between w. houston and bleecker sts.
1357|hayes street grill|415/863-5545|
1358|||14016 ventura blvd.
1359|coffee shops||
1360|da nico|212/343-1212|
1361|||432 powell st.
1362|american||
1363|american||
1364|ferrier|212/772-9000|
1365|||2125 fillmore st.
1366|french (new)||
1367|zuni cafe & grill|415/552-2522|
1368|italian||
1369|coffee shops||
1370|rex il ristorante|213-627-2300|
1371|hamburgers||
1372|||9882 little santa monica blvd.
1373|asian||
1374|cafe '50s|310-399-1955|
1375|french (new)||
1376|desserts||
1377|||70 w. 68th st.
1378|middle eastern||
1379|aleck's barbecue heaven|404/525-2062|
1380|american (new)||
1381|les celebrites|212-484-5113|
1382|jiraffe|310-917-6671|
1383|matthew's|212/838-4343|
1384|mexican||
1385|||155 w. 51st st.
1386|||3500 peachtree rd.  phipps plaza
1387|italian||
1388|||8800 melrose ave.
1389|dante's down the hatch  buckhead|404/266-1600|
1390|drai's|310/358-8585|
1391|rainbow room|212-632-5000|
1392|french bistro||
1393|otabe|212/223-7575|
1394|||93 ave. a
1395|||95 ave. a
1396|elias corner|718-932-1510|
1397|||4320 powers ferry rd.
1398|american||
1399|||8720 sunset blvd.
1400|joss|310/276-1886|
1401|||1031 peachtree st. ne
1402|steakhouses||
1403|coyote cafe (las vegas)|702-891-7349|
1404|american||
1405|||9 pell st.
1406|||3200 las vegas blvd. s.
1407|lombardi's|212-941-7994|
1408|posto|818/784-4400|
1409|japanese||
1410|||252 n. beverly dr.
1411|japanese||
1412|||3900 paradise rd.
1413|asian||
1414|buca giovanni|415/776-7766|
1415|italian||
1416|rose of india|212-533-5011|
1417|trader vic's|310/276-6345|
1418|steakhouses||
1419|||1772 market st.
1420|barbecue||
1421|grand cafe hotel monaco|415/292-0101|
1422|||7 w. 20th st.
1423|cite|212/956-7100|
1424|||320 hayes st.
1425|italian||
1426|kabuto sushi|415/752-5652|
1427|||164 mulberry st.  between grand and broome sts.
1428|hamburgers||
1429|empire korea|212/725-1333|
1430|american||
1431|my thai|404-636-4280|
1432|matsuhisa|310-659-9639|
1433|north india|415/931-1556|
1434|||29 e. 65th st.
1435|mexican||
1436|flowers|212/691-8888|
1437|||1658 market st.
1438|bistro 45|818-795-2478|
1439|american||
1440|californian||
1441|veggieland|404-231-3111|
1442|thai||
1443|grand ticino|212/777-5922|
1444|||838 lincoln blvd.
1445|american (new)||
1446|feast from the east|310-475-0400|
1447|french||
1448|manhattan cafe|212/888-6556|
1449|seafood||
1450|||783 martin luther king jr. dr.
1451|or 415/982-3811 asian||
1452|||502 santa monica blvd
1453|oceana|212-759-5941|
1454|kokomo cafe|213-933-0773|
1455|greek||
1456|||1030 3rd ave. at 61st st.
1457|new york noodletown|212/349-0923|
1458|japanese||
1459|||3380 peachtree rd.
1460|italian||
1461|||10668 w. pico blvd.
1462|tavern on the green|212-873-3200|
1463|french bistro||
1464|mo better meatty meat|213-935-5280|
1465|||68 e. 56th st.
1466|penang soho|212/274-8883|
1467|||24-02 31st st.
1468|kiev|212-674-4040|
1469|||797 third ave.
1470|coffee bar||
1471|ocean avenue|310/394-5669|
1472|||6th st.
1473|californian||
1474|bone's restaurant|404-237-2663|
1475|s.p.q.r|212/925-3120|
1476|latin american||
1477|||32 spring st.
1478|||3125 piedmont rd.
1479|oyster bar|212-490-6650|
1480|american||
1481|californian||
1482|swingers|213/653-5858|
1483|||430 n. camden dr.
1484|asian||
1485|||800 greenwich st.
1486|ritz-carlton cafe (buckhead)|404-237-2700|
1487|||308 e. sixth st.
1488|||1232 w. paces ferry rd.
1489|szechuan kitchen|212-249-4615|
1490|dive american||
1491|alamo|212/ 759-0590|
1492|||1 united nations plaza at 44th st.
1493|continental||
1494|||501 geary st.
1495|continental||
1496|hong kong villa|415/752-8833|
1497|||120 w. 51st st.
1498|emeril's new orleans fish house|702-891-7374|
1499|mambo restaurante cubano|404/874-2626|
1500|chinese||
1501|kalo's coffee house|404-325-3733|
1502|||5116 geary blvd.
1503|buffets||
1504|manora|415/861-6224|
1505|||6 e. 32nd st.
1506|fiorello's roman cafe|212/595-5330|
1507|coffee bar||
1508|stringer's fish camp and oyster bar|770/458-7145|
1509|||1248 clairmont rd.
1510|silver skillet  the|404-874-1388|
1511|||3131 webster st.
1512|coffee shops/diners||
1513|||21 west 17th st.  between 5th and 6th aves.
1514|mexican||
1515|gallagher's|212/245-5336|
1516|||45 s. mentor ave.
1517|italian||
1518|||220 sandy springs circle
1519|doidge's|415-921-2149|
1520|||228 thompson st.  between w. 3rd and bleecker sts.
1521|french||
1522|il nido|212/753-8450|
1523|||1949 westwood blvd.
1524|french||
1525|john o'groats|310-204-0692|
1526|||1161 1st ave.  between 63rd and 64th sts.
1527|or 212/941-0772 american||
1528|mel's drive-in|415-387-2244|
1529|hot dogs||
1530|||6333 w. third st.
1531|american||
1532|steakhouses||
1533|mani's bakery & espresso bar|213-938-8800|
1534|||28 1/2 bowery at bayard st.
1535|pamir|212/644-9258|
1536|italian||
1537|italian||
1538|||7261 melrose ave.
1539|asian||
1540|poquito mas|818-563-2252|
1541|second street grill|702-385-6277|
1542|||109 spring st.  between greene and mercer sts.
1543|remi|212/581-4242|
1544|||117 second ave.
1545|||3570 las vegas blvd. s.
1546|italian||
1547|||1514 n. gower st.
1548|french (new)||
1549|indigo coastal grill|404-876-0676|
1550|american (new)||
1551|||133 mulberry st.  between hester and grand sts.
1552|seventh regiment mess and bar|212/744-4107|
1553|||lower level
1554|||595 piedmont ave.
1555|sparks steak house|212-687-4855|
1556|mediterranean||
1557|mediterranean||
1558|20 mott|212/964-0380|
1559|||700 5th ave. at 55th st.
1560|californian||
1561|cafe claude|415-392-3505|
1562|||1460 first ave.
1563|||1 mission st.
1564|yama|212-475-0969|
1565|||123 w. 52nd st.
1566|mediterranean||
1567|kamogawa|404/841-0314|
1568|american||
1569|bar anise|212/355-1112|
1570|health food||
1571|||2332 clement st.
1572|american||
1573|||3799 las vegas blvd. s.
1574|seafood||
1575|morton's of chicago (las vegas)|702-893-0703|
1576|||1402 n. highland ave.
1577|rib ranch|404/233-7644|
1578|american||
1579|||1248 clairmont rd.
1580|ct|212/995-8500|
1581|chinese||
1582|||3226 mission st.
1583|asian||
1584|||1900 broadway  between 63rd and 64th sts.
1585|||3384 shallowford rd.  chamblee
1586|bertolini's|702/735-4663|
1587|||200 14th st. nw
1588|bill's place|415-221-5262|
1589|asian||
1590|vietnamese||
1591|||228 w. 52nd st.
1592|french||
1593|hi-life restaurant and lounge|212/249-3600|
1594|french||
1595|||2217 union st.
1596|la cumbre|415-863-8205|
1597|greek and middle eastern||
1598|||251 e. 53rd st.
1599|asian||
1600|joe allen|212/581-6464|
1601|||10516 w. pico blvd.
1602|asian||
1603|||3355 geary st.
1604|thep phanom|415-431-2526|
1605|seafood||
1606|le jardin|212/343-9599|
1607|||519 s. fairfax ave.
1608|mediterranean||
1609|cafeterias||
1610|ocean star|818-308-2128|
1611|||1065 1st ave.  at 58th st.
1612|r&g lounge|415/982-7877|
1613|||2635 w. olive ave.
1614|mexican||
1615|italian||
1616|sushi nozawa|818-508-7017|
1617|||145 w. 53rd st.
1618|san pietro|212/753-9015|
1619|french bistro||
1620|latin american||
1621|russian||
1622|toulouse|404-351-9533|
1623|||643 park ave. at 66th st.
1624|t salon|212/925-3700|
1625|||210 e. 46th st.
1626|||181 peachtree st.
1627|continental||
1628|||206 206 e. 60th st.
1629|american place|212/684-2122|
1630|continental||
1631|||5955 melrose ave.
1632|||1737 post st.
1633|asian||
1634|two two two|212/799-0400|
1635|lulu restaurant-bis-cafe|415-495-5775|
1636|||122 e. 17th st.
1637|american (new)||
1638|madame ching's|702-894-7111|
1639|||3300 peachtree rd.  grand hyatt
1640|barbecue||
1641|bouterin|212/758-0323|
1642|eclectic||
1643|||240 e. 58th st.
1644|asian||
1645|||854 seventh ave.
1646|ca'brea|213/938-2863|
1647|||3200 las vegas blvd. s.
1648|indian||
1649|103 west|404-233-5993|
1650|||25 irby ave.
1651|tomtom|404/264-1163|
1652|italian||
1653|mexican||
1654|thai||
1655|chopstix|404-255-4868|
1656|||3570 las vegas blvd. s
1657|carnival world|702/252-7777|
1658|||2315 clement st.
1659|italian||
1660|||1340 1st ave. at 72nd st.
1661|coffee bar||
1662|chinois on main|310-392-9025|
1663|internet cafe|212/ 614-0747|
1664|ralph's diner|702/732-6330|
1665|||515 valencia st.
1666|roosevelt tamale parlor|415-550-9213|
1667|american||
1668|||326 w. 46th st.
1669|coffee bar||
1670|lattanzi ristorante|212/315-0980|
1671|||400 waller st.
1672|caffe lure|212/473-2642|
1673|pacific pan pacific hotel|415/929-2087|
1674|||25 cleveland pl.  near spring st.
1675|french||
1676|lucky strike|212/941-0479|
1677|||145 n. atlantic blvd.
1678|mexican/latin american/spanish||
1679|rubin's red hots|818-905-6515|
1680|steakhouses||
1681|||631 b kearny st.
1682|italian||
1683|stars cafe|415/861-4344|
1684|||11288 ventura blvd.
1685|italian||
1686|||18 e. 54th st.
1687|sofia fabulous pizza|212/734-2676|
1688|yank sing|415/541-4949|
1689|coffeehouses||
1690|coffee shops||
1691|||903 n. la cienega blvd.
1692|||143 mercer st. at prince st.
1693|american||
1694|||22 hawthorne st.
1695|triangolo|212/472-4488|
1696|fleur de lys|415-673-7779|
1697|french (classic)||
1698|aureole|212-319-1660|
1699|southern||
1700|||13 1st ave.  near 1st st.
1701|||13 w. 54th st.
1702|xunta|212/614-0620|
1703|||222 w. 79th st.
1704|italian||
1705|barney greengrass|310/777-5877|
1706|||3300 las vegas blvd. s.
1707|||176 n. canon dr.
1708|diners||
1709|spago (las vegas)|702-369-6300|
1710|jo jo|212-223-5656|
1711|cajun||
1712|||402 w. 44th st.
1713|||103 w. paces ferry rd.
1714|cassis|404/365-8100|
1715|clearwater cafe|818/356-0959|
1716|||10250 santa monica blvd.
1717|thai||
1718|cafe sunflower|404-256-1675|
1719|||3393 peachtree rd.
1720|broiler|702/432-7777|
1721|italian||
1722|cucina di pesce|212-260-6800|
1723|||4279 roswell rd.
1724|il fornaio cucina italiana|310/550-8330|
1725|arnie morton's of chicago|310-246-1501|
1726|steakhouses||
1727|house of chan|770-955-9444|
1728|||3700 w. flamingo rd.
1729|mandarin court|702/737-1234|
1730|american||
1731|asian||
1732|||82 e. 3rd st.  between 1st and 2nd aves.
1733|||3000 las vegas blvd. s
1734|betelnut|415/929-8855|
1735|||2817 24th st.
1736|cafe pierre|212/940-8185|
1737|tu lan|415-626-0927|
1738|old san francisco||
1739|||361 w. 46th st.
1740|american||
1741|le perigord|212/755-6244|
1742|faz|415/362-0404|
1743|||169 sullivan st.  between houston and bleecker sts.
1744|steakhouses||
1745|cendrillon asian grill & marimba bar|212/343-9012|
1746|||500 post st.
1747|mediterranean||
1748|sanppo|415/346-3486|
1749|||59 grand st.  between wooster st. and w. broadway
1750|coffee bar||
1751|||15322 ventura blvd.
1752|||8358 sunset blvd.
1753|american (new)||
1754|docks|212/ 986-8080|
1755|||500 van ness ave.
1756|vertigo|415/433-7250|
1757|italian||
1758|asian||
1759|middle eastern||
1760|||1022 madison ave.  near 79th st.
1761|||427 battery st.
1762|american (new)||
1763|baja fresh|805-498-4049|
1764|spago (los angeles)|310-652-4025|
1765|seafood||
1766|||345 e. 83rd st.
1767|asian||
1768|victor's cafe|212/586-7714|
1769|||600 stockton st.
1770|southwestern||
1771|diaghilev|310-854-1111|
1772|felidia|212-758-1479|
1773|noodle shops||
1774|||210 e. 58th st.
1775|||3500 las vegas blvd. s.
1776|||174 1st ave.  between 10th and 11th sts.
1777|american||
1778|beesley's of buckhead|404/264-1334|
1779|california pizza kitchen|310/275-1101|
1780|||3rd st.
1781|march|212-754-6272|
1782|montien|212/421-4433|
1783|asian||
1784|||57 w. 58th st.
1785|arcadia|212-223-2900|
1786|||5975 roswell rd.
1787|||3300 peachtree rd.  grand hyatt
1788|american||
1789|el cholo|213/734-2773|
1790|holt bros. bar-b-q|770/242-3984|
1791|||4 fish 17300 pacific coast hwy. at sunset blvd.
1792|continental||
1793|flying biscuit  the|404-687-8888|
1794|||4111 boulder hwy.
1795|seryna|212-980-9393|
1796|american||
1797|||87 e. fourth st.
1798|||156 second ave.
1799|jackson diner|718-672-1232|
1800|||414 n. beverly dr.
1801|mon kee seafood restaurant|213/628-6717|
1802|||2469 cobb pkwy.
1803|chinese||
1804|||1510 e. flamingo rd.
1805|viva mercado's|702/871-8826|
1806|italian||
1807|monsoon (ny)|212-580-8686|
1808|asian||
1809|seafood||
1810|||2030 union st.
1811|continental||
1812|||8 sixth st.
1813|capp's corner|415/989-2589|
1814|||2 e. 61st st.
1815|coffee bar||
1816|caffe vivaldi|212/691-7538|
1817|american||
1818|||405 e. 52nd st.
1819|american||
1820|||161 sutter st.
1821|french||
1822|||45 mercer st.  between broome and grand sts.
1823|harry denton's|415/882-1333|
1824|||701 stone canyon rd.
1825|mediterranean||
1826|cupcake cafe|212/465-1530|
1827|||1702 post st.
1828|mexican||
1829|||633 3rd ave. at 40th st.
1830|caribbean||
1831|felix|212/431-0021|
1832|||600 montgomery st.
1833|zarzuela|415/346-0800|
1834|italian||
1835|palm  the (atlanta)|404-814-1955|
1836|american (new)||
1837|pinot bistro|818-990-0500|
1838|thai||
1839|||3345 kimber dr.
1840|bruno's|310-397-5703|
1841|french (classic)||
1842|french||
1843|californian||
1844|american||
1845|||52 236 w. 52nd st.
1846|italian||
1847|||1020 n. san vicente blvd.
1848|american (new)||
1849|jan's family restaurant|213-651-2866|
1850|le bernardin|212-489-1515|
1851|match|212/906-9173|
1852|hot dogs||
1853|||60 w. 55th st.
1854|||260 e. paces ferry road
1855|eastern european||
1856|colonnade restaurant|404/874-5642|
1857|||930 hilgard ave.
1858|pisces|212-260-6660|
1859|southwestern||
1860|||1134 1st ave.   between 62nd and 63rd sts.
1861|osteria al droge|212/944-3643|
1862|||21 e. 62nd st.
1863|||35 w. 64th st.
1864|diners||
1865|edison cafe|212-840-5000|
1866|||6359 jimmy carter blvd.  at buford hwy.  norcross
1867|american||
1868|||8783 beverly blvd.
1869|jimmy's|310/552-2394|
1870|||1655 mclendon ave.
1871|american||
1872|chin's|702-733-8899|
1873|italian||
1874|||37-03 74th st.
1875|lemongrass grill|718-399-7100|
1876|||152 w. 44th st.
1877|continental||
1878|steakhouses||
1879|pinot hollywood|213/461-8800|
1880|||362 n. camden dr.
1881|french (new)||
1882|||6182 w. flamingo rd.
1883|mediterranean||
1884|american||
1885|||435 amsterdam ave.
1886|peter luger steak house|718-387-7400|
1887|||1529 piedmont ave.
1888|italian||
1889|tra di noi|310/456-0169|
1890|chinese||
1891|||1600 powell st.
1892|american||
1893|gaylord's|415/771-8822|
1894|||32 jones st. at bleecker st.
1895|french bistro||
1896|||161 steuart st.
1897|italian||
1898|jack's|415/986-9854|
1899|||522 9th ave. at 39th st.
1900|thai||
1901|emily's|212/996-1212|
1902|american||
1903|morton's of chicago (atlanta)|404-577-4366|
1904|buffets||
1905|locanda veneta|310-274-1893|
1906|moose's|415/989-7800|
1907|||340 w. broadway at grand st.
1908|californian||
1909|fleur de jour|212/355-2020|
1910|||2000 hyde st.
1911|asian||
1912|||3391 peachtree rd. ne
1913|delis||
1914|van gogh's restaurant & bar|770-993-1156|
1915|seafood||
1916|golden unicorn|212/ 941-0911|
1917|||3838 centinela ave.
1918|seafood||
1919|falafel king|310-208-4444|
1920|coffee bar||
1921|american||
1922|||8424 beverly blvd.
1923|american||
1924|killer shrimp|818-508-1570|
1925|american (new)||
1926|||160 mercer st.  between houston and prince sts.
1927|new york kom tang soot bul house|212/ 947-8482|
1928|pacific new wave||
1929|||1879 cheshire bridge rd.
1930|east european||
1931|mishima|213-782-0181|
1932|seafood||
1933|smith & wollensky|212-753-1530|
1934|steakhouses||
1935|||142 w. 44th st.
1936|pen & pencil|212/682-8660|
1937|||228 w. 47th st.
1938|||1110 third ave.
1939|asian||
1940|nicola|213/485-0927|
1941|||11705 national blvd.
1942|french bistro||
1943|american (new)||
1944|bacchanalia|404-365-0410|
1945|ruth's chris|212/245-9600|
1946|||61a seventh ave.
1947|one if by land  tibs|212-228-0822|
1948|||2355 peachtree rd. ne
1949|middle eastern||
1950|french||
1951|||7371 melrose ave.
1952|sofi|213/651-0346|
1953|continental||
1954|pano's & paul's|404-261-3662|
1955|||178 broadway
1956|szechuan hunan cottage|212-535-5223|
1957|||255 courtland st.
1958|californian||
1959|||311 w. 17th st.
1960|aja|212/473-8388|
1961|italian||
1962|||ghirardelli sq.
1963|southern||
1964|hong kong flower lounge|415/668-8998|
1965|buzio's in the rio|702-252-7697|
1966|luna si|404/355-5993|
1967|billy's|212/753-1870|
1968|steakhouses||
1969|||615 sacramento st.
1970|italian||
1971|macarthur park|415/398-5700|
1972|||1325 5th ave. at 111th st.
1973|film center cafe|212/ 262-2525|
1974|south of france|404/325-6963|
1975|||303 peachtree st. ne
1976|riviera|404-262-7112|
1977|||1652 stockton st.
1978|continental||
1979|||348 e. 62nd st.
1980|cambodian||
1981|gabriela's|212/961-0574|
1982|italian||
1983|||70 w. crossville rd.
1984|cha cha cha's|415-386-5758|
1985|||18 e. broadway at catherine st.
1986|coffee bar||
1987|il cortile|212/226-6060|
1988|||1059 broxton ave.
1989|italian||
1990|joe's|310-399-5811|
1991|american||
1992|marnee thai|415-665-9500|
1993|l'auberge du midi|212/242-4705|
1994|||4000 colfax ave.
1995|american||
1996|main course  the|310-475-7564|
1997|pacific rim||
1998|||32 w. 32nd st.
1999|palio|212/245-4850|
2000|eclectic||
2001|||8474 w. third st.
2002|asian||
2003|palace court|702-731-7110|
2004|pink's famous chili dogs|213-931-4223|
2005|||205 e. 45th st.
2006|red tulip|212/734-4893|
2007|italian||
2008|||111 s. san pedro st.
2009|heera of india|404-876-4408|
2010|french bistro||
2011|uncle bill's pancake house|310-545-5177|
2012|||148 w. 51st st.
2013|serendipity|212/838-3531|
2014|||17 barrow st.
2015|sarabeth's|212-410-7335|
2016|||490 e. paces ferry rd. ne
2017|american||
2018|||9 jones st.
2019|west beach cafe|310/823-5396|
2020|american||
2021|boulevard|415-543-6084|
2022|terrace|212/666-9490|
2023|||1588 york ave.
2024|||252 california st.
2025|wollensky's grill|212-753-0444|
2026|||321 w. 46th st.
2027|italian||
2028|imperial fez|404/351-0870|
2029|american||
2030|au mandarin|212/385-0313|
2031|vegetarian||
2032|||5322 geary blvd.
2033|postrio|415-776-7825|
2034|||3700 w. flamingo rd.
2035|italian||
2036|moongate|702-791-7352|
2037|||1931 peachtree rd.
2038|r.j.'s uptown kitchen & wine bar|404/875-7775|
2039|american||
2040|c3|212/254-1200|
2041|||1486 2nd ave.  between 77th and 78th sts.
2042|cuban||
2043|||607 front st.
2044|asian||
2045|||635 9th ave.  between 44th and 45th sts.
2046|bistro  the|404-231-5733|
2047|||2345 cheshire bridge rd.
2048|battista's hole in the wall|702/732-1424|
2049|||519 e. paces ferry rd.
2050|zab-e-lee|404-768-2705|
2051|old san francisco||
2052|||685 amsterdam ave. at 93rd st.
2053|french||
2054|hard rock cafe|212/489-6565|
2055|feast|702/367-2411|
2056|||1805 haight st.
2057|american||
2058|kelly's on trinity|415-362-4454|
2059|french||
2060|||125 mulberry st.  between canal and hester sts.
2061|middle eastern||
2062|grill  the|310-276-0615|
2063|jimmy sung's|212/682-5678|
2064|||1023 abbot kinney blvd.
2065|||2225 irving st.
2066|swan oyster depot|415-673-1101|
2067|||310 w. 4th st.  between w. 12th and bank sts.
2068|french||
2069|le gamin|212/254-4678|
2070|||10509 w. pico blvd.
2071|asian||
2072|ocean park cafe|310-452-5728|
2073|||151 w. 51st. st.
2074|perry's|415/922-9022|
2075|||709 n. la brea ave.
2076|noodle shops||
2077|french (new)||
2078|shiro|818-799-4774|
2079|||439 e. 75th st.
2080|sammy's roumanian steak house|212/673-0330|
2081|tadich grill|415/391-2373|
2082|cafeterias||
2083|american||
2084|||1305 highland ave.
2085|eclectic||
2086|ritz-carlton restaurant|404-659-0400|
