id|http://www.okkam.org/ontology_restaurant2.owl#name|http://www.okkam.org/ontology_restaurant2.owl#phone_number|http://www.okkam.org/ontology_restaurant2.owl#street
1248|||1829 peachtree rd.
1249|la caravelle|212-586-4252|
1251|||160 e. 64th st.
1252|||659 peachtree st.
1253|||2628 wilshire blvd.
1254|dining room|310/275-5200|
1256|canoe|770-432-2663|
1257|||3700 w. flamingo
1258|bugsy's diner|702/733-3111|
1260|darbar|212-432-7227|
1262|||1029 edgewood ave. se
1264|indian delights|100-813-8212|
1265|||1 main st.
1266|margarita's mexican cantina|702/794-8200|
1267|||1550 california st.
1270|||13 w. 46th st.
1273|bistro roti|415/495-6500|
1274|||300 de haro st.
1275|cafe centro|212/818-1222|
1276|vicolo pizzeria|415-863-2382|
1278|||211 w. broadway at franklin st.
1280|le select|212/875-1993|
1281|||119 macdougal st.  between 3rd and bleecker sts.
1283|chez jacqueline|212/505-0727|
1284|||640 sacramento st.
1286|scala's bistro|415/395-8555|
1287|||2182 broadway  between 77th and 78th sts.
1289|||45 s. fair oaks ave.
1291|||23725 w. malibu rd.
1293|||1240 9th ave.
1294|vivande porta via|415/346-4430|
1298|||62 spring st. at lafayette st.
1300|||1220 9th ave.
1301|valentino|310-829-4313|
1303|belvedere  the|310-788-2306|
1305|||8795 sunset blvd.
1306|||375 greenwich st.  near franklin st.
1308|vince & eddie's|212/721-0068|
1309|||532 columbus ave.
1310|four seasons|212-754-9494|
1313|||243 e. 58th st.
1314|||128 e. fremont st.
1315|||34 union sq. e at 16th st.
1317|||656 n. virgil ave.
1318|bertolini's|404/233-2333|
1319|canter's|213/651-2030.|
1321|mesa grill|212-807-7400|
1323|||405 e. 58th st.
1324|benny's burritos|212-254-2054|
1325|||4199 paces ferry rd.
1327|||8600 beverly blvd.
1328|horseradish grill|404/255-7277|
1329|gilliland's|310/392-3901|
1331|frijoleros|404-892-8226|
1332|||3555 las vegas blvd. s
1334|||44 w. 56th st.
1335|joe's shanghai|718-539-3838|
1336|||11 e. 53rd st.
1337|morton's|310/276-5205|
1338|||3675 satellite blvd.
1340|||3120 las vegas blvd. s
1341|yolie's|702/794-0700|
1345|||155 steuart st.
1347|||201 ivy st.
1348|carta|415/863-3516|
1349|||200 park ave.  between 45th st. and vanderbilt ave.
1350|coffeehouses||
1351|caffe bondi ristorante|212/691-8136|
1353|||507 columbus ave.  between 84th and 85th sts.
1356|||72 macdougal st.  between w. houston and bleecker sts.
1357|hayes street grill|415/863-5545|
1358|||14016 ventura blvd.
1360|da nico|212/343-1212|
1361|||432 powell st.
1364|ferrier|212/772-9000|
1365|||2125 fillmore st.
1367|zuni cafe & grill|415/552-2522|
1370|rex il ristorante|213-627-2300|
1372|||9882 little santa monica blvd.
1374|cafe '50s|310-399-1955|
1377|||70 w. 68th st.
1379|aleck's barbecue heaven|404/525-2062|
1381|les celebrites|212-484-5113|
1382|jiraffe|310-917-6671|
1383|matthew's|212/838-4343|
1385|||155 w. 51st st.
1386|||3500 peachtree rd.  phipps plaza
1388|||8800 melrose ave.
1389|dante's down the hatch  buckhead|404/266-1600|
1390|drai's|310/358-8585|
1391|rainbow room|212-632-5000|
1393|otabe|212/223-7575|
1394|||93 ave. a
1395|||95 ave. a
1396|elias corner|718-932-1510|
1397|||4320 powers ferry rd.
1399|||8720 sunset blvd.
1400|joss|310/276-1886|
1401|||1031 peachtree st. ne
1403|coyote cafe (las vegas)|702-891-7349|
1405|||9 pell st.
1406|||3200 las vegas blvd. s.
1407|lombardi's|212-941-7994|
1408|posto|818/784-4400|
1410|||252 n. beverly dr.
1412|||3900 paradise rd.
1414|buca giovanni|415/776-7766|
1416|rose of india|212-533-5011|
1417|trader vic's|310/276-6345|
1419|||1772 market st.
1421|grand cafe hotel monaco|415/292-0101|
1422|||7 w. 20th st.
1423|cite|212/956-7100|
1424|||320 hayes st.
1426|kabuto sushi|415/752-5652|
1427|||164 mulberry st.  between grand and broome sts.
1429|empire korea|212/725-1333|
1431|my thai|404-636-4280|
1432|matsuhisa|310-659-9639|
1433|north india|415/931-1556|
1434|||29 e. 65th st.
1436|flowers|212/691-8888|
1437|||1658 market st.
1438|bistro 45|818-795-2478|
1441|veggieland|404-231-3111|
1443|grand ticino|212/777-5922|
1444|||838 lincoln blvd.
1446|feast from the east|310-475-0400|
1448|manhattan cafe|212/888-6556|
1450|||783 martin luther king jr. dr.
1451|or 415/982-3811 asian||
1452|||502 santa monica blvd
1453|oceana|212-759-5941|
1454|kokomo cafe|213-933-0773|
1456|||1030 3rd ave. at 61st st.
1457|new york noodletown|212/349-0923|
1459|||3380 peachtree rd.
1461|||10668 w. pico blvd.
1462|tavern on the green|212-873-3200|
1464|mo better meatty meat|213-935-5280|
1465|||68 e. 56th st.
1466|penang soho|212/274-8883|
1467|||24-02 31st st.
1468|kiev|212-674-4040|
1469|||797 third ave.
1471|ocean avenue|310/394-5669|
1472|||6th st.
1474|bone's restaurant|404-237-2663|
1475|s.p.q.r|212/925-3120|
1477|||32 spring st.
1478|||3125 piedmont rd.
1479|oyster bar|212-490-6650|
1482|swingers|213/653-5858|
1483|||430 n. camden dr.
1485|||800 greenwich st.
1486|ritz-carlton cafe (buckhead)|404-237-2700|
1487|||308 e. sixth st.
1488|||1232 w. paces ferry rd.
1489|szechuan kitchen|212-249-4615|
1490|dive american||
1491|alamo|212/ 759-0590|
1492|||1 united nations plaza at 44th st.
1494|||501 geary st.
1496|hong kong villa|415/752-8833|
1497|||120 w. 51st st.
1498|emeril's new orleans fish house|702-891-7374|
1499|mambo restaurante cubano|404/874-2626|
1501|kalo's coffee house|404-325-3733|
1502|||5116 geary blvd.
1504|manora|415/861-6224|
1505|||6 e. 32nd st.
1506|fiorello's roman cafe|212/595-5330|
1508|stringer's fish camp and oyster bar|770/458-7145|
1509|||1248 clairmont rd.
1510|silver skillet  the|404-874-1388|
1511|||3131 webster st.
1513|||21 west 17th st.  between 5th and 6th aves.
1515|gallagher's|212/245-5336|
1516|||45 s. mentor ave.
1518|||220 sandy springs circle
1519|doidge's|415-921-2149|
1520|||228 thompson st.  between w. 3rd and bleecker sts.
1522|il nido|212/753-8450|
1523|||1949 westwood blvd.
1525|john o'groats|310-204-0692|
1526|||1161 1st ave.  between 63rd and 64th sts.
1527|or 212/941-0772 american||
1528|mel's drive-in|415-387-2244|
1533|mani's bakery & espresso bar|213-938-8800|
1534|||28 1/2 bowery at bayard st.
1535|pamir|212/644-9258|
1538|||7261 melrose ave.
1540|poquito mas|818-563-2252|
1541|second street grill|702-385-6277|
1542|||109 spring st.  between greene and mercer sts.
1543|remi|212/581-4242|
1544|||117 second ave.
1545|||3570 las vegas blvd. s.
1547|||1514 n. gower st.
1549|indigo coastal grill|404-876-0676|
1551|||133 mulberry st.  between hester and grand sts.
1552|seventh regiment mess and bar|212/744-4107|
1553|||lower level
1554|||595 piedmont ave.
1555|sparks steak house|212-687-4855|
1558|20 mott|212/964-0380|
1559|||700 5th ave. at 55th st.
1561|cafe claude|415-392-3505|
1562|||1460 first ave.
1563|||1 mission st.
1564|yama|212-475-0969|
1565|||123 w. 52nd st.
1567|kamogawa|404/841-0314|
1569|bar anise|212/355-1112|
1571|||2332 clement st.
1575|morton's of chicago (las vegas)|702-893-0703|
1576|||1402 n. highland ave.
1577|rib ranch|404/233-7644|
1580|ct|212/995-8500|
1582|||3226 mission st.
1584|||1900 broadway  between 63rd and 64th sts.
1585|||3384 shallowford rd.  chamblee
1586|bertolini's|702/735-4663|
1587|||200 14th st. nw
1588|bill's place|415-221-5262|
1591|||228 w. 52nd st.
1593|hi-life restaurant and lounge|212/249-3600|
1595|||2217 union st.
1596|la cumbre|415-863-8205|
1598|||251 e. 53rd st.
1600|joe allen|212/581-6464|
1601|||10516 w. pico blvd.
1603|||3355 geary st.
1604|thep phanom|415-431-2526|
1606|le jardin|212/343-9599|
1607|||519 s. fairfax ave.
1610|ocean star|818-308-2128|
1611|||1065 1st ave.  at 58th st.
1612|r&g lounge|415/982-7877|
1613|||2635 w. olive ave.
1616|sushi nozawa|818-508-7017|
1617|||145 w. 53rd st.
1618|san pietro|212/753-9015|
1622|toulouse|404-351-9533|
1623|||643 park ave. at 66th st.
1624|t salon|212/925-3700|
1625|||210 e. 46th st.
1628|||206 206 e. 60th st.
1629|american place|212/684-2122|
1631|||5955 melrose ave.
1632|||1737 post st.
1634|two two two|212/799-0400|
1635|lulu restaurant-bis-cafe|415-495-5775|
1636|||122 e. 17th st.
1638|madame ching's|702-894-7111|
1639|||3300 peachtree rd.  grand hyatt
1641|bouterin|212/758-0323|
1643|||240 e. 58th st.
1645|||854 seventh ave.
1646|ca'brea|213/938-2863|
1649|103 west|404-233-5993|
1650|||25 irby ave.
1651|tomtom|404/264-1163|
1655|chopstix|404-255-4868|
1657|carnival world|702/252-7777|
1658|||2315 clement st.
1660|||1340 1st ave. at 72nd st.
1662|chinois on main|310-392-9025|
1663|internet cafe|212/ 614-0747|
1664|ralph's diner|702/732-6330|
1665|||515 valencia st.
1666|roosevelt tamale parlor|415-550-9213|
1668|||326 w. 46th st.
1670|lattanzi ristorante|212/315-0980|
1671|||400 waller st.
1672|caffe lure|212/473-2642|
1673|pacific pan pacific hotel|415/929-2087|
1674|||25 cleveland pl.  near spring st.
1676|lucky strike|212/941-0479|
1677|||145 n. atlantic blvd.
1679|rubin's red hots|818-905-6515|
1681|||631 b kearny st.
1683|stars cafe|415/861-4344|
1684|||11288 ventura blvd.
1686|||18 e. 54th st.
1687|sofia fabulous pizza|212/734-2676|
1688|yank sing|415/541-4949|
1691|||903 n. la cienega blvd.
1692|||143 mercer st. at prince st.
1694|||22 hawthorne st.
1695|triangolo|212/472-4488|
1696|fleur de lys|415-673-7779|
1698|aureole|212-319-1660|
1700|||13 1st ave.  near 1st st.
1701|||13 w. 54th st.
1702|xunta|212/614-0620|
1703|||222 w. 79th st.
1705|barney greengrass|310/777-5877|
1707|||176 n. canon dr.
1709|spago (las vegas)|702-369-6300|
1710|jo jo|212-223-5656|
1711|cajun||
1712|||402 w. 44th st.
1713|||103 w. paces ferry rd.
1714|cassis|404/365-8100|
1715|clearwater cafe|818/356-0959|
1716|||10250 santa monica blvd.
1718|cafe sunflower|404-256-1675|
1720|broiler|702/432-7777|
1722|cucina di pesce|212-260-6800|
1723|||4279 roswell rd.
1724|il fornaio cucina italiana|310/550-8330|
1725|arnie morton's of chicago|310-246-1501|
1727|house of chan|770-955-9444|
1729|mandarin court|702/737-1234|
1732|||82 e. 3rd st.  between 1st and 2nd aves.
1733|||3000 las vegas blvd. s
1734|betelnut|415/929-8855|
1735|||2817 24th st.
1736|cafe pierre|212/940-8185|
1737|tu lan|415-626-0927|
1738|old san francisco||
1739|||361 w. 46th st.
1741|le perigord|212/755-6244|
1742|faz|415/362-0404|
1743|||169 sullivan st.  between houston and bleecker sts.
1745|cendrillon asian grill & marimba bar|212/343-9012|
1746|||500 post st.
1748|sanppo|415/346-3486|
1749|||59 grand st.  between wooster st. and w. broadway
1751|||15322 ventura blvd.
1752|||8358 sunset blvd.
1754|docks|212/ 986-8080|
1755|||500 van ness ave.
1756|vertigo|415/433-7250|
1760|||1022 madison ave.  near 79th st.
1761|||427 battery st.
1763|baja fresh|805-498-4049|
1764|spago (los angeles)|310-652-4025|
1766|||345 e. 83rd st.
1768|victor's cafe|212/586-7714|
1769|||600 stockton st.
1771|diaghilev|310-854-1111|
1772|felidia|212-758-1479|
1774|||210 e. 58th st.
1775|||3500 las vegas blvd. s.
1776|||174 1st ave.  between 10th and 11th sts.
1778|beesley's of buckhead|404/264-1334|
1779|california pizza kitchen|310/275-1101|
1781|march|212-754-6272|
1782|montien|212/421-4433|
1784|||57 w. 58th st.
1785|arcadia|212-223-2900|
1786|||5975 roswell rd.
1789|el cholo|213/734-2773|
1790|holt bros. bar-b-q|770/242-3984|
1791|||4 fish 17300 pacific coast hwy. at sunset blvd.
1793|flying biscuit  the|404-687-8888|
1794|||4111 boulder hwy.
1795|seryna|212-980-9393|
1797|||87 e. fourth st.
1798|||156 second ave.
1799|jackson diner|718-672-1232|
1800|||414 n. beverly dr.
1801|mon kee seafood restaurant|213/628-6717|
1802|||2469 cobb pkwy.
1804|||1510 e. flamingo rd.
1805|viva mercado's|702/871-8826|
1807|monsoon (ny)|212-580-8686|
1810|||2030 union st.
1812|||8 sixth st.
1813|capp's corner|415/989-2589|
1814|||2 e. 61st st.
1816|caffe vivaldi|212/691-7538|
1818|||405 e. 52nd st.
1820|||161 sutter st.
1822|||45 mercer st.  between broome and grand sts.
1823|harry denton's|415/882-1333|
1824|||701 stone canyon rd.
1826|cupcake cafe|212/465-1530|
1827|||1702 post st.
1829|||633 3rd ave. at 40th st.
1831|felix|212/431-0021|
1832|||600 montgomery st.
1833|zarzuela|415/346-0800|
1835|palm  the (atlanta)|404-814-1955|
1837|pinot bistro|818-990-0500|
1839|||3345 kimber dr.
1840|bruno's|310-397-5703|
1845|||52 236 w. 52nd st.
1847|||1020 n. san vicente blvd.
1849|jan's family restaurant|213-651-2866|
1850|le bernardin|212-489-1515|
1851|match|212/906-9173|
1853|||60 w. 55th st.
1854|||260 e. paces ferry road
1855|eastern european||
1856|colonnade restaurant|404/874-5642|
1857|||930 hilgard ave.
1858|pisces|212-260-6660|
1860|||1134 1st ave.   between 62nd and 63rd sts.
1861|osteria al droge|212/944-3643|
1862|||21 e. 62nd st.
1863|||35 w. 64th st.
1865|edison cafe|212-840-5000|
1866|||6359 jimmy carter blvd.  at buford hwy.  norcross
1868|||8783 beverly blvd.
1869|jimmy's|310/552-2394|
1870|||1655 mclendon ave.
1872|chin's|702-733-8899|
1874|||37-03 74th st.
1875|lemongrass grill|718-399-7100|
1876|||152 w. 44th st.
1879|pinot hollywood|213/461-8800|
1880|||362 n. camden dr.
1882|||6182 w. flamingo rd.
1885|||435 amsterdam ave.
1886|peter luger steak house|718-387-7400|
1887|||1529 piedmont ave.
1889|tra di noi|310/456-0169|
1891|||1600 powell st.
1893|gaylord's|415/771-8822|
1894|||32 jones st. at bleecker st.
1896|||161 steuart st.
1898|jack's|415/986-9854|
1899|||522 9th ave. at 39th st.
1901|emily's|212/996-1212|
1903|morton's of chicago (atlanta)|404-577-4366|
1905|locanda veneta|310-274-1893|
1906|moose's|415/989-7800|
1907|||340 w. broadway at grand st.
1909|fleur de jour|212/355-2020|
1910|||2000 hyde st.
1912|||3391 peachtree rd. ne
1914|van gogh's restaurant & bar|770-993-1156|
1916|golden unicorn|212/ 941-0911|
1917|||3838 centinela ave.
1919|falafel king|310-208-4444|
1922|||8424 beverly blvd.
1924|killer shrimp|818-508-1570|
1926|||160 mercer st.  between houston and prince sts.
1927|new york kom tang soot bul house|212/ 947-8482|
1929|||1879 cheshire bridge rd.
1931|mishima|213-782-0181|
1933|smith & wollensky|212-753-1530|
1935|||142 w. 44th st.
1936|pen & pencil|212/682-8660|
1937|||228 w. 47th st.
1938|||1110 third ave.
1940|nicola|213/485-0927|
1941|||11705 national blvd.
1944|bacchanalia|404-365-0410|
1945|ruth's chris|212/245-9600|
1946|||61a seventh ave.
1947|one if by land  tibs|212-228-0822|
1948|||2355 peachtree rd. ne
1951|||7371 melrose ave.
1952|sofi|213/651-0346|
1954|pano's & paul's|404-261-3662|
1955|||178 broadway
1956|szechuan hunan cottage|212-535-5223|
1957|||255 courtland st.
1959|||311 w. 17th st.
1960|aja|212/473-8388|
1964|hong kong flower lounge|415/668-8998|
1965|buzio's in the rio|702-252-7697|
1966|luna si|404/355-5993|
1967|billy's|212/753-1870|
1969|||615 sacramento st.
1971|macarthur park|415/398-5700|
1972|||1325 5th ave. at 111th st.
1973|film center cafe|212/ 262-2525|
1974|south of france|404/325-6963|
1975|||303 peachtree st. ne
1976|riviera|404-262-7112|
1977|||1652 stockton st.
1979|||348 e. 62nd st.
1980|cambodian||
1981|gabriela's|212/961-0574|
1983|||70 w. crossville rd.
1984|cha cha cha's|415-386-5758|
1985|||18 e. broadway at catherine st.
1987|il cortile|212/226-6060|
1988|||1059 broxton ave.
1990|joe's|310-399-5811|
1992|marnee thai|415-665-9500|
1993|l'auberge du midi|212/242-4705|
1994|||4000 colfax ave.
1996|main course  the|310-475-7564|
1997|pacific rim||
1998|||32 w. 32nd st.
1999|palio|212/245-4850|
2001|||8474 w. third st.
2003|palace court|702-731-7110|
2004|pink's famous chili dogs|213-931-4223|
2005|||205 e. 45th st.
2006|red tulip|212/734-4893|
2008|||111 s. san pedro st.
2009|heera of india|404-876-4408|
2011|uncle bill's pancake house|310-545-5177|
2012|||148 w. 51st st.
2013|serendipity|212/838-3531|
2014|||17 barrow st.
2015|sarabeth's|212-410-7335|
2016|||490 e. paces ferry rd. ne
2018|||9 jones st.
2019|west beach cafe|310/823-5396|
2021|boulevard|415-543-6084|
2022|terrace|212/666-9490|
2023|||1588 york ave.
2024|||252 california st.
2025|wollensky's grill|212-753-0444|
2026|||321 w. 46th st.
2028|imperial fez|404/351-0870|
2030|au mandarin|212/385-0313|
2032|||5322 geary blvd.
2033|postrio|415-776-7825|
2036|moongate|702-791-7352|
2037|||1931 peachtree rd.
2038|r.j.'s uptown kitchen & wine bar|404/875-7775|
2040|c3|212/254-1200|
2041|||1486 2nd ave.  between 77th and 78th sts.
2043|||607 front st.
2045|||635 9th ave.  between 44th and 45th sts.
2046|bistro  the|404-231-5733|
2047|||2345 cheshire bridge rd.
2048|battista's hole in the wall|702/732-1424|
2049|||519 e. paces ferry rd.
2050|zab-e-lee|404-768-2705|
2052|||685 amsterdam ave. at 93rd st.
2054|hard rock cafe|212/489-6565|
2055|feast|702/367-2411|
2056|||1805 haight st.
2058|kelly's on trinity|415-362-4454|
2060|||125 mulberry st.  between canal and hester sts.
2062|grill  the|310-276-0615|
2063|jimmy sung's|212/682-5678|
2064|||1023 abbot kinney blvd.
2065|||2225 irving st.
2066|swan oyster depot|415-673-1101|
2067|||310 w. 4th st.  between w. 12th and bank sts.
2069|le gamin|212/254-4678|
2070|||10509 w. pico blvd.
2072|ocean park cafe|310-452-5728|
2073|||151 w. 51st. st.
2074|perry's|415/922-9022|
2075|||709 n. la brea ave.
2078|shiro|818-799-4774|
2079|||439 e. 75th st.
2080|sammy's roumanian steak house|212/673-0330|
2081|tadich grill|415/391-2373|
2084|||1305 highland ave.
2086|ritz-carlton restaurant|404-659-0400|
2087|||3 225 e. 60th st.
2088|sweet'n'tart cafe|212/334-8088|
2089|||1295 madison ave.
2092|||222 e. 58th st.  between 2nd and 3rd aves.
2094|||9001 santa monica blvd.
2095|||648 bush st.
2096|||400 w. 119th st.  between amsterdam and morningside aves.
2098|turkish kitchen|212/679-1810|
2099|la folie|415-776-5577|
2100|||205 e. 49th st.
2101|afghan||
2102|hugo's cellar|702-385-4011|
2103|||2285 peachtree rd.  peachtree battle condominium
2104|carnegie deli|212-757-2245|
2106|boonthai|212/249-8484|
2108|||225 varick st. at clarkston st.
2110|||2450 broadway
2111|broadway deli|310/451-0616|
2112|||4100 cahuenga blvd.
2113|||3400 las vegas blvd. s.
2115|tre visi|702-891-7331|
2116|||870 n. highland ave.
2117|taste of new orleans|404/874-5535|
2120|||56 e. andrews dr. nw
2122|chops|404-262-2675|
2123|||4041 audrie st. at flamingo rd.
2124|capozzoli's|702/731-5311|
2125|||4837 old national hwy.
2128|||221 w. 57th st.
2130|campanile|213-938-1447|
2131|||2411 w. sahara ave.
2132|pamplemousse|702/733-2066|
2133|||333 bush st.
2134|phnom penh cambodian restaurant|415-775-5979|
2136|||219 e. 44th st.  between 2nd and 3rd aves.
2138|lanza restaurant|212/674-7014|
2139|||1517 polk st.
2140|caffe dell'artista|212/645-4431|
2142|oritalia|415/346-1333|
2143|||50 macdougal st.  between houston and prince sts.
2145|lola|212/675-6700|
2146|||3117 ocean park blvd.
2149|||1944 union st.
2151|stars|415/861-7827|
2153|||1505 mission st. s.
2155|||157 chrystie st. at delancey st.
2156|||240 california st.
2157|wu kong|415/957-9300|
2159|indonesian||
2160|||1972 hillhurst ave.
2161|||76 mott st. at canal st.
2163|trattoria dell'arte|212/245-9800|
2164|||570 fourth st.
2166|aquavit|212-307-7311|
2169|||21 w. 52nd st.
2170|west|212/246-6363|
2171|||386 3rd ave.  between 27th and 28th sts.
2173|adriano's ristorante|310/475-9807|
2174|||26025 pacific coast hwy.
2175|||202 e. fremont st.
2177|island spice|212-765-1737|
2179|||42 e. 20th st.
2182|||9500 wilshire blvd.
2183|camille's|404/872-7203|
2184|chan dara|213/467-1052|
2186|brookhaven cafe|404-231-5907|
2187|||889 w. peachtree st.
2189|||239 w. broadway
2190|cucina della fontana|212-242-0636|
2191|||70 w. paces ferry rd.
2192|harry's bar & american grill|310/277-2333|
2194|havana sandwich shop|404-636-4094|
2195|||3333 s. maryland pkwy.
2196|lillie langtry's|702/385-7111|
2200|||400 e. sahara ave.
2201|bardelli's|415/982-0243|
2202|||631 larkin st.
2203|cafe luxembourg|212/873-7411|
2205|||168 1st ave.  between 10th and 11th sts.
2207|le marais|212/869-0900|
2208|fusion||
2209|des alpes|415/788-9900|
2210|||46 greenwich ave.
2212|casa la femme|212/505-0005|
2213|||1915 fillmore st.
2215|||30 west 22nd st.  between 5th and 6th ave.
2217|||6703 melrose ave.
2219|dix et sept|212/645-8023|
2220|||150 redwood alley
2221|ton kiang|415/752-4440|
2226|||101 spear st.
2228|asahi ramen|310-479-2231|
2230|||900 7th ave.  between 56th and 57th sts.
2232|verbena|212/260-5454|
2233|dawat|212-355-7555|
2235|chez melange|310-540-1222|
2237|||20 e. 76th st.
2238|||63rd street steakhouse 44 w. 63rd st.
2240|||419 n. fairfax ave.
2241|atlanta fish market|404/262-3165|
2242|cafe pinot|213/239-6500|
2244|manhattan ocean club|212-371-7777|
2245|monkey bar|212/838-2600|
2246|||249 e. 50th st.
2247|afghan kebab house|212-307-1612|
2248|||4274 peachtree rd.
2249|||1186 n. highland ave.
2251|||2424 main st.
2252|french quarter food shop|404/875-2489|
2253|ed debevic's|310/659-1952|
2255|eats|404-888-9149|
