id|title|modelno|price|shipweight|brand|dimensions
695|Clarion Sirius Satellite Radio Receiver Adapter|CLASC1|49.99|1.88|Clarion|11.3 x 8.25 x 3.0 inches
696|Post-it Notes Original Lined Notes 4 x 4 Canary Yellow 300 Sheets|675YL|5.94|0.525||
697|Pentel EZ 2 Automatic Pencil HB 0.70 mm 5 Black and 5 Blue Barrels 10 Pack|AX17BP10K6|5.69|0.176|Pentel|
698|Samsill 4  Clean Touch Locking Round-Ring View Binder White|1733536|15.36|0.345|Samsill|
699|Avery File Folder Labels on Mini-Sheets 3-7 16 x 2 3 300 Pack|2180|9.21|0.33|Avery|
700|Da-Lite Da-Plex Deluxe Rear Projection Screen - 50 1 2 x 67 1 4 Video Format|27562|2544.99|240.0|Da-Lite|
701|Da-Lite High Contrast Matte White Advantage Manual with CSR - AV Format 6 x 8 diagonal|92695|765.45|88.0|Da-Lite|
702|Da-Lite Mahogany Veneer Model B Manual Screen with High Power Fabric - 60 x 60 AV Format|99735|310.99|16.0|Da-Lite|
703|Elmer s 4-count Washable School Glue Sticks - .24oz 2 pack||3.6|0.171||
704|PC Pitstop PC Matic|PCMATIC5PC1003|49.99|0.15|PC Pitstop|7.7 x 5.3 x 1.4 inches
705|JVC Lightweight Folding Headphones with Bass Boost Black|HAS600B|49.95|0.7|JVC|9.0 x 6.0 x 3.0 inches
706|Kingston HyperX Blu 2GB DDR2 Desktop Memory Module|KHX6400D2B1/2G|34.72|0.13|Kingston|6.75 x 2.25 x 0.55 inches
707|LG 42  ultra- slim 42LV5500|42LV5500|879.0|41.2|LG|39.8 x 26.9 x 10.0 inches
708|Green Onions Supply iVeil Hybrid Keyboard Protector|RT-KBHB06|31.88|0.1|Green Onions Supply|7.9 x 4.2 x 0.9 inches
709|Griffin iPod Touch 4G Screen Care Kit 3 Pack|GB01913|13.3|0.05|Arkon|6.9 x 4.1 x 0.1 inches
710|IoSafe SoloPRO 1TB USB 3.0 External Hard Drive|SJ1000GB1YR|248.0|8.0|IOSAFE|17.75 x 10.2 x 8.2 inches
711|Premiertek PowerLink Wireless 802.11b g n High Power USB 2.0 Adapter|PT-H9DN|31.88|0.35|PREMIERTEK|16.0 x 6.0 x 1.75 inches
712|StarTech.com RPSMA10MF 10ft RP-SMA to SMA Antenna Adapter Cable|RPSMA10MF|16.88|0.15|StarTech|7.65 x 7.2 x 0.225 inches
713|Roxio Easy CD and DVD Burning 2011 Windows|249000|27.88|0.24|ROXIO|7.5 x 5.38 x 1.25 inches
714|Vivitar High Definition .43x Wide Angle Lens Attachment|VIV-43-58W|22.88|0.45|Vivitar|3.0 x 3.0 x 3.0 inches
715|I-TEC T1274B iStereo Round Sound Docking Station for iPod iPhone|T1274B|79.88|3.0|I-Tec Electronics|11.0 x 9.0 x 2.0 inches
716|AT T CL81211 DECT 6.0 Digital 2-Handset Cordless Telephone|CL81211|49.98|1.12|AT T|8.5 x 7.0 x 6.87 inches
717|Alera LCD CRT Mobile Computer Security Cabinet 26w x 24d x 63h Light Gray|ALECC616326LG|524.99|130.0|Alera|63.0 x 26.0 x 24.0 inches
718|Motorola Thrill Me Purple EH25 Stereo Headset|89273N|24.88|0.5|Motorola|5.75 x 4.15 x 2.65 inches
719|HP Q6511A HP 11A Toner 6000 Page-Yield Black|Q6511A|191.03|4.19|HP|
720|Sunpak 67mm Circular Polarized Filter|CF-7061 CP|18.0|0.15|Sunpak|4.0 x 4.0 x 1.5 inches
721|Peerless Paramount Articulating Flat Panel Wall Arm 37 to 60 Screens||209.99|25.0|Peerless|
722|Corsair Memory VS2GBKIT400C3 2 GB PC3200 400MHz 184-Pin DDR Desktop Memory Kit|VS2GBKIT400C3|59.82|0.1|Corsair|8.5 x 5.75 x 0.25 inches
723|Razer Orochi Bluetooth Laser Gaming Mouse - RZ01-00300100-R3U1|RZ01-00300100-R3U1|69.84|1.0|Razer|14.3 x 3.4 x 3.2 inches
724|Dell 90-Watt Inspiron AC Power Adapter|330-6258|59.0|1.3|Dell|5.25 x 2.3 x 1.1 inches
725|C-Line Top-Load Poly Sheet Protectors Heavy Gauge Letter 200ct|62097|28.94|4.631||
726|Cobra 14-Band Digital Radar Laser Detector|XRS 9545|122.84|0.75|COBRA|
727|Draper Glass Beaded Envoy Electric Screen  - WideScreen 132 diagonal|112055|1485.5|140.0|Draper|
728|rooCASE Light N Slim Carrying Bag for 10.1  Netbook iPad or iPad 2|210826|27.99|1.2|rooCASE|12.0 x 9.7 x 2.5 inches
729|Draper M2500 ShadowBox Clarion Fixed Frame Screen - 73 x 73 AV Format|253027|881.99|39.0|Draper|
730|Draper Vortex Rear Projection Screen with System 200 Black Frame - 60 diagonal NTSC Format|125032|2745.5|124.0|Draper|
731|Draper AT1200 Targa Acoustically Transparent Screen - 132 diagonal Widescreen Format|116114|3702.95|73.0|Draper|
732|Paper Mate Sharpwriter Mechanical Pencils|30376BPP|1.98|0.6|Paper Mate|7.62 x 3.75 x 3.0 inches
733|Brinks Digital Timer with 1 Setting|44-1010-2|0.0|0.764|Generic|5.5 x 3.25 x 2.75 inches
734|Acer Diamond Black 11.6  Aspire One 722-BZ197 Laptop PC with AMD Dual-Core C-50 Processor and Windows 7 Home Premium|LU.SFT02.068|288.0|3.2|Acer|11.2 x 8.0 x 1.0 inches
735|Bell O High-Speed HDMI Cable with Ethernet 1-Meter|HD7101|59.99|0.4|Bell'O|40.0 x 0.5 x 0.5 inches
736|Hammermill Everyday Copy And Print Paper 92 Bright 20lb Letter White 5000 Sheets Ctn|162008|46.47|50.0|Hammermill|
737|Lexmark T650A11A Black Toner Print Cartridge|T650A11A|202.87|4.94|Lexmark|
738|Bond Street LTD. 5 Attach  Case Aluminum 18 x 5 x 13-1 2 Black Silver|BND416020SIL|91.49|6.9|BOND STREET LTD.|18.0 x 13.5 x 5.0 inches
739|Read Right PathKleen Printer Roller Cleaner Sheets 8 1 2 10pk|RR1237|9.84|0.393|READ RIGHT|
740|Avery Allstate-Style Legal Side Tab Divider Title A Letter White 25 Pack|82163|5.69|0.408|Avery|
741|Simplism Shoulder Case for iPad Red|TRLCSLIPADDREN|58.76|0.2|Simplism|12.0 x 12.0 x 9.0 inches
742|Logitech M305 Wireless Mouse Black|910-001752|29.73|0.5|Logitech|8.0 x 5.5 x 2.25 inches
743|Post-it Flags Arrow Message 1 Blue 2 50-Flag Dispensers Pack|680NT2|5.0|0.033|POST-IT|
744|Da-Lite Matte White Scenic Roller Manual Screen - 30 x 30|40353|4077.99|880.0|Da-Lite|
745|Zotac GeForce GT 220 Synergy Edition PCI Express 1GB DDR2 Graphics Card|ZT-20203-10L|68.33|1.1|ZOTAC|10.2 x 6.5 x 2.3 inches
746|BIC 0.9mm Mechanical Pencil with Colorful Barrels 1-Dozen 2-Pack||4.92|||
747|Encore Hoyle Card Games 2011 Casual Gaming|21331|19.99|2.5|Encore|13.47 x 8.4 x 5.7 inches
748|EDGE Tech 2GB Premium Compact Flash Card|PE194529|14.88|0.03|Edge Tech|1.71 x 1.43 x 0.13 inches
749|Sony STP-FSA Floating Camera Strap|STPFSA|19.44|0.95|Sony|8.5 x 4.5 x 2.5 inches
750|Cavalry DVD-RW DVD-R Dual-Layer DVD Writer|CAEDVDRW8U2|48.22|1.4|Cavalry|8.3 x 6.1 x 1.5 inches
751|Solidtek Super Mini Keyboard with Trackball|KB4251B|59.82|1.35|Solidtek|13.9 x 7.5 x 1.9 inches
752|Golla Genie Digital Camera Bag Lime Green|G761|12.98|0.2|Golla|4.8 x 3.2 x 1.6 inches
753|Amzer Anti-Glare Screen Protector for iPad 2|90786|13.88|7.0|AMZER|12.0 x 8.0 x 3.0 inches
754|Sony DSC-H70 16.2 Megapixel Digital Camera w Bonus 58  Tripod and Bonus 4GB Memory Card Value Bundle||199.0||Sony|
755|MSW Wireless Jawbone Icon Bluetooth Headset Mesh|JBG01MS|72.98|0.35|Jawbone|5.5 x 2.5 x 1.0 inches
756|Clover 19  Internet-Ready Observation System|BUN2472|649.86|42.25|Clover Electronics|20.0 x 16.5 x 15.0 inches
757|Amzer Super Clear Screen Protector with Cleaning Cloth for BlackBerry PlayBook 6pk|AMZ90548|9.88|0.05|AMZER|9.4 x 5.6 x 0.05 inches
758|Mobile Edge 16PC 17Mac Large Faux Croc Portfolio|69915|47.99|0.9|Mobile Edge|17.75 x 12.5 x 2.5 inches
759|Apricorn 320GB Padlock 128-Bit Hardware-Encrypted Portable Drive|A25-PL128-320|99.82|1.0|Apricorn|8.11 x 6.18 x 2.72 inches
760|StarTech.com DVIDSMM20 20ft DVI-D Digital Video Cable|DVIDSMM20|27.88|1.08|StarTech|11.7 x 4.05 x 0.9 inches
761|Plantronics  73079-01 AC Power Adapter for Telephone Headset System|73079-01|14.88|1.0|Plantronics|2.5 x 2.0 x 1.0 inches
762|Draper Glass Beaded Access Series M Manual Screen - 8 x 10 AV Format|203037|956.5|88.0|Draper|
763|Draper M1300 Access MultiView Series V Electric Screen - WideScreen 126 diagonal|105007|3109.95|135.0|Draper|
764|Kensington Underdesk Comfort Keyboard Drawer with SmartFit System|K60004US|27.88|4.86|Kensington|26.5 x 14.0 x 2.5 inches
765|Startech 2 Port PCI Express SuperSpeed USB 3.0 Card Adapter|PEXUSB3S2|39.98|0.3|StarTech|6.75 x 5.5 x 1.0 inches
766|Mobile Edge 17  Komen Faux-Suede Tote|151485|103.99|4.3|Mobile Edge|18.0 x 14.5 x 5.0 inches
767|Belkin Vue Sleeve for iPad Violet|F8N275TT128|38.88|0.5|Belkin|11.25 x 8.5 x 0.75 inches
768|Accell UltraAV DisplayPort Multi-Monitor Adapter|K087B-005B|198.35|1.05|Accell|9.2 x 7.9 x 2.4 inches
769|Accell ProUltra 4m HDMI Ethernet Cable|B116C-013B-40|29.88|1.1|Accell|10.0 x 9.0 x 3.16 inches
770|Gear Head 2.4GHz Wireless Mini Touchpad USB Keyboard Black|KB3800TPW|37.82|2.5|Gear Head|11.0 x 4.4 x 1.8 inches
771|Crystal Cover Set for iPad 2 Crystal Clear|TR-CCSIPD2-CC/EN|29.99|0.7|Simplism|9.6 x 7.4 x 0.4 inches
772|SKB Cases Mil-Standard Roto Case 27 L x 27 W x 18 H inside|3R2727-18B-E|399.99|40.0|SKB Cases|
773|SKB Cases Rolling Shockmount Mac Pro Tower Case|1SKB-R04MAC|689.99|47.0|SKB Cases|29.0 x 29.0 x 17.0 inches
774|ifrogz Pulse Case for iPod Touch 4 Iron and White|IT4PLSIRNWHT|29.99|0.04|iFrogz|5.2 x 4.1 x 0.2 inches
775|Action Sport Drives 4GB Santa Cruz USB Skate Drive Rob Eyes|SC-SKATERE/4G|10.84|1.5|EP Memory|6.25 x 3.25 x 1.5 inches
776|Goodhope Bags Computer Sleeve Plus|4110|23.99|2.33|Goodhope Bags|14.5 x 11.0 x 2.5 inches
777|Acer Black Veriton PS.VAL03.052 Desktop PC with Intel Dual-Core E7600 Processor 320GB Hard Drive and Windows 7 Professional Monitor Not Included|PS.VAL03.052|499.0|26.0|Acer|17.46 x 14.84 x 7.09 inches
778|BIC Triumph 730R 0.5mm Needle Point Roller Pen Black 4 Ct. 2-Pack||11.28|||
779|GE Network and Phone Wall Plate|36536|0.0||GE|4.5 x 2.75 x 1.0 inches
780|ATI FirePro V7800 2GB PCI Express 2.0 Graphics Card|100505604|739.82|3.0|ATI|11.8 x 9.6 x 2.9 inches
781|Ampad Envirotec 100 Recycled File Folders 1 3 Cut Top Tab Letter Brown 100pk|35113|12.94|6.333||
782|Swingline Optima PowerEase Stapler Graphite|87850|23.94|1.17|Swingline|
783|Avery Digital Postal Scale Kit 25 lbs|32400|89.88|3.7|Avery|12.25 x 8.75 x 3.437 inches
784|Manhattan 150705 SuperSpeed USB to SATA Adapter|150705|47.84|0.65||7.75 x 5.5 x 2.1 inches
785|Macsense LC200 Just Mobile Lazy Couch Aluminum Portable Stand|LC-200|18.72|0.3|Macsense|4.2 x 4.2 x 2.2 inches
786|Da-Lite Video Spectra 1.5 Model C with CSR Manual Screen - 58 x 104 HDTV Format|82980|736.99|59.0|Da-Lite|
787|Da-Lite Light Oak Veneer Model B Manual Screen with High Power Fabric - 60 x 60 AV Format|99731|310.99|16.0|Da-Lite|
788|Humminbird 778c HD Color Fishing System|407930-1|499.46|4.2|Humminbird|12.3 x 10.0 x 8.8 inches
789|HP 80 Magenta 175-ml Ink Cartridge C4874A|HPC4874A|84.88|0.95|HP|8.7 x 4.6 x 2.2 inches
790|Lenovo Gray 15.6  IdeaPad Y560-064654YU Laptop PC with Intel Core i7-740QM Processor Windows 7 Home Premium|064654U|998.0|9.8|Lenovo|17.8 x 13.2 x 5.4 inches
791|Chief Manufacturing Video Conferencing Plasma Cart 42 - 61|PPCU|1031.2|66.0|Chief Manufacturing|
792|Kingston HyperX 2GB DDR2 Desktop Memory Module|KHX6400D2/2G|34.82|0.13|Kingston|6.75 x 2.25 x 0.55 inches
793|Vantec 3.5  IDE to USB 2.0 NexStar 3 Hard Drive Enclosure Onyx Black|NST-360U2-BK|30.23|4.0|Vantec|11.0 x 10.0 x 3.0 inches
794|PC Treasures Retractable Mighty Mini Mouse Navy|7221|9.88|1.0|PC Treasures|4.0 x 3.0 x 0.5 inches
795|BIC Soft Feel Retractable Ball Pen Blue 1-Dozen 2-Pack||10.12|||
796|Aluratek Plug-Less USB Charging Station|AUCS01F|19.99|0.15|Aluratek|2.0 x 1.25 x 0.5 inches
797|Arkon CMP114 Camera Mount for Windshield|CMP114|10.98|0.5|Arkon|6.0 x 4.0 x 4.0 inches
798|Boss Audio 586CK - 1-DIN CD Receiver with TWO 6.5  Speakers|586CK|98.0|7.25|Boss|16.0 x 9.0 x 6.0 inches
799|Sanus Full Motion Wall Mount for Small Flat Panel Screens in Silver - 8 Max Extension 13 - 27 Screens||65.99|4.3|Sanus|8.0 x 7.0 x 4.75 inches
800|Diamond Multimedia Stealth ATI Radeon 9250 256MB PCI Video Card|S9250PCI256SB|59.0|0.81|Diamond Multimedia|
801|HP 70 Green 130-ml Ink Cartridge C9457A|HPC9457A|74.88|0.55|HP|7.9 x 3.5 x 1.7 inches
802|Memorex 52x Write-Once CD-R With LightScribe Technology - 10 Pack Slim Jewel Case||8.88||Memorex|
803|Scosche KA2064B 2005 Kia Sportage ISO Kit|KA2064B|15.88|0.4|Scosche|15.0 x 7.0 x 1.5 inches
804|Belkin Grip Ergo for iPod|F8Z524TT064|10.54|0.16|Belkin|6.3 x 5.0 x 1.5 inches
805|Apricorn 250GB Padlock 256-Bit Hardware-Encrypted Portable Drive|A25-PL256-250|109.84|1.0|Apricorn|8.11 x 6.18 x 2.72 inches
806|Tablemate Table Set Heavyweight Plastic Rectangular Table Cover 6pk|549WH|13.97|2.032||14.7 x 8.7 x 1.7 inches
807|Logitech 910-000872 MX Anywhere Mouse|910-000872|59.82|0.75|Logitech|7.3 x 6.0 x 1.3 inches
808|Cables To Go 29563 7 Port Aluminum USB 2.0 Hub|29563|31.88|0.85|Cables To Go|4.86 x 4.59 x 2.16 inches
809|Belkin F3U138V03-RTC USB 2.0 Retractable Cable|F3U138V03-RTC|9.88|0.11|Belkin|6.57 x 4.59 x 0.45 inches
810|StarTech.com ICUSB1284 6 ft USB to Parallel Printer Adapter|ICUSB1284|15.88|0.45|StarTech|8.55 x 5.85 x 2.25 inches
811|Aleratec Inc CD DVD Shredder||61.88||Aleratec|
812|Accell GreenCable Series 1m HDMI-A 1.3 Cable|B103C-003F-40|13.77|0.3|Accell|39.6 x 0.75 x 0.2 inches
813|Draper Glass Beaded Paragon Electric Screen - AV Format 20 x 20|114084|3794.5|805.0|Draper|
814|Da-Lite Dual Vision Tensioned Cosmopolitan Electrol - AV Format 7 x 9 diagonal|84986|2346.99|92.0|Da-Lite|
815|Draper M1300 ShadowBox Clarion Fixed Frame Screen - 133 diagonal HDTV Format|253018|1195.99|46.0|Draper|
816|Atrend-Bbox A361-10CP B Box Series Single Speaker|A361-10CP|56.88|20.2|Atrend|26.6 x 16.25 x 10.5 inches
817|SKB Cases RX Series Rugged Roto-X Shipping Square Case 25 1 4 H x 30 1 2 W x 30 1 4 D outside|3SKB-X2828-22|499.99|46.0|SKB Cases|28.0 x 28.0 x 22.0 inches
818|Incipio iPod Touch 4G SILICRYLIC Hard Shell Case with Silicone Core All Black|IP-904|28.5|1.0|INCIPIO|4.6 x 2.5 x 0.2 inches
819|RCA 9  Portable DVD Player|DRC99392|0.0||RCA|10.47 x 7.2 x 1.85 inches
820|Asus ENGT430 DC GeForce GT430 1GB DDR3 Graphics Card|ENGT430 DC S/DI/1GD3|84.88|1.8|Asus|12.0 x 8.7 x 2.3 inches
821|Centon 8GB SDHC Memory Card|RC8GBSDHC4|17.49|0.05|CENTON|1.23 x 0.92 x 0.08 inches
822|Da-Lite Da-Glas Standard Rear Projection Screen 81 x 108 Video Format|27917|5391.99|1005.0|Da-Lite|
823|Da-Lite High Contrast Matte White Model C Manual Screen - 8 x 10 AV Format|93221|616.0|66.0|Da-Lite|
824|Cooler Master Centurion 5 II Mid Tower Chassis Black w Clear Side Window|RC-502-KWN1|67.82|22.0|Coolermaster|19.1 x 17.3 x 8.0 inches
825|Fellowes Proton 180 18  Rotary Trimmer|Proton 180|35.69|4.3|Fellowes|27.75 x 8.87 x 3.25 inches
826|Email Delivery Tracfone 450-Minutes Wireless Airtime Card|9840|79.88|1.0|Tracfone|1.0 x 1.0 x 1.0 inches
827|Sceptre 24  ultra-slim E240LC-FHD|E240LC-FHD|179.0|15.8|Sceptre|22.5 x 16.9 x 7.7 inches
828|Inland Pro 6-Sheet Paper Shredder|5301|28.54|5.0|Inland|14.7 x 12.13 x 7.09 inches
829|Joby Gorillapod Original Yellow|GP1AYEN|19.94|0.55|JOBY|8.3 x 4.8 x 2.9 inches
830|3M Dry-Erase Board w Marker Accessory Tray 8 x4 Mahogany||771.59|56.0|3M|
831|Premiertek Hi-Speed USB 2.0 to SATA or IDE 2.5  Drive Adapter|SIDE-0002|25.88|0.75|PREMIERTEK|7.0 x 5.0 x 2.0 inches
832|Mukii TIP-PU301CB 2-Port USB 3.0 ExpressCard|TIP-PU301CB|32.0|0.5|MUKii|8.09 x 6.4 x 1.14 inches
833|AT T 1739 Adjunct Answering Machine System|1739|16.46|1.1|AT T|5.71 x 4.94 x 2.4 inches
834|CyberPower 825VA 450W Intelligent LCD Battery Backup UPS|CP825LCD|88.73|14.85|CyberPower|15.5 x 9.0 x 8.0 inches
835|Sima USB FireWire Multi-Adapter Cable - USB A And FireWire To USB B Mini B 5-Pin Mini B 4-Pin Mini 8-Pin Flat And FireWire|SUO-200M|20.88|0.52|Sima|11.75 x 5.0 x 1.5 inches
836|Marware Eco-Vue for iPad|602956006572|54.99|1.0||10.5 x 8.0 x 0.9 inches
837|Jabra Wireless Flexboom Mono Headset With Noise Canceling Microphone|9125-28-15|198.0|2.4|Jabra|11.5 x 7.37 x 2.36 inches
838|Motorola Dect 6.0 Cordless Care|K301|30.84|1.75|Motorola|7.09 x 4.33 x 4.0 inches
839|HP HP 72 Ink|C9371A|76.65|0.541|HP|
840|Siig CB-NMS012-S1 Serial Cable|CB-NMS012-S1|8.88|0.42|SIIG|5.85 x 4.95 x 0.9 inches
841|Sony Portable Handycam AC Adaptor|ACL100|45.0|0.86|Sony|9.0 x 6.0 x 3.0 inches
842|Draper Glass Beaded Ambassador Electric Screen - AV Format 9 x 12|113023|1985.75|237.0|Draper|
843|3M Monitor Stand for CRT   LCD|MS80B|39.88|5.22|3M|19.5 x 11.5 x 1.8 inches
844|Draper AT Grey Signature Series E Acoustically Transparent Screen - 108 diagonal Widescreen Format|111595|5419.45|146.0|Draper|
845|Coby Red 2-In-1 Stereo Headphones   Earphones CV215RED|CV215RED|17.48|9.0|Coby|7.25 x 5.8 x 2.88 inches
846|Accell UltraAV DisplayPort Multi-Monitor Adapter|K088B-001B|149.0|0.94|Accell|9.0 x 8.0 x 2.5 inches
847|SKB Cases LS Series Luggage Style Transport Case 7 11 16 H x 21 1 8 W x 15 3 4 D outside|9P2014-01BE|114.99|9.0|SKB Cases|20.375 x 14.0 x 7.0 inches
848|Clarion Half-Din Graphic Equalizer with Built-In Crossover|EQS746|99.99|1.72|Clarion|8.1 x 6.1 x 1.7 inches
849|Columbian Invitation Envelopes with Grip-Seal 4.375 White 100-ct|CO598|9.54|0.957|Columbian|
850|3M Laptop LCD Privacy Computer Filter PF15.6W|PF15.6W|47.17|0.55|3M|15.0 x 12.0 x 0.3 inches
851|Avery Index Maker Clear Label Unpunched Dividers with White Tabs|11442|77.18|1.938|Avery|
852|Da-Lite Da-View Thru-the-Wall Rear Projection Screen - 60 x 80 Video Format|23046|13997.99|809.0|Da-Lite|
853|Da-Lite Matte White Concord Designer Manual Screen - 70 x 70 AV Format|76454|923.99|25.0|Da-Lite|
854|V7 DS1SA Single Arm Desk Monitor Mount||74.99||V7|
855|Endust LCD and Plasma Screen Cleaner for Small Screens|11575|17.84|0.85|Endust|8.75 x 5.0 x 1.5 inches
856|Da-Lite HC Cinema Vision Tensioned Cosmopolitan Electrol - AV Format 7 x 9 diagonal|89892|2240.0|92.0|Da-Lite|
857|TRENDnet TEW-690AP Wireless N Access Point|TEW-690AP|139.82|1.0|TRENDnet|7.5 x 5.5 x 2.5 inches
858|Netgear ProSafe SRX5308 4-Port VPN Appliance|SRX5308-100NAS|448.0|6.85|NETGEAR|17.0 x 10.0 x 4.0 inches
859|Office Snax Fancy Assorted Hard Candy 2 lb|70009|8.69|2.254||7.1 x 7.1 x 5.0 inches
860|Lifeworks LWDV310FB Black 5MP Flip Style HD Digital Camcorder 1.44  LCD Display HD Recording|LWDV310FB|49.99|0.2|LIFEWORKS|4.61 x 2.52 x 1.04 inches
861|Chief Manufacturing Dual Swing Arm LCD Wall Mount||143.2|8.0|Chief Manufacturing|12.18 x 8.18 x 2.15 inches
862|Nokia Travel Charger|279044|20.53|0.2|Nokia|9.0 x 4.0 x 2.5 inches
863|CoolMax HD-389-U2 3.5  SATA External Enclosure with USB 2.0 Port|15333|17.84|1.55|Coolmax|10.0 x 7.5 x 2.5 inches
864|Fellowes Office Suites Monitor Riser 8031101|8031101|38.88|5.75|Fellowes|20.5 x 15.5 x 10.75 inches
865|Hello Kitty Computer Accessories Bundle with Keyboard Wireless Mouse and USB Flash Drive||48.0|||
866|GE RCA Extension Adapter 2pk|32630|0.0||General Electric|1.25 x 1.0 x 0.25 inches
867|APC Premium Audio Video Surge Protector 8 Outlet with Coax Protection 120V|P8V|39.0|4.1|APC|18.0 x 7.0 x 2.0 inches
868|MacCase MacCase 15  MacBook PowerBook Pro Sleeve|82262|39.96|2.0|MacCase|15.5 x 11.5 x 0.5 inches
869|Sylvania SDVD7027 7  Portable DVD Player Black|SDVD7027-BLACK|59.0|3.2|Sylvania|10.575 x 8.82 x 3.15 inches
870|HP CB40 Toner 7500 Page-Yield|CB400A|249.23|4.85|HP|
871|AOC 2236VW 22  Widescreen LCD Monitor in Piano Black|2236VW|129.0|15.07|AOC|22.9 x 15.5 x 5.1 inches
872|Verbatim 95407 2GB Secure Digital Card|95407|11.88|0.1|Verbatim|5.4 x 3.4 x 0.4 inches
873|Samsung CLP-W300A Waste Toner Box|CLP-W300A|15.84|0.4|Samsung|4.9 x 3.8 x 3.2 inches
874|Quantum MR-S4MQN-01 DLTtape S4 Cartridge|MR-S4MQN-01|97.88|0.62|Quantum|4.28 x 4.05 x 1.8 inches
875|Bravo View 12.1  OVR-121WFM Overhead Monitor|OVR-121WFM|148.0|5.95|Bravo|19.4 x 15.4 x 13.9 inches
876|Sony RF Wireless Headphones MDRRF925RK|MDRRF925RK|53.0|2.42|Sony|13.0 x 10.0 x 4.75 inches
877|Cyber Acoustics Monitor Lapel Microphone|ACM-1B|10.98|0.08|Cyber Acoustics|4.5 x 4.0 x 1.0 inches
878|SIIG Wireless Multimedia Keyboard   Mouse|JK-WR0212-S1|29.82|2.05|SIIG|21.0 x 7.1 x 2.0 inches
879|Pilot Q7 Retractable Gel Roller Ball Pen Refill Fine Black 2 count 3-pack||6.0|0.019||
880|Samsill Altego 15.6  Sleeve Pink|36023SAMSILL|25.0|1.2|Samsill|15.7 x 11.3 x 1.1 inches
881|Audiovox Pillowz Stereo Earbuds Black|HP59BK|7.88|1.0|Audiovox|5.5 x 1.8 x 1.0 inches
882|Griffin Tablet Stand|GC16044|33.88|0.6|Griffin|9.9 x 5.9 x 1.5 inches
883|HP 901 Black Inkjet Cartridge Twin Pack|HP CZ075FN#140|26.98|6.17|HP|1.0 x 1.0 x 1.0 inches
884|Avery Copper Reinforced Leather Tab Dividers 12-Tab Jan-Dec Letter Black 12 Set|25181|6.47|0.206|Avery|
885|Ampad Evidence Perf Top Legal Red Margin Rule White 50-Sheet Pads Pack Dz.|20320|15.77|6.002|Ampad|
886|Da-Lite High Power Model B Manual Screen - 60 x 80 Video Format|77324|264.99|24.0|Da-Lite|
887|Da-Lite Dual Vision Tensioned Advantage Deluxe Electrol - HDTV Format 92 diagonal|88285|4242.99|135.0|Da-Lite|
888|Startech 6  DVI-I Dual Link Digital Analog Port Saver Cable|DVIEXTAA6IN|12.18|0.19|StarTech|8.78 x 4.96 x 0.47 inches
889|Logitech Wireless Mouse M310 Bundle||29.88|||
890|Q-See QC444-411-5 4-Channel Video Surveillance System|QC444-411-5|299.82|15.05|Q-See|18.15 x 14.25 x 12.45 inches
891|Sabrent SATA to IDE Ultra ATA Mini Converter Board|SBT-SCIDE|10.88|0.75|Sabrent|10.0 x 8.0 x 2.8 inches
892|PremierTek PL-2301A POWERLINK Amplus Wireless Range Extender|PL-2301A|45.88|1.05|PREMIERTEK|8.7 x 5.9 x 2.7 inches
893|Samsung 470 Series 128GB SATA II Solid State Drive|MZ-5PA128/US|199.0|0.5|Samsung|5.3 x 4.1 x 1.3 inches
894|SOLO Cup Company Guildware Heavyweight Plastic Teaspoons 1000ct|GBX7TW|79.97|12.5|SOLO|13.1 x 9.8 x 8.2 inches
895|Diaper Dude Black Coated Grey Digi Laptop Sleeve 13|207492|32.0|1.0|Diaper Dude|13.5 x 10.5 x 1.3 inches
896|Samsung S2 640GB USB 3.0 Portable External Hard Drive Red|HX-MTA64DA/G42|78.88|0.75|Samsung|7.25 x 5.5 x 1.5 inches
897|Sony DR320DPVB VOIP PC Audio Headset Black|DR320DPVB|28.39|0.65|Sony|9.77 x 8.78 x 3.35 inches
898|TP-Link TL-SC3171G Wireless Day Night Surveillance Camera|TL-SC3171G|172.0|1.7|TP Link|11.5 x 9.0 x 2.75 inches
899|FileMate B2020 Wireless Standard Keyboard and Mouse Bundle Black|3FMNB2020WBK-R|14.82|2.5|Wintec|21.0 x 6.4 x 1.75 inches
900|iFrogz Backbone Case for iPad 2 Black|IPAD2BAKBLK|34.99|0.2|iFrogz|10.0 x 8.0 x 0.71 inches
901|Level TV Wall Mount Full-Motion Mount for 10-30  Flat-Panel TVs DC30T|DC30T|35.0|2.65|Level Mount|13.75 x 9.75 x 1.5 inches
902|Midland Behind-The-Head 2-Way Radio Headset 2-Pack|AVP-H5|22.27|0.6|Midland|12.5 x 9.5 x 3.0 inches
903|Scosche 1974-Up Ford Chrysler Jeep Multi-Purpose Kit Including 1999-Up Grand Cherokee|FCJ1276AB|11.37|0.69|Scosche|8.0 x 4.5 x 2.5 inches
904|Elite M119XWS1 Screens Manual Series Pull Down Projection Screen|M119XWS1|96.84|24.47|Elite Screens|84.78 x 4.77 x 4.5 inches
905|Targus AKB04US Slim Internet Media USB Keyboard|AKB04US|29.0|1.7|Targus|18.0 x 6.25 x 0.75 inches
906|StarTech.com CB2EC ExpressCard to PCMCIA Adapter Card|CB2EC|52.82|0.35|StarTech|7.79 x 5.67 x 1.7 inches
