lid,rid
49983,186440
560383,973102
693296,1191001
41026,580820
767799,796517
812122,1017233
1106068,1136513
758030,1003037
286016,1194697
762330,773433
598728,767650
586081,1050636
439660,993124
341597,935955
447831,935904
168378,298875
456818,752766
1133246,1133781
282566,506623
362984,1042307
40426,299703
249495,940949
594216,1182984
30549,452275
563488,733057
122433,197645
325171,1080096
514890,894669
376504,1042554
29005,812122
486796,807816
1133781,1205365
727261,1206040
270354,469315
18214,766615
98921,1000736
733057,756693
453815,623181
767133,1124966
387980,991052
876089,1067672
845488,879839
282566,767650
64846,93475
106852,935955
1082548,1099381
455041,545887
504296,1059199
286016,547526
265361,901351
49983,852031
751312,1210449
270354,1048089
425105,845791
635762,1064412
49695,763705
544528,792738
6909,1011105
169719,519141
570612,1033376
79731,689133
743795,1070571
581486,693722
336140,737304
178503,680302
67134,172545
695203,919349
40253,918420
218957,776976
561586,878347
223434,279619
412257,455041
416758,754324
363047,1074505
620270,1158765
930665,1075314
489468,783340
310139,766615
229077,894229
287984,455041
220928,752497
344552,651513
64846,560383
718787,786326
366714,756693
176106,222078
784606,1131008
374403,796517
310697,479820
166742,569825
286055,1082548
398934,529281
84492,598728
767133,918424
791804,910262
767133,1058748
52035,693722
325973,920752
84825,388855
706713,1058184
464826,486357
966235,1082548
476435,1042554
337353,606341
524,706713
354468,1073850
325973,791804
758494,1039119
461086,510188
634018,1130438
50663,737048
53713,65442
796517,893889
418195,1060500
974408,1099381
311540,573593
70469,796994
469514,473826
853844,860031
685058,894755
1072027,1206229
228540,763705
543647,689358
18214,898213
146938,598728
524,803882
7644,1117925
968858,1202669
31931,356071
962717,1131008
93475,574266
916774,1174557
30549,836413
246589,851180
773433,1172518
300975,772976
660393,888932
1111284,1191347
153055,683357
49983,742514
231001,269105
560842,653981
820274,863965
336140,537793
707753,894755
42281,1015893
530580,581729
978481,1134963
82987,115085
325171,918420
79658,418290
574266,973102
865189,1052055
16240,164255
947798,1080096
363423,521003
795041,923098
178503,560842
376504,476435
922849,1140300
406193,860878
698552,994513
75804,915302
391371,885857
382431,1069564
158213,317453
54773,74481
1019102,1066924
220928,569381
365144,396476
21192,984303
469315,577588
241468,1099371
880309,1153215
469315,1081150
178503,1052740
781766,856645
32241,269105
703699,966955
155168,239428
147746,265361
18852,581962
269899,412257
701796,1150933
585269,915302
197379,957710
644180,1058184
224432,894229
23568,1024761
894229,1003394
311540,1134673
193817,1188969
403101,405512
164255,858374
72067,973208
68345,246589
191681,1196320
733057,896202
49983,851180
218780,529895
893889,1069116
245660,412257
672324,1173791
425589,453707
809314,1060500
581729,668048
815557,1050553
110355,1077555
676113,1139241
726544,896355
75804,230489
40253,1146755
533106,784606
307324,862821
211912,325171
469315,1185121
355855,560751
529661,837395
68296,894755
224905,458492
109559,1117550
366300,479117
1133246,1153215
97504,669505
767650,1173287
290170,792263
765719,1052352
361839,703699
164122,657984
641047,763705
659115,944678
453707,652202
239273,1006568
177477,187319
139024,443604
406193,1033730
366714,896202
60252,544528
53560,169045
106852,341597
503510,885085
304308,843707
286055,543647
958624,1069564
87437,907486
955539,1133246
895029,1104830
231001,601915
300967,966955
758030,820274
365809,853844
918424,1058748
439660,944678
51751,149320
52035,581486
158213,172545
315859,796994
4644,1071626
311540,852029
542698,1177813
880309,995884
637892,1115182
71920,742273
214249,894755
25174,128859
286055,1099381
80932,692722
98775,335820
767650,861210
806628,860878
63135,1090221
30549,953700
609334,916774
661711,889067
602189,812460
290170,1124481
3233,86845
966235,1099381
555754,1117350
301411,704160
365356,837395
486017,1184348
698552,982057
830684,1139427
310139,1119831
836413,953700
9091,706713
270354,577588
259785,706713
796994,1126736
279844,700151
1090221,1131983
450050,685492
325171,1146755
225224,239428
519141,572376
694147,1033376
230489,1196320
231001,403101
128735,224870
197379,955197
63135,638687
9091,803882
843707,1119211
78301,1176981
911606,1060112
510622,1202669
453815,894229
290170,641047
287673,880309
685492,1196320
1058184,1202955
30549,1001298
752497,1126736
804127,1136513
1017299,1130824
484123,819627
778978,792738
131917,693549
659115,1036612
639724,1130824
639724,1013131
418195,809314
727261,991583
23982,695546
701428,1048766
340104,898213
197379,725494
469514,680302
193817,380675
234753,1000736
171489,714780
151704,581486
597075,906752
6909,806097
853844,957710
156708,300967
147746,1147790
193817,884057
4300,425589
804127,1071486
1011605,1088383
439660,1036612
224870,1172518
459931,672324
149609,1060500
783340,796517
150791,567826
18852,1122472
220928,315859
537793,634606
187319,581962
262815,1033376
773433,1073850
780644,1124481
429810,870143
231001,1176622
128859,1090221
715814,865877
74481,187319
185483,376899
49177,912267
413249,550979
284933,762330
1042554,1131772
615745,804127
573346,615365
352827,382431
40253,962196
803882,1058184
60252,778978
796517,1069116
311540,1213127
345880,1195986
281809,330488
153130,1075449
161119,1066367
52035,529281
69596,312805
311651,911606
269899,1180088
819627,1045416
75804,585269
84825,861210
812122,918424
935955,1058449
155168,901351
812122,1058748
32241,1176622
1016351,1181858
169836,847798
203799,714289
354468,1050636
49235,574266
258892,285949
570612,1133381
27795,1118964
657984,737304
544528,1195986
473826,680302
313523,738050
69596,1126736
30549,54473
246589,885085
245660,287984
6909,754324
1033376,1133381
245660,1180088
32241,152537
197645,453815
356071,1064412
29005,281809
9213,685058
551643,655875
18214,170925
469514,560842
932308,1123797
533106,1098976
298875,317453
569381,752497
382431,1181858
352827,1016351
191681,403966
286055,966235
962196,1185370
197379,365809
19706,366357
458492,723126
256056,301411
1133781,1153215
991583,1077555
940949,1071486
691105,1144172
1036926,1138185
560842,758030
865766,993124
455041,559932
504914,783340
224905,850024
1025600,1171366
186440,503510
211912,468076
661711,885857
337548,655666
428967,936053
148631,966235
193817,830684
509986,977849
905068,1192497
543647,675835
547526,659115
151704,529281
185373,1169248
858374,962196
160607,884123
639724,1017299
756110,1066178
772166,1003394
241208,568620
544528,1123797
853844,955197
207532,869193
179870,311540
483825,567826
697870,880309
214249,701771
47884,723126
428967,550979
300764,990225
763705,792263
427531,873090
250350,1113458
647958,812460
84492,767650
873151,968858
358838,659115
123857,1105561
683357,695546
16240,325171
471902,927108
712925,1140647
529606,707507
559932,659081
259785,737955
291673,1126593
1058449,1146042
299703,1131772
374403,489468
406193,919642
155048,962717
208644,453707
473826,560842
177180,559882
425589,683357
262594,1047869
880309,955539
62204,99025
481647,522756
82351,581729
756693,912267
304308,413184
68345,742514
64929,351175
798376,947523
573593,866050
737048,1056318
473826,1052740
279844,1003037
297216,623181
693296,792263
229077,847798
427531,732105
958624,1181858
297216,370991
286016,865766
367660,1188362
763705,1124481
286623,578333
364167,427531
252120,940978
365809,984303
300333,310150
852031,885085
187319,1122472
635762,1131810
249495,1071486
180628,197379
623181,1003394
230489,403966
120380,968858
335923,365356
4300,683357
698422,714029
385301,447829
169045,503510
112331,306197
370486,1115910
465666,913551
187319,1146042
386383,644180
1141864,1198374
425589,444241
794186,861538
11438,626604
109377,498794
685058,910354
288826,311540
40426,376504
4943,224870
452275,836413
744734,1205292
467265,635762
350060,459931
667402,980957
661339,1158931
68345,851180
78301,661339
29005,1017233
291267,1056318
250251,300333
110355,572376
99025,1191001
370991,847798
49695,295618
524,1202955
533939,760668
805961,979883
455041,1026192
47884,1134963
224870,1073850
245660,551867
246589,418013
245660,1106842
74481,177477
707753,910354
345880,873151
418195,425774
389819,447282
4300,444241
153096,347126
1074505,1134963
352827,902767
18852,1058449
978481,1117350
559932,915812
453707,695546
151827,973102
479820,1111763
418962,1013172
609334,1130824
557660,571435
506623,1144172
425589,550427
363423,524035
385789,545058
798376,958624
56283,1194697
544528,873151
296919,853266
410735,635762
366618,543802
370486,966235
391688,866050
797779,839894
300967,361839
350528,860031
784606,1098976
53560,503510
675835,966235
270399,349296
812460,1154436
70469,1090221
304308,1119211
243953,561586
175606,362398
1106842,1180088
737048,991052
228540,295618
1050553,1106422
6909,891716
188132,714780
4300,550427
729122,1040986
683740,817037
473804,810881
300967,703699
323761,923173
820274,1052740
305889,743795
300333,1060500
150791,265361
269899,1026192
155048,1131008
470729,860878
773433,1050636
179870,866050
56283,547526
204194,1147681
9213,1050553
186440,852031
304308,945616
459254,812460
152537,231001
521003,524035
962717,1098976
884106,1191781
371468,675458
723145,1107993
312805,796994
68296,910354
31931,410735
98921,323761
896202,1150933
376504,452275
4300,23982
270661,666696
418013,474248
701771,815557
446415,744732
248872,499619
820,675209
169719,1206040
317453,425879
239428,567826
973208,1147790
164255,1080096
657984,712019
880265,915812
1036612,1194697
284933,586081
778978,968858
299036,1004296
68296,815557
284475,836001
93475,151827
291267,991052
93475,906496
581047,1133381
555754,1074505
25174,312805
199230,497272
956143,977639
4216,766615
865766,944678
177477,581962
262815,1133381
83514,594353
406193,919972
60252,345880
169045,186440
1124957,1145102
166742,947523
16240,468076
88633,135868
648979,916692
189081,772627
225224,977639
643202,700151
452275,953700
450050,915302
214249,910354
786727,1151387
164255,211912
248521,588758
178503,1003037
264360,616379
454372,498680
472753,1051610
723126,850024
404990,1123959
555754,978481
559932,1106842
530580,869083
918420,1080096
484123,1045416
18043,1177813
164122,634606
1478,571435
581047,1158384
128735,207630
800439,1192600
1117550,1164725
237975,1142990
139024,269105
34382,519503
186440,742514
288826,866050
387980,737048
532152,860878
343611,1176573
966955,1084803
452275,1001298
796994,1131983
1019417,1212654
169045,852031
376471,409715
475864,707507
847766,1067312
810967,855054
16240,63417
1080096,1185370
9091,1202955
609458,723795
726544,1149846
311651,1060112
338045,748183
854255,1102466
279844,820274
439975,1137895
432231,1009867
348612,581047
804127,1106068
752497,1131983
128932,995538
469071,973908
645947,816599
158213,425879
865766,1036612
315859,1090221
54773,190900
53560,186440
347126,815557
4216,898213
470648,479634
168378,1139427
691105,1173287
322748,1054519
297216,894229
727261,1077555
121921,1130438
111675,356071
164255,918420
944678,993124
166742,958624
545887,659081
861210,1144172
161758,298875
509408,1207849
62204,780644
85292,350528
150791,1147790
1478,470729
30227,1168703
171489,533106
880265,1106842
74481,581962
420746,1148338
245660,455041
562738,1136316
364167,873090
243953,1106153
128735,762330
361839,1084803
595403,1117350
281813,412257
175022,492739
287775,1071841
691105,861210
1011105,1015893
437907,1089779
64846,973102
634606,737304
53560,852031
737955,1010517
607633,1122073
204323,603533
156708,1084803
116937,506623
476435,836413
325171,611017
459931,1173791
286055,370486
577588,997247
906447,1028013
18214,310139
943549,954147
1058449,1113657
72067,239428
64790,164122
69596,1131983
639724,1174557
680302,863965
571435,860878
122433,453815
191681,991357
300333,809314
529281,842630
364167,732105
172545,298875
33762,554429
446370,973036
148631,370486
224870,1050636
177477,1122472
263882,916617
77029,962064
9213,214249
415812,864807
557660,561426
345880,544528
419009,1148846
623594,946211
295148,836435
116937,767650
338567,974551
993124,1036612
1013131,1210449
603533,712179
898213,1119831
1081150,1185121
31629,822053
982057,1056318
766615,1119831
786727,843707
23982,425589
208644,550427
40426,836413
45895,509685
65676,773433
899548,910262
737048,994513
701771,1138185
2244,454415
1026192,1180088
559882,936053
641326,977238
338228,972991
560142,783610
227974,376504
106852,190900
337514,719768
211912,858374
545887,915812
693296,780644
128735,931655
792738,968858
120380,932308
4216,1119831
31931,635762
955197,957710
187319,1113657
152356,634018
706713,803882
303124,864809
911606,1130824
911606,1013131
224870,773433
893889,1166277
123652,804127
386383,706713
262594,468106
483825,1147790
70469,128859
635762,1033086
21192,197379
84825,691105
450924,1039258
635762,895242
730688,792675
76293,132806
303333,634606
121921,634018
450050,585269
64790,256056
230531,726125
287863,795932
1082548,1167210
569825,1069564
60252,792738
850024,1134963
116937,146938
50739,330488
386383,803882
884057,1188969
6789,354937
506623,1173287
798376,947172
567638,658420
560842,643202
291267,994513
164255,1146755
5476,287673
29005,918424
959248,993124
173774,645008
269105,405512
29005,1058748
418275,1101629
139024,1176622
650658,1111763
475864,529606
692722,1147910
312805,752497
529281,1174681
147746,977639
230489,991357
330488,361657
234753,323761
29156,1175972
124131,960901
250251,474444
178503,820274
762330,1172518
816998,918621
953700,1131772
155048,784606
139024,152537
6909,1015893
341597,1058449
82351,530580
932308,1202669
543647,757704
388855,1173287
470729,919642
707753,1106422
522756,650658
901351,977639
458492,1117350
122433,169836
197332,325973
49695,62204
644180,706713
1001298,1042554
4943,207630
87437,227468
751312,916774
506623,861210
74481,1122472
1022702,1137173
701771,1036926
197645,772166
345880,1202669
555754,1182984
350528,725494
166742,382431
1010517,1058184
487925,1052055
476435,953700
25174,70469
412257,545887
978481,1074505
738050,772976
32217,142535
64790,1059756
953298,1177813
352827,569825
49983,169045
918420,1146755
347126,1138185
974408,1167210
224432,1003394
1478,561426
179870,391688
644180,803882
413184,1137173
815557,894755
287984,545887
68345,418013
149609,300333
543647,974408
887210,913551
702173,1115910
544528,1202669
106852,1058449
47884,1117350
190900,341597
229077,297216
63135,69596
388855,861210
737048,982057
281813,287984
304308,1022702
284475,990766
476435,1001298
281813,1180088
786844,1158384
806097,1011105
1074505,1117350
40426,953700
220928,1126736
918424,1160846
298875,425879
180628,853844
545887,1106842
835116,864807
1121690,1131772
567826,901351
561426,860878
911606,1017299
250251,350060
530580,1164725
286016,659115
61849,387980
886603,1198374
702173,757704
310697,650658
376504,1121690
279844,469514
345880,510622
479820,481647
19706,1205365
139024,231001
653815,804127
40426,1001298
284933,773433
4943,762330
259785,386383
23982,683357
291267,982057
85292,860031
204323,712179
4216,170925
290170,763705
659115,1194697
706713,737955
169719,727261
934163,970876
207630,762330
82351,869083
1106153,1174681
702173,974408
350528,365809
446415,893889
64790,737304
187319,760342
885857,1141864
317453,380675
347126,1036926
754324,831517
147746,956143
265412,1191001
281809,1017233
177477,1058449
439660,1194697
84492,691105
634606,712019
56283,865766
214249,1106422
860878,1033730
386383,737955
489468,1069116
300333,425774
382431,798376
250251,418195
611017,858374
23982,444241
82987,712179
181972,1154436
88396,1131810
919642,1033730
224432,297216
179870,573593
239428,1147790
453815,1003394
487925,711415
944678,1036612
128735,586081
64790,303333
413249,529606
990766,1047869
166742,947172
146938,691105
253594,269105
68296,153096
573593,852029
243953,878347
609334,911606
653981,863965
439660,547526
169836,229077
443604,1176622
242741,653815
40253,1185370
224905,555754
956143,973208
13020,574266
40426,54473
102089,762330
551867,1180088
4943,931655
286055,1167210
119328,487925
25174,1131983
16240,858374
524035,973333
708271,1110120
732105,896355
602189,1154436
418195,474444
742514,852031
812122,1160846
259785,1010517
279844,473826
374403,744732
123652,249495
915302,1196320
23982,550427
231001,443604
947523,1069564
197379,219123
915812,1106842
148631,1167210
155048,1098976
1119211,1137173
111904,391371
586247,1143133
571435,919642
820274,1003037
701796,896202
281813,551867
866050,1134673
69596,220928
762330,1073850
281813,1106842
63417,468076
158213,380675
158213,168378
532152,561426
936053,959788
197645,229077
569825,1181858
772060,973102
361657,812122
179870,1134673
560142,795041
317453,830684
19706,697870
169836,623181
860031,957710
591381,653815
32241,443604
62204,693296
169836,370991
168378,317453
208644,652202
363423,973333
994513,1056318
74481,1058449
595403,1074505
72067,150791
412257,915812
295618,1191001
47884,363047
465666,764143
154217,871488
325171,1185370
365356,529661
428967,529606
287984,915812
836413,1131772
510622,968858
19706,1133781
1017299,1060112
119328,484123
573593,1213127
639724,1060112
638687,796994
370486,689358
524,644180
595403,978481
211912,947798
72067,977639
786727,1119211
982057,994513
256056,737304
675835,689358
270354,864807
197645,370991
561586,1106153
563488,912267
206027,991052
270354,415812
701796,733057
499657,812122
1003037,1052740
863965,1052740
356071,1033086
69296,798376
356071,467265
3983,31483
356071,895242
69596,638687
959248,1036612
179870,852029
258892,464826
25174,752497
792738,932308
4943,65676
786727,945616
197332,920752
177180,707507
978481,1182984
853266,1158931
123652,591381
287673,366357
63135,70469
63135,796994
180628,984303
5476,1205365
474248,851180
52035,398934
256056,303333
425879,1139427
598728,1144172
246589,503510
473826,820274
158213,830684
757704,966235
487925,865189
54473,1131772
852029,1134673
93475,860539
963483,1169011
894755,1138185
52035,151704
80932,616379
60252,120380
4300,208644
743795,1067290
178503,653981
229077,623181
30549,376504
1113657,1122472
111675,410735
310150,1060500
428967,959788
1174557,1210449
219123,984303
860031,955197
1139427,1188969
453707,683357
60252,1123797
282566,1144172
601915,1176622
694147,786844
1080096,1146755
760342,1122472
458492,595403
675835,1167210
860878,919642
947798,1185370
706713,1202955
253594,1176622
68345,169045
311651,1013131
835116,1048089
64790,712019
358838,959248
25988,798376
335923,1129109
25174,569381
288826,852029
151704,398934
128859,796994
561426,919642
866050,1213127
569381,1126736
31931,1064412
412257,559932
370991,623181
850024,1117350
458492,1074505
940949,1195485
47884,595403
279844,680302
4943,586081
386383,1202955
361839,966955
350060,1060500
179870,1213127
291267,698552
211912,1080096
65676,102089
287984,559932
468076,858374
68296,347126
116937,282566
207630,586081
613697,1176622
156708,966955
31483,233860
82351,1164725
149609,474444
856645,991583
945616,1119211
325973,899548
458492,978481
529606,936053
894755,1036926
47884,1074505
123652,1195485
543658,668048
529281,878347
147746,973208
354468,931655
698552,991052
281813,455041
1136513,1195485
415812,577588
169719,1077555
122433,772166
281809,1124966
21192,860031
415812,1081150
21192,853844
618141,1011105
206027,291267
220948,850024
6909,42281
282566,388855
214249,347126
64790,704160
947523,1181858
1144172,1173287
453707,550427
701771,707753
901351,973208
689358,757704
503510,742514
9213,894755
894755,1050553
85292,725494
644180,1202955
9091,644180
911606,1174557
31483,349989
744732,1069116
75804,450050
615745,1071486
47884,978481
206476,653815
330488,499657
298875,380675
515093,1011105
102089,586081
99025,780644
543658,1117550
279844,560842
689358,974408
288826,1213127
281809,918424
31931,88396
762330,1050636
60252,873151
169836,894229
415812,1185121
281809,1058748
5476,1133781
18852,106852
164255,611017
149609,350060
647958,963160
119215,916960
723126,1134963
311651,1017299
177180,529606
336140,1059756
878347,1174681
25174,220928
115085,1110120
659081,1180088
4216,310139
153096,685058
503510,851180
344552,1147910
211912,918420
94708,313481
653981,758030
615745,653815
246589,852031
692722,996994
733057,912267
609334,1060112
595403,1182984
869083,1117550
88396,895242
652202,695546
391371,889067
206027,994513
865766,1194697
242741,804127
65676,284933
197645,894229
256056,712019
72067,155168
616379,651513
483825,977639
459254,1154436
190900,1122472
85292,365809
310150,809314
403101,601915
347126,707753
149609,418195
54773,187319
860878,919972
25174,315859
345880,792738
363047,850024
150791,956143
19706,995884
243953,693722
224870,284933
67134,161758
161758,1139427
208644,695546
366714,912267
82987,1110120
653815,1195485
298875,830684
481647,650658
778873,1110120
474248,885085
919642,919972
111675,635762
264360,651513
806628,919604
561426,919972
659115,865766
760342,1058449
49235,860539
591381,804127
374403,893889
290170,295618
366357,1205365
469514,653981
489468,767799
446415,504914
75804,1196320
345910,1025600
560842,863965
246589,742514
831517,1015893
297216,1003394
611017,1080096
1478,532152
350060,809314
352827,947523
301411,537793
835116,1081150
977639,1147790
439660,865766
265412,792263
304308,1151387
940949,1120760
830684,1188969
1050636,1172518
153096,1138185
603533,778873
585269,1196320
382042,481647
510622,932308
172545,1139427
231407,974909
178503,758030
993124,1194697
225224,483825
878347,1106153
560383,860539
803882,1202955
653815,940949
9213,701771
559932,880265
910354,1138185
860539,906496
164122,301411
262594,284475
403101,1176622
122433,229077
56283,659115
16240,1080096
178503,279844
524,9091
598728,1173287
786727,1022702
169045,474248
250251,672324
54773,341597
224905,1117350
370991,894229
835116,1185121
206027,982057
1082548,1115910
211912,1146755
63417,858374
452275,1131772
50739,1017233
120380,692775
123652,242741
1060112,1210449
473826,653981
128859,752497
773433,931655
459254,963160
483825,956143
485530,894160
458492,1182984
106852,187319
935955,1122472
680302,700151
819627,1052055
16240,211912
310139,898213
282566,1173287
265412,641047
581962,1122472
475864,936053
1060500,1173791
155221,883644
598728,861210
300333,474444
382042,650658
249495,1120760
935955,1146042
352827,958624
93475,631205
804127,1200526
5476,1153215
560142,923098
311651,1210449
109559,668048
557660,919604
122433,370991
864807,1048089
732105,1149846
475864,550979
171489,962717
618141,806097
153096,1036926
634606,657984
47884,1182984
611017,918420
974408,1115910
358838,439660
29005,1160846
197332,888056
781766,1206040
61849,1056318
282566,861210
287863,550140
842630,1174681
352827,1069564
243953,581486
1074505,1182984
50663,387980
335923,837395
115085,204323
53560,474248
68345,503510
361657,1017233
918424,1124966
515093,806097
153096,1050553
910354,1036926
366357,697870
111904,1141864
239428,977639
65676,354468
574619,1185171
754324,806097
299703,1042554
638687,1090221
659081,1026192
888056,920752
156708,361839
16240,918420
830684,884057
692775,932308
84492,1144172
418013,885085
115085,708271
296919,1158931
190900,1058449
366357,1133781
156708,703699
574266,860539
559882,959788
169719,572376
242741,249495
224870,354468
850024,1074505
365809,860031
207630,773433
84825,506623
940949,1200526
653815,1120760
19706,955539
643202,680302
115085,778873
310150,425774
82987,204323
989839,1131008
791804,888056
945616,1022702
499657,1017233
560142,979690
524,737955
850024,978481
49695,1191001
238972,873090
84825,767650
863965,1003037
489468,1166277
270354,1081150
569381,1131983
168378,425879
657984,1059756
915302,991357
1106422,1138185
269899,659081
1064412,1131810
206476,804127
109559,530580
815557,1106422
1050636,1073850
455041,1180088
1478,919604
85292,180628
533106,989839
446415,783340
65676,1172518
61849,991052
154217,655666
1060112,1174557
751312,911606
783340,893889
418195,672324
350060,425774
249495,615745
497272,1084803
102089,773433
245660,659081
238972,732105
842630,1106153
23982,208644
82987,778873
336140,712019
572376,856645
171489,1131008
812122,1124966
168378,193817
413249,936053
611017,1146755
530580,543658
224905,363047
67134,298875
191681,915302
406193,571435
270354,1185121
468076,1080096
25988,947523
9213,910354
286055,1115910
299703,476435
99025,693296
164255,1185370
228540,1191001
220928,1090221
249495,1200526
147746,483825
944678,1194697
239428,956143
792263,1191001
569825,798376
150791,973208
4300,153055
311651,1174557
425774,672324
60252,1202669
555754,594216
68345,186440
469514,758030
467265,1033086
106852,177477
18852,1146042
148631,1115910
631205,860539
152537,613697
932308,968858
643202,1052740
416758,515093
269899,287984
242741,591381
700151,758030
312805,1126736
220928,638687
16240,1146755
345880,968858
902767,947523
581962,1058449
1022702,1151387
287673,1205365
62204,792263
918420,1185370
639724,751312
744732,767799
70469,752497
325973,910262
336140,704160
940949,1136513
723126,1117350
744732,783340
398934,842630
843707,1137173
544528,968858
286016,959248
947798,1146755
410735,467265
68345,852031
864807,1081150
545887,880265
60252,510622
62204,290170
442963,485530
873090,896355
206027,737048
345880,1123797
504914,767799
570612,1158384
473826,758030
84492,506623
382431,1016351
772976,866237
49235,631205
560383,574266
543647,702173
148631,974408
245660,915812
197645,847798
206027,698552
1033376,1158384
653981,700151
64790,657984
25988,958624
62204,1124481
122433,894229
325171,962196
230489,915302
991357,1196320
193817,1139427
40426,1131772
421049,498680
352827,1181858
468076,918420
161758,317453
366357,1153215
146938,506623
819627,865189
78301,853266
455041,551867
123652,1071486
458492,555754
641047,1191001
265412,780644
483825,973208
864807,1185121
1001298,1121690
455041,1106842
9091,737955
468106,990766
618141,891716
365809,957710
47884,220948
62204,641047
61849,291267
300967,497272
413249,428967
561586,693722
188132,962717
668048,869083
931655,1172518
902767,958624
70469,569381
781766,991583
155048,171489
224905,595403
484123,1052055
284933,1172518
170925,340104
249495,1136513
146938,767650
348612,694147
32241,231001
242741,1195485
506623,598728
757704,1167210
532152,919604
47884,555754
959248,1194697
398934,1174681
225224,901351
784606,989839
352827,947172
50739,918424
444241,453707
111675,1064412
851180,852031
50739,1058748
403966,991357
754324,891716
330488,812122
692775,778978
29005,361657
32241,405512
172545,317453
224905,1074505
19706,1133246
123652,653815
344552,996994
84492,146938
935955,1113657
65676,1073850
388855,598728
164255,947798
675835,1115910
269899,551867
287673,697870
158213,298875
697870,1205365
54473,1121690
269899,1106842
885857,886603
147746,239428
962717,989839
69296,382431
850024,1182984
693296,1124481
315859,752497
341597,581962
206476,249495
1036926,1050553
537793,737304
591381,1195485
224905,978481
836001,990766
1048089,1081150
149609,672324
685058,815557
374403,504914
341597,1113657
947798,962196
191681,585269
269899,281813
63135,128859
120380,1195986
220948,723126
242741,940949
61849,994513
370486,757704
931655,1073850
168378,1188969
287673,1133781
62204,265412
361657,918424
783340,1069116
1117350,1134963
208644,425589
361657,1058748
74481,106852
707753,815557
653815,1136513
698552,737048
918420,947798
609334,1013131
530580,1117550
245660,281813
711415,819627
106852,581962
382431,902767
955633,1157566
178503,643202
295618,780644
365809,955197
264360,344552
557660,806628
69296,1016351
370486,974408
63417,1080096
170925,766615
439660,659115
450050,1196320
250251,1173791
313523,772976
468076,1146755
256056,657984
1048089,1185121
675835,974408
653815,1071486
70469,220928
406193,561426
338567,466926
153055,652202
365809,725494
382042,522756
798376,1069564
947172,947523
997247,1048089
694147,1133381
591381,940949
484123,711415
744732,1166277
116937,1144172
188132,1131008
153096,707753
1071486,1195485
238742,1054261
315859,569381
269105,613697
25988,382431
806097,831517
32241,139024
415812,835116
725494,853844
224432,453815
63417,164255
253594,443604
561586,581486
54773,1122472
72067,483825
80932,651513
1157227,1157566
1017299,1210449
1158931,1176981
842630,878347
53560,246589
581486,842630
171489,784606
504914,1166277
499657,1058748
639724,1210449
250251,459931
21192,180628
5476,366357
227974,476435
572376,781766
704160,737304
211912,611017
567826,1147790
230489,585269
609334,751312
687784,1210725
220948,1134963
152537,405512
70469,315859
206476,591381
239428,973208
1478,1033730
550979,707507
751312,1060112
860539,973102
151827,860539
25988,1016351
177180,936053
52035,842630
82351,543658
363047,723126
61849,982057
25174,1126736
953700,1042554
923173,1000736
31931,467265
31931,1033086
284933,1073850
311651,609334
1010517,1202955
214249,815557
391371,1141864
177180,550979
180628,219123
609334,1017299
947172,958624
75804,991357
569381,638687
168378,884057
281809,1160846
543647,1082548
242741,1120760
181972,687784
155168,225224
262815,1158384
116937,388855
382042,479820
634606,1059756
697870,1133781
18852,1113657
341597,1122472
991052,1056318
652202,683357
902767,1016351
1478,806628
69596,796994
737955,1058184
519141,856645
609334,639724
766615,898213
412257,880265
657984,704160
585269,991357
4943,102089
9213,1106422
341597,1146042
623181,772166
852029,866050
1017233,1124966
265361,567826
287984,880265
767133,812122
515093,618141
85292,219123
180628,350528
348612,1033376
581486,1174681
152356,1130438
147746,901351
286016,439660
376504,836413
581729,1164725
169836,1003394
69296,902767
880309,1133246
151704,842630
155048,188132
919604,1033730
602189,687784
529606,959788
106852,1122472
119328,819627
269105,601915
733057,1150933
208644,683357
300975,313523
912267,1150933
269899,455041
405512,613697
685058,1138185
60061,1042299
591381,1120760
544528,932308
106852,1146042
227974,1131772
287673,1153215
52035,1174681
363047,1134963
989839,1098976
702173,1082548
668048,1164725
206476,1195485
1017233,1058748
64790,336140
723126,1074505
707753,1138185
484123,865189
13020,860539
75804,191681
618141,1015893
84825,282566
661339,1176981
418195,1173791
269105,403101
197645,1003394
166742,1069564
9213,153096
902767,947172
208644,444241
312805,1131983
542698,953298
179870,231714
224905,1182984
170925,1119831
955539,1205365
65676,1050636
168378,830684
470729,571435
996994,1147910
442963,894160
350528,957710
474444,1060500
723126,978481
510622,692775
427531,896355
18852,54773
1017299,1174557
470729,806628
873151,932308
425774,1173791
310150,474444
940949,1106068
945616,1151387
25988,902767
754324,1015893
228540,792263
299703,452275
1071486,1120760
714780,962717
380675,425879
931655,1050636
284475,1047869
300975,866237
615745,1195485
171489,1098976
418195,459931
469514,643202
151704,1174681
559932,1026192
524,386383
206476,940949
50663,1056318
356071,1131810
707507,936053
177477,1146042
347126,685058
685058,1036926
265412,693296
242741,615745
122433,847798
229077,1003394
506623,767650
54773,1058449
246589,474248
798376,1181858
29005,1124966
49695,99025
169836,297216
68296,1138185
560842,700151
497272,966955
23982,153055
529281,561586
444241,550427
207630,284933
725494,984303
425774,459931
469315,835116
707753,1036926
685058,1050553
689358,702173
803954,1118157
18852,760342
543647,1099381
350060,474444
809314,1173791
231714,311540
376504,953700
405512,601915
29005,767133
643202,1003037
388855,767650
147746,150791
98921,923173
532152,571435
13020,49235
489468,796517
