lid,rid
300147,1059128
42401,628213
150471,1199995
204975,579374
29375,1009159
17565,78596
246181,503953
331031,598072
300147,480511
5585,953844
376435,984141
17565,1163520
10448,1207994
78596,345732
1023494,1132226
394970,709355
628213,1059233
141485,485193
298498,783266
144855,400589
253557,914304
380750,721161
244133,653168
160698,541098
896453,1101685
701429,1008271
480511,728794
604087,1046485
500039,769399
141485,777397
199300,279050
428253,1151303
281751,503953
271947,877788
17565,20371
504103,653168
106380,823803
565083,600291
975781,1042017
791068,813521
527144,886073
591235,1014258
1028923,1176803
328181,427882
555407,840632
836421,1125042
434374,823803
20371,1200313
775269,933386
872539,1055887
1059128,1199587
1151303,1155623
666060,817272
1041786,1042017
651055,1132226
730413,1024080
485193,823803
695299,1073700
56896,503953
220952,823803
598515,702466
36005,1195899
791724,1101685
703939,1170343
225419,519222
773674,1024080
694312,728258
543560,695299
547165,686592
437691,1162532
543560,683141
439649,500039
76617,579374
619439,993739
353187,933048
106380,975781
500039,555407
317033,591235
598072,805337
9664,408600
20371,703939
459475,695299
67939,1212563
527221,952478
459475,683141
884883,1163520
595720,1170343
592549,1210604
383406,485193
206865,1170343
400589,1035512
434374,975781
106380,1144370
591235,783786
144855,1054506
519222,884883
792977,1036472
300302,353187
393759,871202
485193,975781
383406,777397
617298,967246
617298,791724
1068717,1190080
427882,967246
220952,975781
817272,867324
67839,78596
1073700,1151303
328181,539005
328181,525270
427882,791724
506713,1059128
626577,1083209
698133,1073700
695299,1062170
106380,383406
67839,1163520
413584,1212563
434374,1144370
665957,884883
63351,1073700
595720,608062
400589,951273
561607,1117553
206865,608062
1515,1170276
412911,1200313
564059,817272
485193,1144370
204975,639640
376435,906707
503953,653168
220952,1144370
752870,1197820
695299,726294
378349,963759
249012,1200313
992749,1139304
393759,595720
78596,1163520
230536,437100
1170343,1200313
328181,1101685
345732,665957
128045,910630
348324,460477
220952,383406
186384,791068
38229,590269
15001,981129
396084,840058
434374,1041786
504800,767885
608062,665957
428253,1002305
20371,249012
165007,1002305
270345,1197344
376435,418025
128308,796141
36103,865480
246181,315124
220952,1041786
353187,1176803
584871,823878
412911,703939
300930,1010776
165007,328181
78790,598072
282420,517367
500039,840632
317339,504103
127214,262399
27744,1063126
527144,1146586
503953,918553
8526,638571
246994,1200313
698133,1062170
249012,703939
401077,774885
376435,896453
63351,1062170
246181,596073
600291,1191260
388352,1202333
651055,1023494
539005,617298
525270,906707
353502,656148
193497,937147
698133,726294
151611,201659
769399,787055
596073,674226
393759,519222
443797,565684
63351,726294
246181,823803
64172,246638
459475,539005
67939,689059
459475,525270
160394,317491
774273,1079385
67939,927370
536385,728794
246994,703939
106380,281751
541098,923715
763662,981156
830924,938030
728258,999824
5560,570242
76617,639640
281751,823803
726294,906707
56396,309734
317339,596073
730413,805337
64135,832970
317033,871202
3777,1031028
81623,738961
639640,732934
379900,488911
300302,1097340
206865,393759
773674,805337
220952,281751
152837,1037083
907337,1134633
541098,975105
249012,1170343
406425,1113291
674226,918553
598072,832970
791724,826955
896453,1155623
543560,707777
162236,453498
519222,1200313
291431,1082577
898641,1059233
228306,418345
288592,984092
317033,595720
428253,695299
695299,1151303
46334,228806
816931,900995
165007,695299
56896,823803
310482,1059128
639717,1215602
432286,787055
665008,1028923
428253,683141
165007,683141
666060,1212563
728258,977821
777397,823803
79854,728442
665957,1200313
726294,896453
249012,608062
281751,975781
376435,459475
27744,327240
310482,480511
539005,1073700
246181,434374
896453,967246
246994,249012
593629,925252
486357,1140693
246994,1170343
144855,580720
106380,839281
703939,1014258
20371,1195748
960590,1104937
538418,1191260
144855,366473
418025,1155623
56896,106380
281751,1144370
519222,703939
246181,1041786
207461,657978
269359,300147
144855,484022
20371,393759
434374,839281
791724,1155623
287051,669717
144527,814820
653168,777397
281751,383406
58464,1045401
665957,703939
246994,608062
689059,1191260
485193,839281
967246,1073700
826955,984141
376435,543560
220952,839281
1028923,1097340
56896,975781
317033,519222
595720,1014258
580720,1054506
185343,1023159
269179,689059
250049,255837
328181,826955
144855,604087
600291,886073
317339,434374
775729,813048
63351,1151303
805337,1024080
269179,927370
67939,977945
555407,923715
317339,674226
277082,613184
922697,1046485
539005,1062170
568114,1083209
206865,345732
555407,716113
56896,1144370
944400,1040368
727230,1099384
78790,813048
432286,439649
141485,823803
173388,788415
443797,898641
1132226,1199587
703939,783786
539005,726294
56896,383406
220403,1212467
106380,653168
1042017,1179685
555407,975105
418025,617298
42401,443797
203377,244133
683141,726294
315124,918553
9468,174083
799929,1035107
413584,527144
418570,937553
76617,204975
412911,1195748
56896,1041786
707777,984141
203377,301409
967246,1062170
434374,653168
345732,591235
527144,738563
525270,543560
777397,1041786
970273,1127759
1035512,1054506
160698,500039
269359,1059128
930988,1001436
282810,617298
328181,1155623
485193,653168
480511,536385
665957,1170343
596073,1179685
85082,1174020
269359,480511
565083,817272
286888,1008198
660310,775729
331031,660310
249012,393759
203377,246181
141485,975781
730413,832970
1062170,1073700
617298,906707
427882,906707
300302,1028923
794998,998816
332119,594193
695299,1002305
104977,732934
96558,555161
839281,918553
251316,1176803
394970,728258
400541,1200304
85149,353187
437571,647846
328181,967246
328181,791724
640306,730413
141485,1144370
166823,419680
647975,1036598
327240,1028923
17565,665957
839281,977442
141485,383406
246994,393759
301409,317339
301409,315124
326163,994595
640296,884994
1059128,1132226
376435,427882
39018,776338
353187,1097340
594828,652261
203377,504103
428253,707777
443797,944400
889119,1055899
104977,1083209
165007,707777
301409,596073
56896,281751
298498,353187
418025,1073700
392281,732934
756475,1010448
500039,923715
596073,977442
407680,1025390
203377,220952
114889,135888
689059,886073
698133,1002305
777209,922697
500039,716113
564059,1191260
791724,1073700
738563,817272
63351,1002305
977945,1191260
160698,769399
400736,749143
282810,1073700
5585,228806
912047,1141787
63351,328181
67939,600291
246181,1179685
206865,1163520
5068,947264
151611,410199
500039,975105
144855,429726
281751,839281
203377,317339
527695,540493
787055,840632
249012,345732
383406,975781
817272,927370
343189,560464
400589,777209
977442,1179685
300302,1063126
1146586,1212563
392281,1083209
96485,510820
453128,995423
519222,1195748
500039,541098
67939,538418
204975,611004
826955,896453
376435,539005
376435,525270
17565,206865
110551,1202333
127116,156016
1000057,1195612
345732,1014258
69200,262620
383406,1144370
418025,1062170
541098,953844
906707,1101685
78086,609608
626459,1030651
608062,1014258
290577,743015
591288,716413
527144,867324
783266,1097340
303592,921873
791724,1062170
300147,506713
67939,564059
244133,301409
345732,871202
418025,726294
317339,1179685
246994,345732
56896,839281
376435,1101685
141485,281751
300972,1054717
777397,839281
417730,769802
282810,1062170
598072,775729
568114,626577
85073,1008434
443797,1040368
20371,78596
67939,565083
64135,640306
20371,1163520
580720,604087
1191260,1212563
160698,555407
85149,1097340
244133,246181
427882,459475
372634,568351
454017,652568
282810,726294
301409,434374
281751,653168
783786,1195748
889119,1001047
413584,564059
777397,1179685
345732,595720
67839,665957
602914,787055
301409,674226
539005,698133
723674,891325
707777,896453
130458,639978
795180,1043373
54555,298211
777209,1046485
204975,392281
269179,1146586
683141,698133
579374,732934
896453,906707
17565,1170343
78790,660310
345732,783786
584871,884166
78596,665957
608062,783786
63351,695299
710617,872428
61819,640612
972646,1115465
46334,787055
596073,1042017
975781,1144370
298498,1097340
427882,543560
27744,85149
805694,838524
268660,957824
1440,898548
618417,936634
393759,884883
72738,496037
432286,602914
878708,975781
17565,608062
244133,504103
76617,611004
317339,977442
269179,600291
787351,1010992
300302,327240
141485,839281
250668,696910
241665,711083
1041786,1144370
701176,959371
867324,1191260
565083,1212563
148134,371944
813521,908878
579374,1083209
203377,674226
817272,977945
694312,709355
896453,1151303
232532,841563
40544,511447
